,id,target,labels
0,sequence_53082,55.0,1-1-1-0
1,sequence_19402,43.0,0-0-0-13
2,sequence_20054,49.0,0-0-0-4
3,sequence_20048,39.8,0-0-0-4
4,sequence_20036,52.9,0-0-0-4
5,sequence_19525,48.8,0-0-0-6
6,sequence_20061,45.0,0-0-0-10
7,sequence_19496,48.3,0-0-0-9
8,sequence_19477,61.5,0-0-0-1
9,sequence_19363,54.6,0-0-0-13
10,sequence_19500,51.2,0-0-0-12
11,sequence_19453,47.3,0-0-0-24
12,sequence_53075,51.6,0-0-0-2
13,sequence_19522,45.4,0-0-0-16
14,sequence_19523,50.8,0-0-0-29
15,sequence_53078,43.3,0-0-0-2
16,sequence_20069,53.4,0-0-0-14
17,sequence_53062,49.1,1-1-1-34
18,sequence_20060,52.6,0-0-0-10
19,sequence_53066,39.2,0-0-0-22
20,sequence_19417,47.9,0-0-0-18
21,sequence_19391,46.8,0-0-0-8
22,sequence_19447,51.0,0-0-0-3
23,sequence_53079,47.8,0-0-0-22
24,sequence_20042,49.4,0-0-0-7
25,sequence_19419,53.3,0-0-0-31
26,sequence_19425,56.9,0-0-0-23
27,sequence_19450,46.0,0-0-0-1
28,sequence_53085,51.2,0-0-0-32
29,sequence_19509,50.6,0-0-0-28
30,sequence_53059,47.1,0-0-0-2
31,sequence_19430,45.7,0-0-0-24
32,sequence_20052,42.9,0-0-0-4
33,sequence_19369,47.9,1-1-1-5
34,sequence_53064,48.4,0-0-0-22
35,sequence_20072,48.7,0-0-0-17
36,sequence_20038,49.1,0-0-0-17
37,sequence_20039,52.6,0-0-0-7
38,sequence_19506,49.3,0-0-0-16
39,sequence_20064,47.3,1-1-1-25
40,sequence_19530,45.6,0-0-0-13
41,sequence_19498,63.2,0-0-0-26
42,sequence_19504,50.6,1-1-1-27
43,sequence_19386,50.7,0-0-0-13
44,sequence_19519,50.3,0-0-0-12
45,sequence_19404,51.3,1-1-1-5
46,sequence_19446,39.5,0-0-0-11
47,sequence_20063,48.9,0-0-0-14
48,sequence_20043,46.6,1-1-1-21
49,sequence_19497,54.9,0-0-0-30
50,sequence_19490,52.9,0-0-0-16
51,sequence_19376,53.0,0-0-0-8
52,sequence_19406,53.8,0-0-0-3
53,sequence_19405,48.7,0-0-0-18
