,strategy,siluetas,calinski,davies
0,k-means-2,0.28198423264679806,64.41186837836071,1.4784870847790954
1,k-means-3,0.1781851078168073,55.300115215528656,1.8879744206858067
2,k-means-4,0.1787292702826203,49.40608044584015,1.877859249631166
3,k-means-5,0.1669743068974415,43.945612682183274,1.8724569843699264
4,k-means-6,0.16204472564206787,40.04651427207147,1.8549451540211017
5,k-means-7,0.17220755570000923,36.76800570667484,1.925996783558092
6,k-means-8,0.14066051892033732,33.24356839387286,2.0301391361740078
7,k-means-9,0.15961695910713142,31.04370781910346,2.054997927604048
8,k-means-10,0.15118837192230594,29.03775953030089,2.0614856993537574
9,k-means-11,0.1527019245363941,27.67302116284452,1.9869253626075407
10,k-means-12,0.1381376921834655,26.04028088995885,2.0538936234309912
11,k-means-13,0.1367220742380313,25.377242152498482,2.032206345666418
12,k-means-14,0.1315857440403019,24.012114740872956,2.045589796007814
13,k-means-15,0.1411051536061808,22.856682555621855,1.9360239971240465
14,k-means-16,0.14053752393110794,22.44356514727929,1.9791158525844332
15,k-means-17,0.14358653102602312,21.762881429860485,1.933342760449871
16,k-means-18,0.1458581823491704,21.47837726614124,1.897513573999989
17,k-means-19,0.13717579431403634,20.313085032186983,1.9025004964957475
18,k-means-20,0.14410142713815677,19.95566207532183,1.8376511825424307
19,k-means-21,0.1580875903564067,20.287206698937176,1.7506564257946078
20,k-means-22,0.14015369132304412,19.111883842012258,1.8325045248050456
21,k-means-23,0.15107662528876475,18.761436796509177,1.784103053188273
22,k-means-24,0.14680982787160782,18.61705641026432,1.7213974847862321
23,k-means-25,0.16271039363804812,18.240130547680305,1.7212678927110583
24,k-means-26,0.15291215940085431,17.68237936286978,1.6993938774313468
25,k-means-27,0.14243343870881042,17.34518975079342,1.7534100879059713
26,k-means-28,0.14408180366494763,16.931243690212593,1.732608119535417
27,k-means-29,0.1525362519027913,17.057751708533125,1.6964340261870061
