,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_47787,0,1,2,1,3,6,3,6,1,7,2,1,2,2,3,6,16,0,1,1,17,1,1,2,19,2,2,7
1,sequence_47684,0,2,3,3,1,3,0,1,4,8,3,3,6,0,1,0,4,3,4,4,14,3,4,6,4,7,6,3
2,sequence_47789,1,0,1,0,5,1,7,0,6,0,6,4,4,1,2,1,3,4,2,5,19,13,7,19,8,5,19,24
3,sequence_47790,1,0,1,0,5,1,7,0,6,0,6,4,4,1,2,1,3,4,2,5,19,13,7,19,8,5,19,24
4,sequence_47781,0,1,2,1,3,6,3,6,1,7,2,1,2,2,3,3,16,12,17,1,5,1,18,2,19,2,2,7
5,sequence_47777,0,1,2,1,3,6,3,6,1,7,2,1,2,2,3,3,6,12,17,15,5,22,18,2,19,14,25,26
6,sequence_47779,0,1,2,1,3,6,3,6,1,7,2,1,2,2,3,3,6,12,17,15,5,22,18,2,19,14,25,26
7,sequence_47784,0,1,2,1,3,6,3,8,9,1,2,12,8,8,7,14,11,7,9,12,0,11,10,15,7,9,15,2
8,sequence_47786,0,1,2,1,3,6,3,6,1,7,2,1,2,2,3,6,16,0,1,1,17,1,1,2,19,18,2,7
9,sequence_47782,0,1,2,1,3,6,3,8,9,1,2,12,8,8,7,14,11,7,9,12,0,11,10,15,7,9,15,2
10,sequence_47772,0,1,2,1,3,6,3,6,1,7,2,1,2,2,3,6,16,0,1,1,17,1,1,2,19,2,11,7
11,sequence_47795,0,1,2,1,3,4,5,8,9,5,4,7,7,13,9,5,7,8,15,10,7,6,5,8,9,6,8,9
12,sequence_47776,0,1,2,1,3,6,3,6,1,7,2,1,2,2,3,6,16,0,1,1,17,1,1,2,19,2,2,7
13,sequence_47685,0,2,3,3,1,3,0,3,7,3,7,5,9,12,13,10,8,11,13,13,12,7,13,12,14,0,12,14
14,sequence_47679,0,2,3,3,1,3,0,1,4,8,3,3,6,0,1,0,4,3,4,14,14,3,4,6,4,7,6,3
15,sequence_47695,0,2,3,3,1,5,0,1,8,10,8,10,10,7,15,16,10,16,12,11,10,15,9,14,15,17,14,17
16,sequence_47710,0,2,3,3,1,5,0,1,8,10,8,10,10,7,15,16,10,16,12,11,2,15,9,14,15,17,14,17
17,sequence_47686,1,0,0,4,0,0,2,4,5,4,1,0,3,3,4,2,9,2,11,6,6,2,12,3,2,3,3,25
18,sequence_47778,1,0,1,0,5,1,7,0,6,0,6,4,4,1,2,15,3,14,2,17,3,0,7,1,5,21,1,6
19,sequence_47780,1,0,1,0,5,1,7,0,6,0,6,4,4,1,2,15,3,14,2,17,3,0,7,1,5,21,1,6
20,sequence_47785,1,0,1,0,5,1,7,0,6,0,6,4,4,1,2,1,3,4,19,5,19,13,21,19,8,5,19,24
21,sequence_47803,1,0,1,0,5,1,6,5,3,9,9,6,5,10,14,8,12,9,5,0,20,20,0,21,12,1,21,4
22,sequence_47663,0,2,3,3,1,3,0,1,4,8,3,3,6,0,1,0,2,5,18,4,14,17,20,16,25,11,16,0
23,sequence_47757,0,1,2,1,3,6,3,8,9,1,2,12,8,8,7,14,11,7,9,12,0,11,10,15,7,9,15,2
24,sequence_47783,0,1,2,2,2,2,1,2,2,6,5,2,1,4,5,4,1,6,14,7,9,4,8,10,6,8,10,5
25,sequence_47796,0,1,2,1,3,4,5,8,9,5,4,7,7,13,9,5,7,8,15,10,7,6,5,8,9,6,8,22
26,sequence_47750,0,1,2,1,3,6,3,6,1,7,2,1,2,2,3,6,16,0,1,1,17,1,1,11,3,2,11,7
27,sequence_47760,0,1,2,1,3,6,3,6,1,7,2,1,2,2,3,6,16,0,1,1,17,1,1,11,3,2,11,7
28,sequence_47773,1,0,1,0,5,1,7,0,6,0,6,4,4,1,2,1,3,4,2,5,19,13,7,19,8,5,19,24
29,sequence_47768,0,1,2,1,3,6,3,6,1,7,2,1,2,11,3,3,6,12,17,15,5,22,18,11,3,14,25,26
30,sequence_47771,0,1,2,1,3,4,3,8,9,1,4,12,8,8,7,14,11,7,9,12,0,11,10,15,7,9,15,2
31,sequence_47681,0,2,3,3,1,3,0,3,7,3,7,5,9,12,13,10,8,11,13,13,12,7,13,12,14,0,12,14
32,sequence_47696,0,2,3,3,4,5,4,7,8,10,8,10,11,14,11,13,15,10,16,2,4,14,15,22,10,10,22,10
33,sequence_47680,0,2,3,3,1,3,0,1,4,8,3,3,6,0,1,0,4,3,4,14,14,3,4,6,4,7,6,3
34,sequence_47673,0,2,3,3,1,3,0,1,4,8,3,3,6,0,1,0,4,3,4,14,14,3,4,6,4,7,6,3
35,sequence_47700,0,2,3,3,1,3,0,1,4,8,3,3,6,0,1,0,4,3,4,14,14,3,4,6,4,7,6,3
36,sequence_47689,0,2,3,3,1,5,0,1,8,10,8,10,10,7,15,16,10,16,12,11,10,15,9,22,15,17,22,17
37,sequence_47683,1,0,0,4,0,0,2,4,5,4,1,0,3,3,4,2,9,2,11,6,6,2,17,17,2,25,17,12
38,sequence_47697,1,0,0,4,4,5,4,7,0,2,11,9,13,6,6,11,5,1,10,8,16,19,6,24,11,16,24,13
39,sequence_47678,1,0,0,4,0,0,2,4,5,4,1,0,3,3,4,2,9,2,11,6,6,2,12,3,2,3,3,25
40,sequence_47682,1,0,0,4,0,0,2,4,5,4,1,0,3,3,4,2,9,2,11,6,6,2,17,17,2,25,17,12
41,sequence_47724,1,0,0,4,0,0,2,4,5,4,1,0,3,3,4,2,9,2,11,6,6,2,17,17,2,25,17,12
42,sequence_47806,1,0,1,0,5,1,7,0,6,0,6,4,4,1,2,15,3,14,2,17,3,0,7,1,5,21,1,6
