,id,target,labels
0,sequence_47787,5.0,7
1,sequence_47684,23.0,3
2,sequence_47789,10.0,24
3,sequence_47790,9.0,24
4,sequence_47781,12.0,7
5,sequence_47777,11.0,26
6,sequence_47779,11.0,26
7,sequence_47784,21.0,2
8,sequence_47786,18.0,7
9,sequence_47782,17.0,2
10,sequence_47772,12.0,7
11,sequence_47795,7.0,9
12,sequence_47776,9.0,7
13,sequence_47685,24.0,14
14,sequence_47679,44.0,3
15,sequence_47695,52.0,17
16,sequence_47710,43.0,17
17,sequence_47686,22.0,25
18,sequence_47778,26.0,6
19,sequence_47780,23.0,6
20,sequence_47785,25.0,24
21,sequence_47803,12.0,4
22,sequence_47663,36.0,0
23,sequence_47757,36.0,2
24,sequence_47783,24.5,5
25,sequence_47796,20.0,22
26,sequence_47750,25.0,7
27,sequence_47760,26.0,7
28,sequence_47773,19.0,24
29,sequence_47768,17.0,26
30,sequence_47771,18.0,2
31,sequence_47681,44.0,14
32,sequence_47696,47.0,10
33,sequence_47680,73.0,3
34,sequence_47673,65.5,3
35,sequence_47700,65.0,3
36,sequence_47689,52.0,17
37,sequence_47683,75.0,12
38,sequence_47697,55.5,13
39,sequence_47678,37.0,25
40,sequence_47682,53.0,12
41,sequence_47724,48.0,12
42,sequence_47806,73.0,6
43,sequence_47807,42.0,4
44,sequence_47804,23.0,4
45,sequence_47800,20.0,4
46,sequence_47799,24.0,4
47,sequence_47664,32.0,18
48,sequence_47666,69.0,0
49,sequence_47671,36.0,0
50,sequence_47727,45.0,5
51,sequence_47756,37.0,5
52,sequence_47775,23.0,5
53,sequence_47730,35.0,22
54,sequence_47758,22.0,22
55,sequence_47797,27.0,15
56,sequence_47798,23.0,21
57,sequence_47751,34.0,19
58,sequence_47741,102.0,26
59,sequence_47743,63.0,26
60,sequence_47752,67.0,26
61,sequence_47745,83.0,2
62,sequence_47747,72.0,26
63,sequence_47748,79.0,2
64,sequence_47749,81.0,2
65,sequence_47744,69.0,26
66,sequence_47721,40.0,25
67,sequence_47759,36.0,24
68,sequence_47774,21.0,24
69,sequence_47770,25.0,6
70,sequence_47713,51.0,26
71,sequence_47738,55.0,26
72,sequence_47769,25.0,6
73,sequence_47702,69.0,14
74,sequence_47672,76.0,14
75,sequence_47705,71.0,14
76,sequence_47694,51.0,10
77,sequence_47691,40.0,8
78,sequence_47701,63.0,3
79,sequence_47706,77.0,3
80,sequence_47675,57.0,3
81,sequence_47698,56.0,10
82,sequence_47688,90.0,28
83,sequence_47704,98.0,12
84,sequence_47708,111.0,23
85,sequence_47709,119.0,23
86,sequence_47677,103.0,12
87,sequence_47692,87.5,16
88,sequence_47703,95.0,12
89,sequence_47707,79.0,23
90,sequence_47762,127.0,1
91,sequence_47765,118.0,1
92,sequence_47767,105.0,1
93,sequence_47812,121.0,6
94,sequence_47761,120.0,1
95,sequence_47764,118.0,6
96,sequence_47763,122.0,6
97,sequence_47699,62.0,13
98,sequence_47687,92.0,16
99,sequence_47693,64.0,13
100,sequence_47690,63.0,16
101,sequence_47712,49.0,4
102,sequence_47714,51.0,4
103,sequence_47725,57.0,13
104,sequence_47669,32.0,8
105,sequence_47668,48.0,18
106,sequence_47670,97.0,20
107,sequence_47665,50.0,20
108,sequence_47661,52.0,18
109,sequence_47667,86.0,28
110,sequence_47726,120.0,5
111,sequence_47734,110.0,5
112,sequence_47811,24.0,5
113,sequence_47662,28.0,18
114,sequence_47731,32.0,22
115,sequence_47733,25.0,15
116,sequence_47732,30.0,15
117,sequence_47755,100.0,27
118,sequence_47746,94.0,5
119,sequence_47754,70.0,19
120,sequence_47753,74.0,27
121,sequence_47740,158.0,19
122,sequence_47742,108.0,6
123,sequence_47715,101.0,12
124,sequence_47718,81.0,11
125,sequence_47717,66.0,12
126,sequence_47720,80.0,11
127,sequence_47716,84.0,11
128,sequence_47719,66.0,12
129,sequence_47723,69.0,25
130,sequence_47722,75.0,25
131,sequence_47674,38.0,14
132,sequence_47676,56.0,12
133,sequence_47711,57.0,6
134,sequence_47739,35.0,6
135,sequence_47735,55.0,6
136,sequence_47793,16.0,2
137,sequence_47801,4.0,9
138,sequence_47805,22.0,22
139,sequence_47802,4.0,15
140,sequence_47794,18.0,24
141,sequence_47728,12.0,7
142,sequence_47808,4.0,7
143,sequence_47792,12.0,7
144,sequence_47791,4.0,2
145,sequence_47788,5.0,19
146,sequence_47729,34.0,7
147,sequence_47809,10.0,7
148,sequence_47737,27.0,7
149,sequence_47810,5.57,7
150,sequence_47766,4.19,3
151,sequence_47736,19.0,7
