,id,target,labels
0,sequence_53082,55.0,1-1-1-0
1,sequence_19402,43.0,0-0-0-17
2,sequence_20054,49.0,0-0-0-14
3,sequence_20048,39.8,0-0-0-2
4,sequence_20036,52.9,0-0-0-13
5,sequence_19525,48.8,0-0-0-15
6,sequence_20061,45.0,0-0-0-13
7,sequence_19496,48.3,0-0-0-11
8,sequence_19477,61.5,0-0-0-18
9,sequence_19363,54.6,0-0-0-1
10,sequence_19500,51.2,0-0-0-16
11,sequence_19453,47.3,0-0-0-24
12,sequence_53075,51.6,0-0-0-13
13,sequence_19522,45.4,0-0-0-21
14,sequence_19523,50.8,0-0-0-15
15,sequence_53078,43.3,0-0-0-14
16,sequence_20069,53.4,0-0-0-19
17,sequence_53062,49.1,1-1-1-34
18,sequence_20060,52.6,0-0-0-13
19,sequence_53066,39.2,0-0-0-23
20,sequence_19417,47.9,0-0-0-2
21,sequence_19391,46.8,0-0-0-10
22,sequence_19447,51.0,0-0-0-18
23,sequence_53079,47.8,0-0-0-21
24,sequence_20042,49.4,0-0-0-5
25,sequence_19419,53.3,0-0-0-9
26,sequence_19425,56.9,0-0-0-16
27,sequence_19450,46.0,0-0-0-18
28,sequence_53085,51.2,0-0-0-30
29,sequence_19509,50.6,0-0-0-15
30,sequence_53059,47.1,0-0-0-23
31,sequence_19430,45.7,0-0-0-24
32,sequence_20052,42.9,0-0-0-14
33,sequence_19369,47.9,1-1-1-3
34,sequence_53064,48.4,0-0-0-23
35,sequence_20072,48.7,0-0-0-4
36,sequence_20038,49.1,0-0-0-1
37,sequence_20039,52.6,0-0-0-5
38,sequence_19506,49.3,0-0-0-21
39,sequence_20064,47.3,1-1-1-25
40,sequence_19530,45.6,0-0-0-17
41,sequence_19498,63.2,0-0-0-27
42,sequence_19504,50.6,1-1-1-6
43,sequence_19386,50.7,0-0-0-1
44,sequence_19519,50.3,0-0-0-1
45,sequence_19404,51.3,1-1-1-7
46,sequence_19446,39.5,0-0-0-12
