,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_53082,0,0,0,0,0,0,0,0,0,0
1,sequence_19402,17,17,16,16,16,16,16,16,17,17
2,sequence_20054,14,14,13,13,13,13,13,13,14,14
3,sequence_20048,2,2,2,2,2,2,2,2,2,2
4,sequence_20036,13,13,12,12,12,12,12,12,13,13
5,sequence_19525,15,15,14,14,14,14,14,14,15,15
6,sequence_20061,13,13,12,12,12,12,12,12,13,13
7,sequence_19496,11,11,11,11,11,11,11,11,11,11
8,sequence_19477,18,18,17,17,17,17,17,17,18,18
9,sequence_19363,1,1,1,1,1,1,1,1,1,1
10,sequence_19500,16,16,15,15,15,15,15,15,16,16
11,sequence_19453,24,24,24,24,24,24,24,24,24,24
12,sequence_53075,13,13,12,12,12,12,12,12,13,13
13,sequence_19522,21,21,21,21,21,21,21,21,21,21
14,sequence_19523,15,15,14,14,14,14,14,14,15,15
15,sequence_53078,14,14,13,13,13,13,13,13,14,14
16,sequence_20069,19,19,18,18,18,18,18,18,19,19
17,sequence_53062,34,34,34,34,34,34,34,34,34,35
18,sequence_20060,13,13,12,12,12,12,12,12,13,13
19,sequence_53066,23,23,23,23,23,23,23,23,23,23
20,sequence_19417,2,2,2,2,2,2,2,2,2,2
21,sequence_19391,10,10,10,10,10,10,10,10,10,10
22,sequence_19447,18,18,17,17,17,17,17,17,18,18
23,sequence_53079,21,21,21,21,21,21,21,21,21,21
24,sequence_20042,5,5,5,5,5,5,5,5,5,5
25,sequence_19419,9,8,8,8,8,8,8,8,8,8
26,sequence_19425,16,16,19,19,19,19,19,19,16,16
27,sequence_19450,18,18,17,17,17,17,17,17,18,18
28,sequence_53085,30,30,30,30,30,30,30,30,30,31
29,sequence_19509,15,15,14,14,14,14,14,14,15,15
30,sequence_53059,23,23,23,23,23,23,23,23,23,23
31,sequence_19430,24,24,24,24,24,24,24,24,24,24
32,sequence_20052,14,14,13,13,13,13,13,13,14,14
33,sequence_19369,3,3,3,3,3,3,3,3,3,3
34,sequence_53064,23,23,23,23,23,23,23,23,23,23
35,sequence_20072,4,4,4,4,4,4,4,4,4,4
36,sequence_20038,1,1,1,1,1,1,1,1,1,1
37,sequence_20039,5,5,5,5,5,5,5,5,5,5
38,sequence_19506,21,21,21,21,21,21,21,21,21,21
39,sequence_20064,25,25,25,25,25,25,25,25,25,25
40,sequence_19530,17,17,16,16,16,16,16,16,17,17
41,sequence_19498,27,27,27,27,27,27,27,27,27,27
42,sequence_19504,6,6,6,6,6,6,6,6,6,6
43,sequence_19386,1,1,1,1,1,1,1,1,1,1
44,sequence_19519,1,1,1,1,1,1,1,1,1,1
45,sequence_19404,7,7,7,7,7,7,7,7,7,7
46,sequence_19446,12,12,21,21,21,21,21,21,12,12
47,sequence_20063,19,19,18,18,18,18,18,18,19,19
48,sequence_20043,7,7,7,7,7,7,7,7,7,7
49,sequence_19497,31,31,31,31,31,31,31,31,31,32
50,sequence_19490,21,21,21,21,21,21,21,21,21,21
51,sequence_19376,10,10,10,10,10,10,10,10,10,10
52,sequence_19406,8,9,9,9,9,9,9,9,9,9
53,sequence_19405,22,22,22,22,22,22,22,22,22,22
54,sequence_19382,22,22,22,22,22,22,22,22,22,22
55,sequence_20067,19,19,18,18,18,18,18,18,19,19
56,sequence_19409,31,31,31,31,31,31,31,31,31,32
57,sequence_19354,8,9,9,9,9,9,9,9,9,9
58,sequence_20040,14,14,13,13,13,13,13,13,14,14
59,sequence_19370,3,3,3,3,3,3,3,3,3,3
60,sequence_19432,15,15,14,14,14,14,14,14,15,15
61,sequence_19371,2,2,2,2,2,2,2,2,2,2
62,sequence_19434,20,20,20,20,20,20,20,20,20,20
63,sequence_19505,2,2,2,2,2,2,2,2,2,2
64,sequence_53070,24,24,24,24,24,24,24,24,24,24
65,sequence_19392,9,8,8,8,8,8,8,8,8,8
66,sequence_19357,26,26,26,26,26,26,26,26,26,26
67,sequence_20056,28,28,28,28,28,28,28,28,28,29
68,sequence_19526,9,8,8,8,8,8,8,8,8,8
69,sequence_20046,5,5,5,5,5,5,5,5,5,5
70,sequence_19443,12,12,19,19,19,19,19,19,12,12
71,sequence_19410,8,9,9,9,9,9,9,9,9,9
72,sequence_19390,10,10,10,10,10,10,10,10,10,10
73,sequence_19439,12,12,19,19,19,19,19,19,12,12
74,sequence_20071,4,4,4,4,4,4,4,4,4,4
75,sequence_19451,27,27,27,27,27,27,27,27,27,27
76,sequence_20041,11,11,11,11,11,11,11,11,11,11
77,sequence_19415,8,9,9,9,9,9,9,9,9,9
78,sequence_20035,5,5,5,5,5,5,5,5,5,5
79,sequence_20051,23,23,23,23,23,23,23,23,23,23
80,sequence_19397,11,11,11,11,11,11,11,11,11,11
81,sequence_19394,17,17,16,16,16,16,16,16,17,17
82,sequence_19374,10,10,10,10,10,10,10,10,10,10
83,sequence_19378,11,11,11,11,11,11,11,11,11,11
84,sequence_19441,12,12,19,19,19,19,19,19,12,12
85,sequence_19433,15,15,14,14,14,14,14,14,15,15
86,sequence_20062,13,13,12,12,12,12,12,12,13,13
87,sequence_19393,9,8,8,8,8,8,8,8,8,8
88,sequence_20065,14,14,13,13,13,13,13,13,14,14
89,sequence_19383,12,12,22,22,22,22,22,22,12,12
90,sequence_19422,21,21,21,21,21,21,21,21,21,21
91,sequence_19495,15,15,14,14,14,14,14,14,15,15
92,sequence_19431,20,20,20,20,20,20,20,20,20,20
93,sequence_20058,19,19,18,18,18,18,18,18,19,19
94,sequence_19488,10,10,10,10,10,10,10,10,10,10
95,sequence_19375,11,11,11,11,11,11,11,11,11,11
96,sequence_19511,28,28,28,28,28,28,28,28,28,29
97,sequence_53065,23,23,23,23,23,23,23,23,23,23
98,sequence_53074,29,29,29,29,29,29,29,29,29,30
99,sequence_20050,22,22,22,22,22,22,22,22,22,22
100,sequence_19515,1,1,1,1,1,1,1,1,1,1
101,sequence_20057,19,19,18,18,18,18,18,18,19,19
102,sequence_19438,29,29,29,29,29,29,29,29,29,30
103,sequence_19486,15,15,14,14,14,14,14,14,15,15
104,sequence_19389,2,2,2,2,2,2,2,2,2,2
105,sequence_19468,16,16,15,15,15,15,15,15,16,16
106,sequence_20068,13,13,12,12,12,12,12,12,13,13
107,sequence_19420,11,11,11,11,11,11,11,11,11,11
108,sequence_20076,13,13,12,12,12,12,12,12,13,13
109,sequence_20070,5,5,5,5,5,5,5,5,5,28
110,sequence_19399,17,17,16,16,16,16,16,16,17,17
111,sequence_19436,20,20,20,20,20,20,20,20,20,20
112,sequence_19492,20,20,20,20,20,20,20,20,20,20
113,sequence_19445,6,6,6,6,6,6,6,6,6,6
114,sequence_19403,34,34,34,34,34,34,34,34,34,35
115,sequence_19428,18,18,17,17,17,17,17,17,18,18
116,sequence_19377,17,17,16,16,16,16,16,16,17,17
117,sequence_19427,18,18,17,17,17,17,17,17,18,18
118,sequence_19521,3,3,3,3,3,3,3,3,3,3
119,sequence_20045,19,19,18,18,18,18,18,18,19,19
120,sequence_19412,8,9,9,9,9,9,9,9,9,9
121,sequence_19508,21,21,21,21,21,21,21,21,21,21
122,sequence_53080,27,27,27,27,27,27,27,27,27,27
123,sequence_20073,19,19,18,18,18,18,18,18,19,19
124,sequence_19442,12,12,19,19,19,19,19,19,12,12
125,sequence_53077,0,0,0,0,0,0,0,0,0,0
126,sequence_19429,6,6,6,6,6,6,6,6,6,6
127,sequence_19416,8,11,11,11,11,11,11,11,11,11
128,sequence_20055,14,14,13,13,13,13,13,13,14,14
129,sequence_19388,11,11,11,11,11,11,11,11,11,11
130,sequence_20049,9,8,8,8,8,8,8,8,8,8
131,sequence_20059,4,4,4,4,4,4,4,4,4,4
132,sequence_19467,29,29,29,29,29,29,29,29,29,30
133,sequence_19373,10,10,10,10,10,10,10,10,10,10
134,sequence_19396,11,11,11,11,11,11,11,11,11,11
135,sequence_19527,11,11,11,11,11,11,11,11,11,11
136,sequence_19435,20,20,20,20,20,20,20,20,20,20
