id,label,target,labels,profile
sequence_19347,2,58.9,1-1-1-30,2-1-1-1-30
sequence_19511,2,62.4,1-1-1-25,2-1-1-1-25
sequence_19445,2,45.5,1-1-1-7,2-1-1-1-7
sequence_19351,0,60.9,1-1-1-25,0-1-1-1-25
sequence_53065,1,44.8,0-0-0-19,1-0-0-0-19
sequence_19426,1,56.3,0-0-0-8,1-0-0-0-8
sequence_19517,2,61.6,0-0-0-24,2-0-0-0-24
sequence_19410,0,49.9,0-0-0-5,0-0-0-0-5
sequence_19447,1,51.0,0-0-0-5,1-0-0-0-5
sequence_20040,1,47.2,0-0-0-6,1-0-0-0-6
sequence_19526,1,49.3,0-0-0-24,1-0-0-0-24
sequence_19437,1,46.7,0-0-0-10,1-0-0-0-10
sequence_19529,1,48.8,0-0-0-17,1-0-0-0-17
sequence_19470,2,61.0,0-0-0-26,2-0-0-0-26
sequence_19472,2,59.9,0-0-0-23,2-0-0-0-23
sequence_19403,0,50.9,1-1-1-29,0-1-1-1-29
sequence_20062,1,57.9,0-0-0-12,1-0-0-0-12
sequence_19429,2,50.9,1-1-1-7,2-1-1-1-7
sequence_19524,1,46.4,0-0-0-13,1-0-0-0-13
sequence_19459,2,59.2,1-1-1-25,2-1-1-1-25
sequence_19478,1,60.1,0-0-0-23,1-0-0-0-23
sequence_19467,2,64.4,0-0-0-23,2-0-0-0-23
sequence_20057,1,51.9,0-0-0-14,1-0-0-0-14
sequence_19432,1,51.0,0-0-0-8,1-0-0-0-8
sequence_53062,2,49.1,1-1-1-29,2-1-1-1-29
sequence_19353,1,64.3,0-0-0-5,1-0-0-0-5
sequence_19422,1,46.6,0-0-0-17,1-0-0-0-17
sequence_19378,1,52.4,0-0-0-10,1-0-0-0-10
sequence_19452,1,44.2,0-0-0-21,1-0-0-0-21
sequence_19417,1,47.9,0-0-0-18,1-0-0-0-18
sequence_19497,2,54.9,0-0-0-26,2-0-0-0-26
sequence_19488,1,51.3,0-0-0-9,1-0-0-0-9
sequence_19380,0,48.1,1-1-1-29,0-1-1-1-29
sequence_20048,1,39.8,0-0-0-6,1-0-0-0-6
sequence_19402,1,43.0,0-0-0-3,1-0-0-0-3
sequence_20073,1,51.0,0-0-0-14,1-0-0-0-14
sequence_19424,1,50.9,0-0-0-5,1-0-0-0-5
sequence_20066,1,49.9,0-0-0-12,1-0-0-0-12
sequence_19446,1,39.5,0-0-0-11,1-0-0-0-11
sequence_53098,1,42.0,0-0-0-28,1-0-0-0-28
sequence_19523,1,50.8,0-0-0-13,1-0-0-0-13
sequence_53083,2,51.0,1-1-1-0,2-1-1-1-0
sequence_19389,1,44.0,0-0-0-11,1-0-0-0-11
sequence_19480,2,62.8,0-0-0-24,2-0-0-0-24
sequence_19489,1,49.1,0-0-0-13,1-0-0-0-13
sequence_20051,1,42.5,0-0-0-19,1-0-0-0-19
sequence_53088,1,48.0,0-0-0-28,1-0-0-0-28
sequence_19431,1,50.5,0-0-0-15,1-0-0-0-15
sequence_20053,1,54.7,0-0-0-12,1-0-0-0-12
sequence_19428,1,49.3,0-0-0-20,1-0-0-0-20
sequence_53079,1,47.8,0-0-0-17,1-0-0-0-17
sequence_19439,1,49.5,0-0-0-21,1-0-0-0-21
sequence_19490,1,52.9,0-0-0-17,1-0-0-0-17
sequence_19408,1,51.1,0-0-0-18,1-0-0-0-18
sequence_19416,1,49.4,0-0-0-5,1-0-0-0-5
sequence_19430,1,45.7,0-0-0-21,1-0-0-0-21
sequence_19398,1,46.2,0-0-0-17,1-0-0-0-17
sequence_19360,0,63.5,0-0-0-27,0-0-0-0-27
sequence_20054,1,49.0,0-0-0-6,1-0-0-0-6
sequence_19469,1,50.5,0-0-0-16,1-0-0-0-16
sequence_53099,2,53.0,1-1-1-0,2-1-1-1-0
sequence_19451,1,51.0,0-0-0-27,1-0-0-0-27
sequence_19506,1,49.3,0-0-0-17,1-0-0-0-17
sequence_19442,1,47.4,0-0-0-21,1-0-0-0-21
sequence_53084,2,39.0,1-1-1-0,2-1-1-1-0
sequence_19491,1,48.8,0-0-0-17,1-0-0-0-17
sequence_53069,1,50.9,0-0-0-27,1-0-0-0-27
sequence_20072,1,48.7,0-0-0-12,1-0-0-0-12
sequence_19433,1,50.1,0-0-0-8,1-0-0-0-8
sequence_19405,1,48.7,0-0-0-18,1-0-0-0-18
sequence_19392,1,50.5,0-0-0-15,1-0-0-0-15
sequence_19482,2,59.3,0-0-0-24,2-0-0-0-24
sequence_19421,1,53.0,0-0-0-15,1-0-0-0-15
sequence_19390,1,46.3,0-0-0-9,1-0-0-0-9
sequence_19453,1,47.3,0-0-0-21,1-0-0-0-21
sequence_20036,1,52.9,0-0-0-6,1-0-0-0-6
sequence_53067,1,40.9,0-0-0-19,1-0-0-0-19
sequence_19438,1,56.1,0-0-0-5,1-0-0-0-5
sequence_19525,1,48.8,0-0-0-13,1-0-0-0-13
sequence_53059,1,47.1,0-0-0-19,1-0-0-0-19
sequence_19498,1,63.2,0-0-0-23,1-0-0-0-23
sequence_19354,0,60.0,0-0-0-5,0-0-0-0-5
sequence_19457,1,43.6,0-0-0-8,1-0-0-0-8
sequence_19372,1,49.2,0-0-0-9,1-0-0-0-9
sequence_19407,0,49.2,0-0-0-20,0-0-0-0-20
sequence_19366,0,60.0,0-0-0-2,0-0-0-0-2
sequence_20037,1,57.8,0-0-0-12,1-0-0-0-12
sequence_19530,1,45.6,0-0-0-17,1-0-0-0-17
sequence_19456,1,48.0,0-0-0-15,1-0-0-0-15
sequence_20043,2,46.6,1-1-1-4,2-1-1-1-4
sequence_20047,1,49.9,0-0-0-12,1-0-0-0-12
sequence_19435,1,51.4,0-0-0-15,1-0-0-0-15
sequence_19386,0,50.7,0-0-0-3,0-0-0-0-3
sequence_19411,1,58.0,0-0-0-27,1-0-0-0-27
sequence_19364,1,57.1,0-0-0-27,1-0-0-0-27
sequence_19387,0,47.7,0-0-0-27,0-0-0-0-27
sequence_19465,2,62.9,0-0-0-23,2-0-0-0-23
sequence_19495,1,58.9,0-0-0-13,1-0-0-0-13
sequence_19521,2,53.0,1-1-1-30,2-1-1-1-30
sequence_20076,1,55.7,0-0-0-12,1-0-0-0-12
sequence_19492,1,58.5,0-0-0-24,1-0-0-0-24
sequence_19528,1,47.1,0-0-0-17,1-0-0-0-17
sequence_19476,2,62.2,0-0-0-23,2-0-0-0-23
sequence_19393,1,53.7,0-0-0-27,1-0-0-0-27
sequence_19464,2,62.2,0-0-0-26,2-0-0-0-26
sequence_19505,1,42.4,0-0-0-16,1-0-0-0-16
