id,label
sequence_47777,0
sequence_47708,2
sequence_47743,1
sequence_47674,0
sequence_47741,0
sequence_47724,2
sequence_47683,2
sequence_47745,0
sequence_47727,0
sequence_47779,0
sequence_47739,0
sequence_47732,0
sequence_47666,0
sequence_47661,2
sequence_47738,0
sequence_47714,2
sequence_47729,0
sequence_47752,0
sequence_47702,0
sequence_47798,1
sequence_47788,2
sequence_47806,2
sequence_47769,2
sequence_47785,2
sequence_47676,2
sequence_47810,2
sequence_47719,2
sequence_47737,0
sequence_47805,0
sequence_47786,0
sequence_47688,2
sequence_47723,2
sequence_47796,0
sequence_47783,0
sequence_47663,0
sequence_47725,2
sequence_47764,0
sequence_47662,0
sequence_47740,0
sequence_47694,2
sequence_47731,0
sequence_47734,0
sequence_47791,0
sequence_47801,0
sequence_47768,0
sequence_47755,0
sequence_47697,2
sequence_47733,0
sequence_47735,0
sequence_47811,0
sequence_47797,0
sequence_47770,2
sequence_47689,0
sequence_47765,0
sequence_47760,0
sequence_47790,2
sequence_47808,0
sequence_47670,0
sequence_47716,2
sequence_47677,2
sequence_47690,2
sequence_47700,0
sequence_47664,0
sequence_47668,0
sequence_47762,0
sequence_47704,2
sequence_47713,0
sequence_47773,2
sequence_47722,2
sequence_47799,2
sequence_47758,0
sequence_47761,2
sequence_47665,0
sequence_47749,0
sequence_47728,0
sequence_47804,2
sequence_47693,2
sequence_47778,1
sequence_47671,0
sequence_47699,2
sequence_47679,0
sequence_47730,0
sequence_47691,2
sequence_47794,2
sequence_47774,2
sequence_47687,2
sequence_47775,2
sequence_47803,2
sequence_47789,2
sequence_47795,0
sequence_47720,2
sequence_47709,2
sequence_47742,0
sequence_47751,2
sequence_47754,2
sequence_47772,0
sequence_47726,2
sequence_47748,0
sequence_47707,2
sequence_47812,0
sequence_47782,0
sequence_47747,0
sequence_47692,2
sequence_47681,0
sequence_47767,2
sequence_47718,2
sequence_47809,0
sequence_47763,2
sequence_47780,2
sequence_47807,2
sequence_47756,0
sequence_47744,0
sequence_47721,2
sequence_47771,0
sequence_47750,2
sequence_47787,0
sequence_47793,0
sequence_47746,2
sequence_47757,0
sequence_47802,0
sequence_47667,0
sequence_47675,0
sequence_47736,0
sequence_47684,0
sequence_47669,2
sequence_47672,0
sequence_47759,0
sequence_47712,2
sequence_47703,2
sequence_47753,0
sequence_47678,2
sequence_47680,0
sequence_47698,2
sequence_47711,2
sequence_47784,0
sequence_47685,2
sequence_47710,0
sequence_47673,0
sequence_47717,2
sequence_47715,2
sequence_47792,0
sequence_47696,2
sequence_47706,0
sequence_47766,0
sequence_47705,0
sequence_47701,0
sequence_47682,2
sequence_47800,2
sequence_47781,0
sequence_47695,0
sequence_47776,0
sequence_47686,2
