id,label,target,labels,profile
sequence_47777,0,11.0,19-0-19-2,0-19-0-19-2
sequence_47708,0,111.0,8-0-27-11,0-8-0-27-11
sequence_47743,0,63.0,1-0-26-8,0-1-0-26-8
sequence_47674,0,38.0,3-0-0-15,0-3-0-0-15
sequence_47741,0,102.0,11-0-10-3,0-11-0-10-3
sequence_47724,0,48.0,3-0-0-15,0-3-0-0-15
sequence_47683,1,75.0,8-0-2-11,1-8-0-2-11
sequence_47745,1,83.0,1-0-26-8,1-1-0-26-8
sequence_47727,0,45.0,20-0-11-7,0-20-0-11-7
sequence_47779,0,11.0,19-0-19-3,0-19-0-19-3
sequence_47739,0,35.0,3-0-0-8,0-3-0-0-8
sequence_47732,1,30.0,12-0-3-4,1-12-0-3-4
sequence_47666,0,69.0,23-0-4-3,0-23-0-4-3
sequence_47661,0,52.0,10-0-5-12,0-10-0-5-12
sequence_47738,0,55.0,11-0-10-3,0-11-0-10-3
sequence_47714,1,51.0,27-0-14-11,1-27-0-14-11
sequence_47729,0,34.0,16-0-1-16,0-16-0-1-16
sequence_47752,0,67.0,26-0-12-8,0-26-0-12-8
sequence_47702,0,69.0,15-0-22-9,0-15-0-22-9
sequence_47798,1,23.0,12-0-3-4,1-12-0-3-4
sequence_47788,1,5.0,13-0-9-1,1-13-0-9-1
sequence_47806,0,73.0,6-0-24-10,0-6-0-24-10
sequence_47769,1,25.0,4-0-13-2,1-4-0-13-2
sequence_47785,1,25.0,5-0-15-6,1-5-0-15-6
sequence_47676,0,56.0,3-0-0-15,0-3-0-0-15
sequence_47810,1,5.57,18-0-7-17,1-18-0-7-17
sequence_47719,0,66.0,17-0-18-14,0-17-0-18-14
sequence_47737,1,27.0,16-0-1-12,1-16-0-1-12
sequence_47805,0,22.0,16-0-1-16,0-16-0-1-16
sequence_47786,1,18.0,4-0-13-2,1-4-0-13-2
sequence_47688,0,90.0,24-0-8-9,0-24-0-8-9
sequence_47723,1,69.0,27-0-14-11,1-27-0-14-11
sequence_47796,1,20.0,12-0-3-4,1-12-0-3-4
sequence_47783,0,24.5,20-0-11-7,0-20-0-11-7
sequence_47663,0,36.0,11-0-4-3,0-11-0-4-3
sequence_47725,1,57.0,27-0-14-11,1-27-0-14-11
sequence_47764,1,118.0,7-0-17-10,1-7-0-17-10
sequence_47662,0,28.0,23-0-4-3,0-23-0-4-3
