,secuencia,meanshift2,meanshift3,meanshift4,meanshift5,meanshift6,meanshift7,meanshift8,meanshift9,meanshift10,meanshift11,meanshift12,meanshift13,meanshift14,meanshift15,meanshift16,meanshift17,meanshift18,meanshift19,meanshift20,meanshift21,meanshift22,meanshift23,meanshift24,meanshift25,meanshift26,meanshift27,meanshift28,meanshift29
0,sequence_40826,27,27,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,sequence_40787,75,75,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,sequence_40789,3,3,5,5,5,5,5,9,9,9,9,9,10,10,11,12,12,12,12,12,12,12,12,12,15,15,15,15
3,sequence_40794,5,5,7,7,7,7,7,11,11,11,11,11,12,12,13,14,14,14,14,14,14,14,14,14,17,17,17,17
4,sequence_40806,63,63,62,62,62,62,62,54,54,54,53,53,52,52,50,47,47,47,47,47,47,47,47,47,46,46,46,46
5,sequence_40807,66,66,65,65,65,65,65,57,57,57,56,56,53,53,51,48,48,48,48,48,48,48,48,48,47,47,47,47
6,sequence_40809,65,65,64,64,64,64,64,56,56,56,55,55,6,6,8,9,9,9,9,9,9,9,9,9,11,11,11,11
7,sequence_40811,15,15,17,17,17,17,17,21,21,21,21,21,22,22,23,22,22,22,22,22,22,22,22,22,23,23,23,23
8,sequence_40813,62,62,61,61,61,61,61,53,53,53,52,52,51,51,49,46,46,46,46,46,46,46,46,46,45,45,45,45
9,sequence_40814,51,51,50,50,50,50,50,47,47,47,46,46,45,45,6,7,7,7,7,7,7,7,7,7,9,9,9,9
10,sequence_40845,61,61,60,60,60,60,60,52,52,52,51,51,50,50,6,7,7,7,7,7,7,7,7,7,9,9,9,9
11,sequence_40855,47,47,46,46,46,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,sequence_40857,49,49,48,48,48,48,48,45,45,45,44,44,43,43,44,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sequence_40840,45,45,44,44,44,44,44,43,43,43,42,42,41,41,42,41,41,41,41,41,41,41,41,41,40,40,40,40
14,sequence_40841,44,44,43,43,43,43,43,42,42,42,41,41,4,4,5,6,6,6,6,6,6,6,6,6,8,8,8,8
15,sequence_40842,43,43,42,42,42,42,42,41,41,41,40,40,4,4,5,6,6,6,6,6,6,6,6,6,8,8,8,8
16,sequence_40844,18,18,20,20,20,20,20,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,sequence_40838,42,42,41,41,41,41,41,40,40,40,39,39,40,40,41,40,40,40,40,40,40,40,40,40,39,39,39,39
18,sequence_40816,39,39,38,38,38,38,38,38,38,38,37,37,38,38,39,38,38,38,38,38,38,38,38,38,37,37,37,37
19,sequence_40817,19,19,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,sequence_40818,40,40,39,39,39,39,39,39,39,39,38,38,39,39,40,39,39,39,39,39,39,39,39,39,38,38,38,38
21,sequence_40827,30,30,31,31,31,31,31,31,31,31,30,30,31,31,32,31,31,31,31,31,31,31,31,31,6,6,6,6
22,sequence_40828,29,29,30,30,30,30,30,30,30,30,29,29,30,30,31,30,30,30,30,30,30,30,30,30,6,6,6,6
23,sequence_40829,25,25,27,27,27,27,27,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,sequence_40831,26,26,28,28,28,28,28,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,sequence_40856,46,46,45,45,45,45,45,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,sequence_40815,50,50,49,49,49,49,49,46,46,46,45,45,44,44,2,2,2,2,2,2,2,2,2,2,2,2,2,2
27,sequence_40851,57,57,56,56,56,56,56,5,5,5,5,5,5,5,7,8,8,8,8,8,8,8,8,8,10,10,10,10
28,sequence_40847,52,52,51,51,51,51,51,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
29,sequence_40858,48,48,47,47,47,47,47,44,44,44,43,43,42,42,43,1,1,1,1,1,1,1,1,1,1,1,1,1
30,sequence_40852,56,56,55,55,55,55,55,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
31,sequence_40843,17,17,19,19,19,19,19,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,sequence_40846,53,53,52,52,52,52,52,5,5,5,5,5,5,5,7,8,8,8,8,8,8,8,8,8,10,10,10,10
33,sequence_40791,79,79,77,77,77,77,77,69,69,69,68,68,65,65,62,59,59,59,59,59,59,59,59,59,55,55,55,55
34,sequence_40793,77,77,75,75,75,75,75,67,67,67,66,66,63,63,60,57,57,57,57,57,57,57,57,57,53,53,53,53
