,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_53082,0,0,0,0,0,0,0,0,0,0
1,sequence_19402,13,13,13,13,13,13,13,13,13,12
2,sequence_20054,12,12,12,12,12,12,12,12,12,11
3,sequence_20048,13,13,13,13,13,13,13,13,13,12
4,sequence_20036,10,10,10,10,10,10,10,10,10,9
5,sequence_19525,12,12,12,12,12,12,12,12,12,11
6,sequence_20061,18,18,18,18,18,18,18,18,18,16
7,sequence_19496,12,12,12,12,12,12,12,12,12,11
8,sequence_19477,16,22,22,22,16,16,16,21,21,5
9,sequence_19363,4,4,4,4,4,4,4,4,4,4
10,sequence_19500,18,18,18,18,18,18,18,18,18,16
11,sequence_19453,19,19,19,19,19,19,19,19,19,17
12,sequence_53075,15,15,15,15,15,15,15,15,15,14
13,sequence_19522,17,17,17,17,17,17,17,17,17,15
14,sequence_19523,12,12,12,12,12,12,12,12,12,11
15,sequence_53078,3,3,3,3,3,3,3,3,3,3
16,sequence_20069,10,10,10,10,10,10,10,10,10,9
17,sequence_53062,1,1,1,1,1,1,1,1,1,1
18,sequence_20060,10,10,10,10,10,10,10,10,10,9
19,sequence_53066,3,3,3,3,3,3,3,3,3,3
20,sequence_19417,13,13,13,13,13,13,13,13,13,12
21,sequence_19391,11,11,11,11,11,11,11,11,11,10
22,sequence_19447,5,5,5,5,5,5,5,5,5,5
23,sequence_53079,26,27,27,27,26,26,26,26,26,25
24,sequence_20042,6,6,6,6,6,6,6,6,6,6
25,sequence_19419,6,6,6,6,6,6,6,6,6,6
26,sequence_19425,27,21,21,21,27,27,27,27,27,26
27,sequence_19450,5,5,5,5,5,5,5,5,5,5
28,sequence_53085,0,0,0,0,0,0,0,0,0,0
29,sequence_19509,2,2,2,2,2,2,2,2,2,2
30,sequence_53059,3,3,3,3,3,3,3,3,3,3
31,sequence_19430,8,8,8,8,8,8,8,8,8,7
32,sequence_20052,2,2,2,2,2,2,2,2,2,2
33,sequence_19369,11,11,11,11,11,11,11,11,11,10
34,sequence_53064,1,1,1,1,1,1,1,1,1,1
35,sequence_20072,16,16,16,16,16,16,16,16,16,18
36,sequence_20038,4,4,4,4,4,4,4,4,4,4
37,sequence_20039,23,24,24,24,23,23,23,23,23,23
38,sequence_19506,2,2,2,2,2,2,2,2,2,2
39,sequence_20064,19,19,19,19,19,19,19,19,19,17
40,sequence_19530,13,13,13,13,13,13,13,13,13,12
