,secuencia,aglomerative-2,aglomerative-3,aglomerative-4,aglomerative-5,aglomerative-6,aglomerative-7,aglomerative-8,aglomerative-9,aglomerative-10,aglomerative-11,aglomerative-12,aglomerative-13,aglomerative-14,aglomerative-15,aglomerative-16,aglomerative-17,aglomerative-18,aglomerative-19,aglomerative-20,aglomerative-21,aglomerative-22,aglomerative-23,aglomerative-24,aglomerative-25,aglomerative-26,aglomerative-27,aglomerative-28,aglomerative-29
0,sequence_53082,0,2,2,2,0,6,6,6,6,6,6,6,6,2,2,2,0,7,7,7,7,7,3,3,3,1,0,11
1,sequence_19402,1,1,0,1,1,0,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,25,25,25,25
2,sequence_20054,1,1,0,4,4,1,1,1,0,2,2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
3,sequence_20048,1,1,0,1,1,0,5,5,5,5,5,2,2,0,1,0,17,17,17,17,17,17,17,17,17,17,8,8
4,sequence_20036,0,0,3,3,3,3,3,3,1,1,0,5,5,5,5,5,5,5,5,5,2,0,16,16,16,16,16,16
5,sequence_19525,1,1,0,1,1,0,5,5,5,5,5,2,2,0,1,0,6,6,6,6,6,6,6,6,6,6,6,6
6,sequence_20061,0,0,3,3,3,3,3,3,1,1,0,5,5,5,5,5,5,5,5,5,2,0,16,16,16,16,16,16
7,sequence_19496,1,1,0,4,4,1,1,1,0,2,2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
8,sequence_19477,0,0,1,0,2,2,0,2,2,0,4,4,4,4,4,1,1,0,19,19,19,19,19,19,19,19,19,19
9,sequence_19363,0,0,1,0,2,2,0,2,2,0,4,4,4,4,4,1,1,0,4,1,1,1,0,10,10,10,10,10
10,sequence_19500,0,0,1,0,2,2,0,2,2,0,11,11,11,11,11,11,11,11,11,11,5,2,2,2,0,8,3,3
11,sequence_19453,1,1,0,4,4,1,1,1,0,10,10,10,10,10,10,10,10,10,10,4,4,4,4,1,1,0,17,17
12,sequence_53075,0,2,2,2,0,4,4,4,4,4,1,1,0,6,6,6,2,2,2,2,0,22,22,22,22,22,22,22
13,sequence_19522,1,1,0,4,4,1,1,1,0,2,2,0,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,1
14,sequence_19523,1,1,0,4,4,1,1,1,0,2,2,0,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,1
15,sequence_53078,0,2,2,2,0,4,4,4,4,4,1,1,0,6,6,6,2,2,2,2,0,5,5,5,5,5,5,2
16,sequence_20069,0,0,3,3,3,3,3,3,1,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,26,26,26
17,sequence_53062,0,2,2,2,0,4,4,4,4,4,1,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
18,sequence_20060,0,0,3,3,3,3,3,3,1,1,0,5,5,5,5,5,5,5,5,5,2,0,16,16,16,16,16,16
19,sequence_53066,0,2,2,2,0,4,4,4,4,4,1,1,0,6,6,6,2,2,2,2,0,5,5,5,5,5,5,2
20,sequence_19417,1,1,0,1,1,0,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,2,2,2,0
21,sequence_19391,1,1,0,4,4,1,1,1,0,10,10,10,10,10,10,10,10,10,10,4,4,4,4,1,1,0,17,17
22,sequence_19447,0,0,1,0,2,2,0,2,2,0,4,4,4,4,4,1,1,0,19,19,19,19,19,19,19,19,19,19
23,sequence_53079,0,2,2,2,0,4,4,4,4,4,1,1,0,6,6,6,2,2,2,2,0,5,5,5,5,5,5,2
24,sequence_20042,1,1,0,1,1,0,5,5,5,5,5,2,2,0,1,0,17,17,17,17,17,17,17,17,17,17,8,8
25,sequence_19419,1,1,0,1,1,0,5,5,5,5,5,2,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
26,sequence_19425,0,0,1,0,5,5,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
27,sequence_19450,0,0,1,0,2,2,0,2,2,0,4,4,4,4,4,1,1,0,19,19,19,19,19,19,19,19,19,19
28,sequence_53085,0,2,2,2,0,6,6,6,6,6,6,6,6,2,2,2,0,7,7,7,7,7,3,3,3,1,0,11
29,sequence_19509,1,1,0,1,1,0,5,5,5,5,5,2,2,0,1,0,6,6,6,6,6,6,6,6,6,6,6,6
30,sequence_53059,0,2,2,2,0,4,4,4,4,4,1,1,0,6,6,6,2,2,2,2,0,5,5,5,5,5,5,2
31,sequence_19430,1,1,0,4,4,1,1,1,0,2,2,0,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,1
32,sequence_20052,1,1,0,1,1,0,5,5,5,5,5,2,2,0,1,0,17,17,17,17,17,17,17,17,17,17,8,8
33,sequence_19369,1,1,0,4,4,1,1,1,0,2,2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
34,sequence_53064,0,2,2,2,0,4,4,4,4,4,1,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
35,sequence_20072,0,0,1,0,2,2,0,2,2,0,4,4,4,4,4,1,1,0,4,1,1,1,0,24,24,24,24,24
36,sequence_20038,0,0,3,3,3,3,3,3,1,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,26,26,26
37,sequence_20039,0,0,1,0,5,5,2,0,8,8,8,8,3,3,3,3,3,1,0,10,10,10,10,4,4,4,4,4
38,sequence_19506,1,1,0,1,1,0,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,2,2,2,0
39,sequence_20064,1,1,0,4,4,1,1,1,0,10,10,10,10,10,10,10,10,10,10,4,4,4,4,1,1,0,17,17
40,sequence_19530,1,1,0,1,1,0,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,0,25,25,25,25
