,id,target,labels
0,sequence_53082,55.0,7
1,sequence_19402,43.0,1
2,sequence_20054,49.0,34
3,sequence_20048,39.8,1
4,sequence_20036,52.9,0
5,sequence_19525,48.8,1
6,sequence_20061,45.0,26
7,sequence_19496,48.3,4
8,sequence_19477,61.5,3
9,sequence_19363,54.6,3
10,sequence_19500,51.2,15
11,sequence_19453,47.3,25
12,sequence_53075,51.6,8
13,sequence_19522,45.4,22
14,sequence_19523,50.8,22
15,sequence_53078,43.3,23
16,sequence_20069,53.4,26
17,sequence_53062,49.1,19
18,sequence_20060,52.6,26
19,sequence_53066,39.2,12
20,sequence_19417,47.9,1
21,sequence_19391,46.8,10
22,sequence_19447,51.0,3
23,sequence_53079,47.8,28
24,sequence_20042,49.4,5
25,sequence_19419,53.3,5
26,sequence_19425,56.9,6
27,sequence_19450,46.0,3
28,sequence_53085,51.2,7
29,sequence_19509,50.6,1
30,sequence_53059,47.1,12
31,sequence_19430,45.7,9
32,sequence_20052,42.9,1
33,sequence_19369,47.9,4
34,sequence_53064,48.4,8
35,sequence_20072,48.7,17
36,sequence_20038,49.1,0
37,sequence_20039,52.6,2
38,sequence_19506,49.3,1
39,sequence_20064,47.3,36
40,sequence_19530,45.6,1
41,sequence_19498,63.2,0
42,sequence_19504,50.6,1
43,sequence_19386,50.7,3
44,sequence_19519,50.3,17
45,sequence_19404,51.3,3
46,sequence_19446,39.5,16
47,sequence_20063,48.9,26
48,sequence_20043,46.6,3
49,sequence_19497,54.9,2
50,sequence_19490,52.9,1
51,sequence_19376,53.0,5
52,sequence_19406,53.8,3
53,sequence_19405,48.7,0
54,sequence_19382,52.0,15
55,sequence_20067,50.8,17
56,sequence_19409,51.1,6
57,sequence_19354,60.0,3
58,sequence_20040,47.2,1
59,sequence_19370,51.7,4
60,sequence_19432,51.0,4
61,sequence_19371,49.0,1
62,sequence_19434,48.0,5
63,sequence_19505,42.4,30
64,sequence_53070,45.7,39
65,sequence_19392,50.5,5
66,sequence_19357,58.5,0
67,sequence_20056,56.9,0
68,sequence_19526,49.3,10
69,sequence_20046,47.4,2
70,sequence_19443,48.0,14
71,sequence_19410,49.9,3
72,sequence_19390,46.3,9
73,sequence_19439,49.5,6
74,sequence_20071,44.9,24
75,sequence_19451,51.0,0
76,sequence_20041,48.5,34
77,sequence_19415,52.8,3
78,sequence_20035,52.5,2
79,sequence_20051,42.5,1
80,sequence_19397,49.6,1
81,sequence_19394,45.4,1
82,sequence_19374,50.7,9
83,sequence_19378,52.4,1
84,sequence_19441,49.0,14
85,sequence_19433,50.1,16
86,sequence_20062,57.9,0
87,sequence_19393,53.7,0
88,sequence_20065,46.5,13
89,sequence_19383,50.5,14
90,sequence_19422,46.6,32
91,sequence_19495,58.9,1
92,sequence_19431,50.5,13
93,sequence_20058,54.9,26
94,sequence_19488,51.3,10
95,sequence_19375,49.9,4
96,sequence_19511,62.4,0
97,sequence_53065,44.8,19
98,sequence_53074,48.3,23
99,sequence_20050,47.9,0
100,sequence_19515,50.4,33
101,sequence_20057,51.9,17
102,sequence_19438,56.1,0
103,sequence_19486,54.2,4
104,sequence_19389,44.0,16
105,sequence_19468,54.8,15
106,sequence_20068,50.6,17
107,sequence_19420,40.6,32
108,sequence_20076,55.7,0
109,sequence_20070,51.8,2
110,sequence_19399,47.5,1
111,sequence_19436,46.4,10
112,sequence_19492,58.5,13
113,sequence_19445,45.5,1
114,sequence_19403,50.9,0
115,sequence_19428,49.3,37
116,sequence_19377,50.3,1
117,sequence_19427,53.8,3
118,sequence_19521,53.0,25
119,sequence_20045,48.8,0
120,sequence_19412,55.3,3
121,sequence_19508,49.5,1
122,sequence_53080,50.4,8
123,sequence_20073,51.0,26
124,sequence_19442,47.4,6
125,sequence_53077,43.5,31
126,sequence_19429,50.9,1
127,sequence_19416,49.4,4
128,sequence_20055,46.3,4
129,sequence_19388,48.4,4
130,sequence_20049,43.9,13
131,sequence_20059,52.3,34
132,sequence_19467,64.4,11
133,sequence_19373,53.1,5
134,sequence_19396,43.1,1
135,sequence_19527,50.1,4
136,sequence_19435,51.4,5
137,sequence_53069,50.9,8
138,sequence_19418,47.2,16
139,sequence_20075,54.9,35
140,sequence_19423,61.2,0
141,sequence_19516,51.9,17
142,sequence_19512,54.4,3
143,sequence_19387,47.7,17
144,sequence_53061,50.6,8
145,sequence_19448,46.3,15
146,sequence_19469,50.5,29
147,sequence_19449,54.3,0
148,sequence_53063,44.0,19
149,sequence_19457,43.6,1
150,sequence_19466,56.9,6
151,sequence_19494,60.0,5
152,sequence_19454,43.1,1
153,sequence_19529,48.8,1
154,sequence_19426,56.3,0
155,sequence_19491,48.8,4
156,sequence_19421,53.0,5
157,sequence_19514,53.0,27
158,sequence_19368,56.2,3
159,sequence_19437,46.7,4
160,sequence_20044,48.4,0
161,sequence_19501,57.2,6
162,sequence_20074,47.1,26
163,sequence_19395,49.7,13
164,sequence_19510,47.8,1
165,sequence_19489,49.1,4
166,sequence_19440,48.5,0
167,sequence_19408,51.1,14
168,sequence_53076,46.3,23
169,sequence_19372,49.2,10
170,sequence_19507,46.0,10
171,sequence_20066,49.9,34
172,sequence_19524,46.4,1
173,sequence_19414,54.7,6
174,sequence_19485,58.0,4
175,sequence_19384,50.8,3
176,sequence_19493,50.4,1
177,sequence_19484,52.0,1
178,sequence_53073,53.8,23
179,sequence_20034,52.0,3
180,sequence_19456,48.0,5
181,sequence_53067,40.9,12
182,sequence_19502,59.9,2
183,sequence_20053,54.7,0
184,sequence_19355,58.8,0
185,sequence_19365,53.0,6
186,sequence_20047,49.9,0
187,sequence_19528,47.1,32
188,sequence_19455,44.5,5
189,sequence_19479,60.8,17
190,sequence_19452,44.2,9
191,sequence_19407,49.2,6
192,sequence_19444,50.7,6
193,sequence_19499,53.3,24
194,sequence_19487,55.9,9
195,sequence_19398,46.2,32
196,sequence_19424,50.9,33
197,sequence_20037,57.8,0
198,sequence_53058,51.2,40
199,sequence_19458,62.9,2
200,sequence_19470,61.0,2
201,sequence_19364,57.1,0
202,sequence_19366,60.0,2
203,sequence_19361,55.6,6
204,sequence_19358,59.1,0
205,sequence_19360,63.5,0
206,sequence_19474,64.4,0
207,sequence_53060,47.9,12
208,sequence_19473,60.6,2
209,sequence_19459,59.2,0
210,sequence_19481,63.1,0
211,sequence_19465,62.9,3
212,sequence_19476,62.2,11
213,sequence_19480,62.8,2
214,sequence_19463,62.7,0
215,sequence_19464,62.2,2
216,sequence_19359,59.3,2
217,sequence_19350,60.1,0
218,sequence_19367,61.0,0
219,sequence_19471,60.0,0
220,sequence_19475,59.1,6
221,sequence_19353,64.3,0
222,sequence_19461,61.2,11
223,sequence_19483,60.6,14
224,sequence_19472,59.9,0
225,sequence_19462,63.2,2
226,sequence_19362,61.0,11
227,sequence_19349,58.9,2
228,sequence_19478,60.1,26
229,sequence_19351,60.9,0
230,sequence_19460,61.0,6
231,sequence_19352,58.5,2
232,sequence_19482,59.3,6
233,sequence_19518,61.6,0
234,sequence_19356,59.0,2
235,sequence_19503,60.0,0
236,sequence_19517,61.6,2
237,sequence_19520,58.7,0
238,sequence_19385,58.2,0
239,sequence_19411,58.0,0
240,sequence_19513,61.0,0
241,sequence_19413,58.7,0
242,sequence_53083,51.0,38
243,sequence_53088,48.0,18
244,sequence_19381,50.0,3
245,sequence_53081,53.0,7
246,sequence_53086,40.0,18
247,sequence_53087,52.0,7
248,sequence_19400,43.0,3
249,sequence_53068,36.0,18
250,sequence_53072,47.0,7
251,sequence_53098,42.0,18
252,sequence_53052,55.0,20
253,sequence_53084,39.0,7
254,sequence_53099,53.0,20
255,sequence_53056,52.0,20
256,sequence_19347,58.9,6
257,sequence_19379,50.3,6
258,sequence_19348,46.7,21
259,sequence_19380,48.1,21
260,sequence_19401,47.4,6
