,strategy,siluetas,calinski,davies
0,k-means-2,0.4064033951970176,166.26101945464964,0.99811827687859
1,k-means-3,0.5470027161840736,319.4313915404412,0.7241468182922896
2,k-means-4,0.47255830687917466,240.2223436295606,1.1235888520921293
3,k-means-5,0.37557915290774907,200.1531714537836,1.4625650566050223
4,k-means-6,0.24249106176550617,179.22374970709726,1.7762321583984513
5,k-means-7,0.2400091700709029,156.84057148667392,1.8788836259313524
6,k-means-8,0.23830002103740425,140.40109616202244,1.96887615496441
7,k-means-9,0.23150467361819327,125.62502019700163,1.9538554833114554
8,k-means-10,0.22768198813068424,113.71555267564723,2.0720746148273936
9,k-means-11,0.20742761662506892,104.69007689415751,2.1289185118137435
10,k-means-12,0.224353269056324,96.13393541340264,2.233952755829129
11,k-means-13,0.19363870320392298,89.06771034851491,2.1109322249637077
12,k-means-14,0.17298965768083882,85.52814973922834,2.120221217307909
13,k-means-15,0.2174855573798852,79.915158247729,2.0033657812774694
14,k-means-16,0.16830700572065585,74.69263071348448,2.22446976916896
15,k-means-17,0.18226782554119603,71.39868018221343,1.9995266193531023
16,k-means-18,0.18051158441041984,68.67325511160692,1.9873397555662393
17,k-means-19,0.16624618044818654,66.10680025212791,1.904732793653791
18,k-means-20,0.1844107954093171,62.743456688664445,1.9393057602826604
19,k-means-21,0.16596177646032026,60.68783850532984,1.9671177767577008
20,k-means-22,0.19715501680557415,58.45306461214494,1.7910107097139614
21,k-means-23,0.15386840153387019,57.106140480234345,1.920799291950687
22,k-means-24,0.21440314193842336,54.593050701540115,1.7224263924963277
23,k-means-25,0.17550780987366352,53.15641508795199,1.910022412294553
24,k-means-26,0.1845285799599141,51.88829172015637,1.7634868444466496
25,k-means-27,0.1766239360094137,50.75110232587683,1.7969838847103543
26,k-means-28,0.16100557600398377,49.56649958715865,1.7766657004853295
27,k-means-29,0.1759759900335222,48.57774900491568,1.704572372486409
