id,label,target,labels,profile
sequence_51160,1,-7.359947635110199,0-2-2-1,1-0-2-2-1
sequence_51144,2,-7.6062267387969245,0-2-2-1,2-0-2-2-1
sequence_51142,1,-7.121316080640148,0-2-2-4,1-0-2-2-4
sequence_51188,2,-7.477058965090089,0-2-2-16,2-0-2-2-16
sequence_51191,1,-4.187052068679792,0-2-2-3,1-0-2-2-3
sequence_51174,1,-8.191804956045784,0-2-2-1,1-0-2-2-1
sequence_51005,0,-5.462621475453159,2-1-1-0,0-2-1-1-0
sequence_32131,0,-6.7244621963556055,1-0-0-2,0-1-0-0-2
sequence_32142,0,-5.589646359982146,1-0-0-2,0-1-0-0-2
sequence_51006,2,-4.088195248253983,2-1-1-0,2-2-1-1-0
sequence_32178,2,-7.97958130655809,1-0-0-8,2-1-0-0-8
sequence_50963,1,-4.781440038086389,2-1-1-11,1-2-1-1-11
sequence_32171,1,-6.784871272007103,1-0-0-8,1-1-0-0-8
sequence_32162,2,-7.3445848975979535,1-0-0-5,2-1-0-0-5
sequence_51194,1,-5.951019832085327,0-2-2-13,1-0-2-2-13
sequence_51189,2,-4.558817450583756,0-2-2-3,2-0-2-2-3
sequence_32129,2,-8.31556501084656,1-0-0-2,2-1-0-0-2
sequence_32159,1,-6.970724932862983,1-0-0-2,1-1-0-0-2
sequence_51131,1,-7.774340977997347,0-2-2-16,1-0-2-2-16
sequence_50979,2,-6.9793484717108525,2-1-1-7,2-2-1-1-7
sequence_32149,1,-7.516758509933092,1-0-0-12,1-1-0-0-12
sequence_50998,2,-5.944204158002268,2-1-1-7,2-2-1-1-7
sequence_32173,0,-7.412850678006673,1-0-0-2,0-1-0-0-2
sequence_32176,1,-7.495966273349671,1-0-0-2,1-1-0-0-2
sequence_51003,2,-4.688170977244142,2-1-1-0,2-2-1-1-0
sequence_51153,1,-7.196744445638808,0-2-2-1,1-0-2-2-1
sequence_51164,1,-5.675591751285612,0-2-2-1,1-0-2-2-1
sequence_51054,1,-5.902809074204358,2-1-1-0,1-2-1-1-0
sequence_32113,1,-9.174039097210208,1-0-0-8,1-1-0-0-8
sequence_51145,1,-7.832019468805971,0-2-2-3,1-0-2-2-3
sequence_51009,0,-4.573850042256471,2-1-1-0,0-2-1-1-0
sequence_50981,0,-7.512823751591346,2-1-1-11,0-2-1-1-11
sequence_50997,1,-7.490956320392341,2-1-1-10,1-2-1-1-10
sequence_32141,0,-5.887274565323308,1-0-0-2,0-1-0-0-2
sequence_51008,2,-4.585620137449986,2-1-1-14,2-2-1-1-14
sequence_51038,1,-5.012320997946479,2-1-1-9,1-2-1-1-9
sequence_51049,0,-5.345308323514202,2-1-1-14,0-2-1-1-14
sequence_51173,1,-7.430867304520878,0-2-2-1,1-0-2-2-1
sequence_51168,1,-7.697662542801202,0-2-2-1,1-0-2-2-1
sequence_51014,0,-4.875093284104756,2-1-1-14,0-2-1-1-14
sequence_50966,2,-7.12754277570154,2-1-1-0,2-2-1-1-0
sequence_51159,1,-5.319842748072733,0-2-2-1,1-0-2-2-1
sequence_51199,1,-6.996026362092827,0-2-2-1,1-0-2-2-1
sequence_51129,2,-8.402091964503104,0-2-2-1,2-0-2-2-1
sequence_50976,2,-7.644636157990131,2-1-1-11,2-2-1-1-11
sequence_51180,1,-6.304185064160062,0-2-2-1,1-0-2-2-1
sequence_51019,0,-6.115112568237896,2-1-1-0,0-2-1-1-0
sequence_32118,0,-5.976481335612996,1-0-0-2,0-1-0-0-2
sequence_51157,1,-7.993079403043451,0-2-2-1,1-0-2-2-1
sequence_51135,1,-7.603076627631569,0-2-2-1,1-0-2-2-1
sequence_51044,2,-7.448598078099795,2-1-1-0,2-2-1-1-0
sequence_50986,2,-6.800648200608334,2-1-1-0,2-2-1-1-0
sequence_51165,1,-8.135108482126563,0-2-2-1,1-0-2-2-1
sequence_50987,0,-8.15482384172899,2-1-1-7,0-2-1-1-7
sequence_51167,1,-6.709785800218548,0-2-2-1,1-0-2-2-1
sequence_32124,0,-6.481163109642129,1-0-0-2,0-1-0-0-2
sequence_51197,1,-6.969794378455091,0-2-2-6,1-0-2-2-6
sequence_50965,2,-8.132680322148055,2-1-1-10,2-2-1-1-10
sequence_51035,2,-6.5243104484277685,2-1-1-0,2-2-1-1-0
sequence_50985,0,-4.308443704891928,2-1-1-0,0-2-1-1-0
sequence_51170,1,-5.599110392902725,0-2-2-1,1-0-2-2-1
sequence_51046,2,-7.53760401737095,2-1-1-11,2-2-1-1-11
sequence_50962,0,-7.232986764011962,2-1-1-10,0-2-1-1-10
sequence_51161,1,-8.29923749627917,0-2-2-1,1-0-2-2-1
sequence_51048,2,-8.515067054902179,2-1-1-0,2-2-1-1-0
sequence_51021,0,-5.061021415988704,2-1-1-14,0-2-1-1-14
sequence_51002,2,-5.509785716570097,2-1-1-0,2-2-1-1-0
sequence_51146,1,-3.958357370465748,0-2-2-3,1-0-2-2-3
sequence_50984,0,-4.153545460917198,2-1-1-0,0-2-1-1-0
sequence_32165,1,-6.872613250606912,1-0-0-5,1-1-0-0-5
sequence_51017,1,-7.84298595409709,2-1-1-0,1-2-1-1-0
sequence_51177,1,-6.222235866357328,0-2-2-1,1-0-2-2-1
sequence_32156,0,-7.327994265882848,1-0-0-12,0-1-0-0-12
sequence_32139,0,-6.187468874223483,1-0-0-2,0-1-0-0-2
sequence_50993,2,-7.312336322903731,2-1-1-10,2-2-1-1-10
sequence_51041,2,-6.943692311648196,2-1-1-9,2-2-1-1-9
sequence_51012,0,-5.769612631669962,2-1-1-0,0-2-1-1-0
sequence_50983,0,-7.874339064617118,2-1-1-0,0-2-1-1-0
sequence_51127,1,-4.999097941049065,0-2-2-4,1-0-2-2-4
sequence_32163,1,-6.436780987668787,1-0-0-8,1-1-0-0-8
sequence_51013,0,-4.687136967133388,2-1-1-0,0-2-1-1-0
sequence_32147,0,-6.122695079257531,1-0-0-2,0-1-0-0-2
sequence_51037,1,-4.148785252262823,2-1-1-0,1-2-1-1-0
sequence_51158,1,-6.222980712367778,0-2-2-1,1-0-2-2-1
sequence_32172,1,-6.702704094610732,1-0-0-8,1-1-0-0-8
sequence_51155,1,-5.6881928391837775,0-2-2-1,1-0-2-2-1
sequence_51148,1,-6.975393550316428,0-2-2-4,1-0-2-2-4
sequence_32182,1,-8.313000601877945,1-0-0-2,1-1-0-0-2
sequence_51154,1,-7.492004982128037,0-2-2-1,1-0-2-2-1
sequence_51141,1,-6.2807344442384325,0-2-2-1,1-0-2-2-1
sequence_32164,0,-7.229515353903711,1-0-0-5,0-1-0-0-5
sequence_50980,0,-5.395644495280823,2-1-1-10,0-2-1-1-10
sequence_51181,0,-6.128408684508713,0-2-2-1,0-0-2-2-1
sequence_51056,2,-5.850855450691768,2-1-1-15,2-2-1-1-15
sequence_50995,2,-6.569508668935794,2-1-1-11,2-2-1-1-11
sequence_32168,1,-7.637377800222538,1-0-0-8,1-1-0-0-8
sequence_51183,1,-7.546017632580344,0-2-2-1,1-0-2-2-1
sequence_50991,0,-8.436912109982138,2-1-1-10,0-2-1-1-10
sequence_32177,1,-8.394682697575568,1-0-0-8,1-1-0-0-8
sequence_51176,1,-6.977819960699303,0-2-2-1,1-0-2-2-1
sequence_32123,0,-5.794704758333088,1-0-0-2,0-1-0-0-2
sequence_51032,2,-8.147653535627581,2-1-1-0,2-2-1-1-0
sequence_51126,1,-6.8444229718282426,0-2-2-6,1-0-2-2-6
sequence_32175,0,-7.447858237543301,1-0-0-8,0-1-0-0-8
sequence_51004,1,-4.72181656291134,2-1-1-14,1-2-1-1-14
sequence_32150,1,-7.3196132933177775,1-0-0-2,1-1-0-0-2
sequence_50967,2,-5.218809117262096,2-1-1-0,2-2-1-1-0
sequence_32153,1,-7.7527305527290675,1-0-0-2,1-1-0-0-2
sequence_51042,1,-4.418679342702412,2-1-1-14,1-2-1-1-14
sequence_32115,0,-8.287149988801819,1-0-0-5,0-1-0-0-5
sequence_32136,0,-9.513216858041744,1-0-0-2,0-1-0-0-2
sequence_32154,1,-6.956779787785928,1-0-0-12,1-1-0-0-12
sequence_51187,2,-6.886468446878718,0-2-2-3,2-0-2-2-3
sequence_32122,0,-5.6780835220027175,1-0-0-2,0-1-0-0-2
sequence_50992,2,-7.440072608002367,2-1-1-10,2-2-1-1-10
sequence_32180,1,-7.4665305235863535,1-0-0-12,1-1-0-0-12
sequence_51011,0,-5.444562277270213,2-1-1-0,0-2-1-1-0
sequence_32160,0,-7.729750228413137,1-0-0-2,0-1-0-0-2
sequence_51169,1,-6.371702819572715,0-2-2-1,1-0-2-2-1
sequence_50978,2,-8.571060179872774,2-1-1-7,2-2-1-1-7
sequence_32117,2,-6.013942880307312,1-0-0-2,2-1-0-0-2
sequence_51149,0,-7.135845590862672,0-2-2-1,0-0-2-2-1
sequence_51031,0,-4.656133116104559,2-1-1-0,0-2-1-1-0
sequence_32130,0,-5.7157882520247325,1-0-0-2,0-1-0-0-2
sequence_51057,2,-7.239446757304117,2-1-1-15,2-2-1-1-15
sequence_50996,0,-8.359746838659895,2-1-1-10,0-2-1-1-10
sequence_51133,0,-5.587718813645618,0-2-2-6,0-0-2-2-6
sequence_51172,1,-6.315267818049118,0-2-2-1,1-0-2-2-1
sequence_51195,1,-4.719117050535875,0-2-2-13,1-0-2-2-13
sequence_50988,2,-7.682347412816437,2-1-1-7,2-2-1-1-7
sequence_51193,1,-5.950238637114008,0-2-2-13,1-0-2-2-13
sequence_51192,1,-5.696734269383801,0-2-2-16,1-0-2-2-16
sequence_51150,0,-7.330164570040457,0-2-2-1,0-0-2-2-1
sequence_32127,0,-5.3072183078974415,1-0-0-2,0-1-0-0-2
sequence_51036,2,-7.334007950928568,2-1-1-0,2-2-1-1-0
sequence_51018,0,-7.920386157149045,2-1-1-0,0-2-1-1-0
sequence_51033,1,-7.601809103963952,2-1-1-0,1-2-1-1-0
sequence_32133,0,-6.519779039196885,1-0-0-2,0-1-0-0-2
sequence_51015,0,-5.194006961724645,2-1-1-0,0-2-1-1-0
sequence_32144,0,-5.565961069145386,1-0-0-2,0-1-0-0-2
sequence_51028,2,-7.264425589948742,2-1-1-0,2-2-1-1-0
sequence_51163,1,-5.840652190889835,0-2-2-1,1-0-2-2-1
sequence_51190,1,-8.743963500717465,0-2-2-3,1-0-2-2-3
sequence_51029,2,-4.668263389644887,2-1-1-0,2-2-1-1-0
sequence_51020,0,-4.576447227967023,2-1-1-0,0-2-1-1-0
sequence_51034,2,-8.187646078101817,2-1-1-0,2-2-1-1-0
sequence_50990,2,-8.580398018436656,2-1-1-10,2-2-1-1-10
sequence_51178,1,-5.206388367343241,0-2-2-1,1-0-2-2-1
sequence_51130,0,-5.73331703632774,0-2-2-1,0-0-2-2-1
sequence_51022,0,-4.7007583685399,2-1-1-0,0-2-1-1-0
sequence_50977,2,-6.601103781309464,2-1-1-14,2-2-1-1-14
sequence_51016,0,-4.626935645431157,2-1-1-0,0-2-1-1-0
sequence_50999,0,-5.527187128279114,2-1-1-10,0-2-1-1-10
sequence_51024,0,-4.606670807697861,2-1-1-14,0-2-1-1-14
sequence_51185,1,-5.7929627601304565,0-2-2-6,1-0-2-2-6
sequence_51171,2,-5.988608431336485,0-2-2-1,2-0-2-2-1
sequence_32134,0,-6.086948143042816,1-0-0-2,0-1-0-0-2
sequence_51030,1,-4.598021987750988,2-1-1-0,1-2-1-1-0
sequence_51051,2,-8.47377823934988,2-1-1-0,2-2-1-1-0
sequence_50982,0,-5.477456019885743,2-1-1-10,0-2-1-1-10
sequence_51151,0,-7.50501562302166,0-2-2-1,0-0-2-2-1
sequence_51001,2,-8.53182220350879,2-1-1-7,2-2-1-1-7
sequence_51200,2,-4.040097249792159,0-2-2-1,2-0-2-2-1
sequence_51198,1,-7.041057436612152,0-2-2-16,1-0-2-2-16
sequence_50964,2,-5.326405663918352,2-1-1-11,2-2-1-1-11
