id,label,target,labels,profile
sequence_47777,1,11.0,0-11-11-2,1-0-11-11-2
sequence_47708,0,111.0,1-27-27-6,0-1-27-27-6
sequence_47743,2,63.0,0-12-12-15,2-0-12-12-15
sequence_47674,1,38.0,0-2-2-10,1-0-2-2-10
sequence_47741,0,102.0,0-4-4-14,0-0-4-4-14
sequence_47724,2,48.0,0-2-2-10,2-0-2-2-10
sequence_47683,2,75.0,0-0-0-6,2-0-0-0-6
sequence_47745,2,83.0,0-0-0-6,2-0-0-0-6
sequence_47727,1,45.0,0-5-5-13,1-0-5-5-13
sequence_47779,1,11.0,0-11-11-2,1-0-11-11-2
sequence_47739,0,35.0,0-4-4-14,0-0-4-4-14
sequence_47732,1,30.0,0-5-5-13,1-0-5-5-13
sequence_47666,0,69.0,0-19-19-12,0-0-19-19-12
sequence_47661,1,52.0,0-10-10-3,1-0-10-10-3
sequence_47738,1,55.0,0-4-4-14,1-0-4-4-14
sequence_47714,1,51.0,0-4-4-2,1-0-4-4-2
sequence_47729,1,34.0,0-22-22-16,1-0-22-22-16
sequence_47752,1,67.0,0-10-10-3,1-0-10-10-3
sequence_47702,0,69.0,1-15-15-7,0-1-15-15-7
sequence_47798,1,23.0,0-10-10-3,1-0-10-10-3
sequence_47788,1,5.0,0-1-1-16,1-0-1-1-16
sequence_47806,0,73.0,1-20-20-9,0-1-20-20-9
sequence_47769,0,25.0,0-4-4-2,0-0-4-4-2
sequence_47785,1,25.0,0-11-11-2,1-0-11-11-2
sequence_47676,0,56.0,0-2-2-10,0-0-2-2-10
sequence_47810,2,5.57,0-1-1-16,2-0-1-1-16
sequence_47719,2,66.0,0-6-6-4,2-0-6-6-4
sequence_47737,1,27.0,0-9-9-0,1-0-9-9-0
sequence_47805,1,22.0,0-22-22-16,1-0-22-22-16
sequence_47786,1,18.0,0-22-22-16,1-0-22-22-16
sequence_47688,1,90.0,0-21-21-3,1-0-21-21-3
sequence_47723,2,69.0,0-2-2-10,2-0-2-2-10
sequence_47796,2,20.0,0-10-10-3,2-0-10-10-3
sequence_47783,1,24.5,0-5-5-13,1-0-5-5-13
sequence_47663,1,36.0,0-10-10-3,1-0-10-10-3
sequence_47725,2,57.0,0-2-2-10,2-0-2-2-10
sequence_47764,0,118.0,1-20-20-9,0-1-20-20-9
sequence_47662,1,28.0,0-5-5-13,1-0-5-5-13
sequence_47740,2,158.0,0-4-4-14,2-0-4-4-14
sequence_47694,1,51.0,0-26-26-0,1-0-26-26-0
sequence_47731,1,32.0,0-5-5-13,1-0-5-5-13
sequence_47734,1,110.0,0-5-5-13,1-0-5-5-13
sequence_47791,2,4.0,0-1-1-16,2-0-1-1-16
sequence_47801,2,4.0,0-1-1-16,2-0-1-1-16
sequence_47768,1,17.0,0-4-4-14,1-0-4-4-14
sequence_47755,2,100.0,0-4-4-14,2-0-4-4-14
sequence_47697,1,55.5,0-28-28-0,1-0-28-28-0
sequence_47733,2,25.0,0-10-10-3,2-0-10-10-3
sequence_47735,2,55.0,0-2-2-10,2-0-2-2-10
sequence_47811,1,24.0,0-5-5-13,1-0-5-5-13
sequence_47797,1,27.0,0-5-5-13,1-0-5-5-13
sequence_47770,2,25.0,0-6-6-4,2-0-6-6-4
sequence_47689,1,52.0,0-21-21-3,1-0-21-21-3
sequence_47765,0,118.0,1-14-14-9,0-1-14-14-9
sequence_47760,2,26.0,0-17-17-0,2-0-17-17-0
sequence_47790,2,9.0,0-1-1-16,2-0-1-1-16
sequence_47808,1,4.0,0-9-9-0,1-0-9-9-0
sequence_47670,1,97.0,0-10-10-3,1-0-10-10-3
sequence_47716,1,84.0,0-10-10-3,1-0-10-10-3
sequence_47677,2,103.0,0-0-0-6,2-0-0-0-6
sequence_47690,1,63.0,0-21-21-3,1-0-21-21-3
sequence_47700,0,65.0,1-15-15-7,0-1-15-15-7
sequence_47664,1,32.0,0-10-10-3,1-0-10-10-3
sequence_47668,1,48.0,0-16-16-11,1-0-16-16-11
sequence_47762,0,127.0,1-20-20-9,0-1-20-20-9
sequence_47704,0,98.0,1-24-24-7,0-1-24-24-7
sequence_47713,1,51.0,0-4-4-14,1-0-4-4-14
sequence_47773,2,19.0,0-13-13-16,2-0-13-13-16
sequence_47722,0,75.0,0-4-4-14,0-0-4-4-14
sequence_47799,1,24.0,0-11-11-2,1-0-11-11-2
sequence_47758,2,22.0,0-10-10-3,2-0-10-10-3
sequence_47761,0,120.0,1-20-20-9,0-1-20-20-9
sequence_47665,1,50.0,0-10-10-3,1-0-10-10-3
sequence_47749,2,81.0,0-6-6-4,2-0-6-6-4
sequence_47728,2,12.0,0-13-13-16,2-0-13-13-16
sequence_47804,1,23.0,0-11-11-2,1-0-11-11-2
sequence_47693,2,64.0,0-0-0-6,2-0-0-0-6
sequence_47778,1,26.0,0-11-11-2,1-0-11-11-2
sequence_47671,1,36.0,0-10-10-3,1-0-10-10-3
sequence_47699,1,62.0,0-2-2-10,1-0-2-2-10
sequence_47679,1,44.0,0-2-2-10,1-0-2-2-10
sequence_47730,2,35.0,0-10-10-3,2-0-10-10-3
sequence_47691,1,40.0,0-2-2-10,1-0-2-2-10
sequence_47794,1,18.0,0-22-22-16,1-0-22-22-16
sequence_47774,0,21.0,0-4-4-2,0-0-4-4-2
sequence_47687,1,92.0,0-21-21-0,1-0-21-21-0
sequence_47775,1,23.0,1-18-18-13,1-1-18-18-13
sequence_47803,2,12.0,0-1-1-16,2-0-1-1-16
sequence_47789,2,10.0,0-1-1-16,2-0-1-1-16
sequence_47795,1,7.0,0-1-1-16,1-0-1-1-16
sequence_47720,1,80.0,0-6-6-4,1-0-6-6-4
sequence_47709,2,119.0,0-0-0-6,2-0-0-0-6
sequence_47742,0,108.0,0-4-4-14,0-0-4-4-14
sequence_47751,1,34.0,0-13-13-14,1-0-13-13-14
sequence_47754,2,70.0,0-10-10-3,2-0-10-10-3
sequence_47772,2,12.0,0-13-13-16,2-0-13-13-16
sequence_47726,1,120.0,0-5-5-13,1-0-5-5-13
sequence_47748,1,79.0,0-6-6-4,1-0-6-6-4
sequence_47707,0,79.0,1-3-3-8,0-1-3-3-8
sequence_47812,0,121.0,1-20-20-9,0-1-20-20-9
sequence_47782,1,17.0,0-10-10-16,1-0-10-10-16
sequence_47747,1,72.0,0-6-6-4,1-0-6-6-4
sequence_47692,1,87.5,0-2-2-10,1-0-2-2-10
sequence_47681,2,44.0,0-2-2-10,2-0-2-2-10
sequence_47767,0,105.0,1-15-15-7,0-1-15-15-7
sequence_47718,0,81.0,0-4-4-14,0-0-4-4-14
sequence_47809,1,10.0,0-9-9-0,1-0-9-9-0
sequence_47763,0,122.0,1-15-15-7,0-1-15-15-7
sequence_47780,1,23.0,0-11-11-2,1-0-11-11-2
sequence_47807,0,42.0,0-8-8-1,0-0-8-8-1
sequence_47756,1,37.0,0-5-5-13,1-0-5-5-13
sequence_47744,2,69.0,0-6-6-4,2-0-6-6-4
sequence_47721,2,40.0,0-13-13-16,2-0-13-13-16
sequence_47771,2,18.0,0-13-13-16,2-0-13-13-16
sequence_47750,1,25.0,0-13-13-14,1-0-13-13-14
sequence_47787,2,5.0,0-1-1-16,2-0-1-1-16
sequence_47793,1,16.0,0-22-22-16,1-0-22-22-16
sequence_47746,2,94.0,0-0-0-6,2-0-0-0-6
sequence_47757,2,36.0,0-10-10-3,2-0-10-10-3
sequence_47802,1,4.0,0-1-1-16,1-0-1-1-16
sequence_47667,0,86.0,0-19-19-12,0-0-19-19-12
sequence_47675,1,57.0,0-7-7-5,1-0-7-7-5
sequence_47736,1,19.0,0-9-9-0,1-0-9-9-0
sequence_47684,2,23.0,0-28-28-0,2-0-28-28-0
sequence_47669,1,32.0,0-16-16-11,1-0-16-16-11
sequence_47672,1,76.0,0-2-2-10,1-0-2-2-10
sequence_47759,2,36.0,0-13-13-16,2-0-13-13-16
sequence_47712,1,49.0,0-2-2-10,1-0-2-2-10
sequence_47703,0,95.0,1-15-15-7,0-1-15-15-7
sequence_47753,2,74.0,0-4-4-14,2-0-4-4-14
sequence_47678,2,37.0,0-28-28-0,2-0-28-28-0
sequence_47680,2,73.0,0-7-7-5,2-0-7-7-5
sequence_47698,2,56.0,0-2-2-10,2-0-2-2-10
sequence_47711,0,57.0,0-2-2-10,0-0-2-2-10
sequence_47784,2,21.0,0-10-10-3,2-0-10-10-3
sequence_47685,2,24.0,0-28-28-0,2-0-28-28-0
sequence_47710,1,43.0,0-28-28-0,1-0-28-28-0
sequence_47673,0,65.5,0-2-2-10,0-0-2-2-10
sequence_47717,2,66.0,0-12-12-15,2-0-12-12-15
sequence_47715,0,101.0,0-4-4-14,0-0-4-4-14
sequence_47792,1,12.0,0-22-22-16,1-0-22-22-16
sequence_47696,2,47.0,0-28-28-0,2-0-28-28-0
sequence_47706,0,77.0,1-23-23-8,0-1-23-23-8
sequence_47766,2,4.19,0-1-1-16,2-0-1-1-16
sequence_47705,0,71.0,0-8-8-1,0-0-8-8-1
sequence_47701,0,63.0,1-25-25-7,0-1-25-25-7
sequence_47682,1,53.0,0-2-2-10,1-0-2-2-10
sequence_47800,1,20.0,0-11-11-2,1-0-11-11-2
sequence_47781,1,12.0,0-11-11-2,1-0-11-11-2
sequence_47695,2,52.0,0-28-28-0,2-0-28-28-0
sequence_47776,0,9.0,1-3-3-8,0-1-3-3-8
sequence_47686,2,22.0,0-28-28-0,2-0-28-28-0
