,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_47787,0,0,0,0,0,0,0,0,0,0
1,sequence_47684,2,2,2,2,2,2,2,2,2,2
2,sequence_47789,3,3,3,3,3,3,3,3,3,3
3,sequence_47790,3,3,3,3,3,3,3,3,3,3
4,sequence_47781,1,1,1,1,1,1,1,1,1,1
5,sequence_47777,1,1,1,1,1,1,1,1,1,1
6,sequence_47779,1,1,1,1,1,1,1,1,1,1
7,sequence_47784,4,4,4,4,4,4,4,4,4,4
8,sequence_47786,1,1,1,1,1,1,1,1,1,1
9,sequence_47782,1,1,1,1,1,1,1,1,1,1
10,sequence_47772,0,0,0,0,0,0,0,0,0,0
11,sequence_47795,0,0,0,0,0,0,0,0,0,0
12,sequence_47776,0,0,0,0,0,0,0,0,0,0
13,sequence_47685,2,2,2,2,2,2,2,2,2,2
14,sequence_47679,8,8,8,8,8,8,8,8,8,8
15,sequence_47695,2,2,2,2,2,2,2,2,2,2
16,sequence_47710,2,2,2,2,2,2,2,2,2,2
17,sequence_47686,3,3,3,3,3,3,3,3,3,3
18,sequence_47778,5,5,5,5,5,5,5,5,5,5
19,sequence_47780,5,5,5,5,5,5,5,5,5,5
20,sequence_47785,5,5,5,5,5,5,5,5,5,5
21,sequence_47803,3,3,3,3,3,3,3,3,3,3
22,sequence_47663,4,4,4,4,4,4,4,4,4,4
23,sequence_47757,4,4,4,4,4,4,4,4,4,4
24,sequence_47783,6,6,6,6,6,6,6,6,6,6
25,sequence_47796,4,4,4,4,4,4,4,4,4,4
26,sequence_47750,2,2,2,2,2,2,2,2,2,2
27,sequence_47760,14,14,14,14,14,14,14,14,14,14
28,sequence_47773,3,3,3,3,3,3,3,3,3,3
29,sequence_47768,1,1,1,1,1,1,1,1,1,1
30,sequence_47771,1,1,1,1,1,1,1,1,1,1
31,sequence_47681,9,9,9,9,9,9,9,9,9,9
32,sequence_47696,2,2,2,2,2,2,2,2,2,2
33,sequence_47680,8,8,8,8,8,8,8,8,8,8
34,sequence_47673,8,8,8,8,8,8,8,8,8,8
35,sequence_47700,8,8,8,8,8,8,8,8,8,8
36,sequence_47689,4,4,4,4,4,4,4,4,4,4
37,sequence_47683,11,11,11,11,11,11,11,11,11,11
38,sequence_47697,3,3,3,3,3,3,3,3,3,3
39,sequence_47678,7,7,7,7,7,7,7,7,7,7
40,sequence_47682,11,11,11,11,11,11,11,11,11,11
41,sequence_47724,11,11,11,11,11,11,11,11,11,11
42,sequence_47806,5,5,5,5,5,5,5,5,5,5
43,sequence_47807,5,5,5,5,5,5,5,5,5,5
44,sequence_47804,5,5,5,5,5,5,5,5,5,5
45,sequence_47800,5,5,5,5,5,5,5,5,5,5
46,sequence_47799,5,5,5,5,5,5,5,5,5,5
47,sequence_47664,12,12,12,12,12,12,12,12,12,12
48,sequence_47666,12,12,12,12,12,12,12,12,12,12
49,sequence_47671,12,12,12,12,12,12,12,12,12,12
50,sequence_47727,6,6,6,6,6,6,6,6,6,6
51,sequence_47756,6,6,6,6,6,6,6,6,6,6
52,sequence_47775,6,6,6,6,6,6,6,6,6,6
53,sequence_47730,4,4,4,4,4,4,4,4,4,4
54,sequence_47758,4,4,4,4,4,4,4,4,4,4
55,sequence_47797,6,6,6,6,6,6,6,6,6,6
56,sequence_47798,4,4,4,4,4,4,4,4,4,4
57,sequence_47751,2,2,2,2,2,2,2,2,2,2
58,sequence_47741,8,8,8,8,8,8,8,8,8,8
59,sequence_47743,8,8,8,8,8,8,8,8,8,8
60,sequence_47752,8,8,8,8,8,8,8,8,8,8
61,sequence_47745,4,4,4,4,4,4,4,4,4,4
62,sequence_47747,8,8,8,8,8,8,8,8,8,8
63,sequence_47748,4,4,4,4,4,4,4,4,4,4
64,sequence_47749,8,8,8,8,8,8,8,8,8,8
65,sequence_47744,8,8,8,8,8,8,8,8,8,8
66,sequence_47721,7,7,7,7,7,7,7,7,7,7
67,sequence_47759,7,7,7,7,7,7,7,7,7,7
68,sequence_47774,5,5,5,5,5,5,5,5,5,5
69,sequence_47770,5,5,5,5,5,5,5,5,5,5
70,sequence_47713,8,8,8,8,8,8,8,8,8,8
71,sequence_47738,8,8,8,8,8,8,8,8,8,8
72,sequence_47769,5,5,5,5,5,5,5,5,5,5
73,sequence_47702,9,9,9,9,9,9,9,9,9,9
74,sequence_47672,9,9,9,9,9,9,9,9,9,9
75,sequence_47705,9,9,9,9,9,9,9,9,9,9
76,sequence_47694,2,2,2,2,2,2,2,2,2,2
77,sequence_47691,9,9,9,9,9,9,9,9,9,9
78,sequence_47701,8,8,8,8,8,8,8,8,8,8
79,sequence_47706,8,8,8,8,8,8,8,8,8,8
80,sequence_47675,8,8,8,8,8,8,8,8,8,8
81,sequence_47698,9,9,9,9,9,9,9,9,9,9
82,sequence_47688,4,4,4,4,4,4,4,4,4,4
83,sequence_47704,11,11,11,11,11,11,11,11,11,11
84,sequence_47708,11,11,11,11,11,11,11,11,11,11
85,sequence_47709,11,11,11,11,11,11,11,11,11,11
86,sequence_47677,11,11,11,11,11,11,11,11,11,11
87,sequence_47692,11,11,11,11,11,11,11,11,11,11
88,sequence_47703,11,11,11,11,11,11,11,11,11,11
89,sequence_47707,11,11,11,11,11,11,11,11,11,11
90,sequence_47762,10,10,10,10,10,10,10,10,10,10
91,sequence_47765,10,10,10,10,10,10,10,10,10,10
92,sequence_47767,10,10,10,10,10,10,10,10,10,10
93,sequence_47812,10,10,10,10,10,10,10,10,10,10
94,sequence_47761,10,10,10,10,10,10,10,10,10,10
95,sequence_47764,10,10,10,10,10,10,10,10,10,10
96,sequence_47763,10,10,10,10,10,10,10,10,10,10
97,sequence_47699,11,11,11,11,11,11,11,11,11,11
98,sequence_47687,11,11,11,11,11,11,11,11,11,11
99,sequence_47693,11,11,11,11,11,11,11,11,11,11
100,sequence_47690,6,6,6,6,6,6,6,6,6,6
101,sequence_47712,13,13,13,13,13,13,13,13,13,13
102,sequence_47714,13,13,13,13,13,13,13,13,13,13
103,sequence_47725,13,13,13,13,13,13,13,13,13,13
104,sequence_47669,12,12,12,12,12,12,12,12,12,12
105,sequence_47668,12,12,12,12,12,12,12,12,12,12
106,sequence_47670,12,12,12,12,12,12,12,12,12,12
107,sequence_47665,12,12,12,12,12,12,12,12,12,12
108,sequence_47661,12,12,12,12,12,12,12,12,12,12
