,secuencia,aglomerative-2,aglomerative-3,aglomerative-4,aglomerative-5,aglomerative-6,aglomerative-7,aglomerative-8,aglomerative-9,aglomerative-10,aglomerative-11,aglomerative-12,aglomerative-13,aglomerative-14,aglomerative-15,aglomerative-16,aglomerative-17,aglomerative-18,aglomerative-19,aglomerative-20,aglomerative-21,aglomerative-22,aglomerative-23,aglomerative-24,aglomerative-25,aglomerative-26,aglomerative-27,aglomerative-28,aglomerative-29
0,sequence_47787,0,1,0,2,2,0,5,5,5,5,2,2,0,14,14,14,14,14,14,14,6,6,2,2,0,13,13,13
1,sequence_47684,0,1,0,2,2,0,5,5,5,5,2,2,0,7,7,7,7,3,3,3,3,1,1,0,12,12,12,12
2,sequence_47789,0,1,0,2,2,0,7,7,7,7,7,7,7,3,3,1,0,7,7,7,7,3,3,3,3,3,3,3
3,sequence_47790,0,1,0,2,2,0,7,7,7,7,7,7,7,3,3,1,0,7,7,7,7,3,3,3,3,3,3,3
4,sequence_47781,1,0,3,3,1,1,1,0,4,4,4,1,1,0,10,10,10,10,10,10,10,10,10,4,4,4,4,1
5,sequence_47777,1,0,3,3,1,1,1,0,4,4,4,1,1,0,10,10,10,10,10,10,10,10,10,4,4,4,4,1
6,sequence_47779,1,0,3,3,1,1,1,0,4,4,4,1,1,0,10,10,10,10,10,10,10,10,10,4,4,4,4,1
7,sequence_47784,0,2,2,0,5,5,2,2,2,2,0,4,4,4,1,0,17,17,17,17,17,17,17,17,17,17,17,17
8,sequence_47786,1,0,3,3,1,1,1,0,4,4,4,1,1,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
9,sequence_47782,1,0,3,3,1,1,1,0,4,4,4,1,1,0,10,10,10,10,10,10,10,10,10,4,4,4,4,1
10,sequence_47772,0,1,0,2,2,0,5,5,5,5,2,2,0,14,14,14,14,14,14,14,6,6,2,2,0,13,13,13
11,sequence_47795,0,1,0,2,2,0,5,5,5,5,2,2,0,14,14,14,14,14,14,14,6,6,2,2,0,26,26,26
12,sequence_47776,0,1,0,2,2,0,5,5,5,5,2,2,0,14,14,14,14,14,14,14,6,6,2,2,0,13,13,13
13,sequence_47685,0,1,0,2,2,0,5,5,5,5,2,2,0,7,7,7,7,3,3,3,3,1,1,0,25,25,25,25
14,sequence_47679,1,0,3,3,1,1,1,0,3,1,1,0,6,6,6,6,6,6,6,2,0,22,22,22,22,22,22,22
15,sequence_47695,0,1,0,2,2,0,5,5,5,5,2,2,0,7,7,7,7,3,3,3,3,1,1,0,12,12,12,12
16,sequence_47710,0,1,0,2,2,0,5,5,5,5,2,2,0,7,7,7,7,3,3,3,3,1,1,0,12,12,12,12
17,sequence_47686,0,1,0,2,2,0,7,7,7,7,7,7,7,3,3,1,0,7,7,7,7,3,3,3,3,3,3,3
18,sequence_47778,1,0,1,1,0,2,0,3,1,0,5,5,5,5,5,5,5,5,2,0,21,21,21,21,21,21,21,10
19,sequence_47780,1,0,1,1,0,2,0,3,1,0,5,5,5,5,5,5,5,5,2,0,21,21,21,21,21,21,21,10
20,sequence_47785,1,0,1,1,0,2,0,3,1,0,5,5,5,5,5,5,5,5,2,0,21,21,21,21,21,21,21,10
21,sequence_47803,0,1,0,2,2,0,7,7,7,7,7,7,7,3,3,1,0,7,7,7,7,3,3,3,3,3,3,3
22,sequence_47663,0,2,2,0,5,5,2,2,2,2,0,12,12,12,12,12,12,12,5,5,5,5,5,5,2,0,5,5
23,sequence_47757,0,2,2,0,5,5,2,2,2,2,0,4,4,4,1,0,17,17,17,17,17,17,17,17,17,17,17,17
24,sequence_47783,0,2,2,0,3,3,3,1,0,3,3,3,3,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8
25,sequence_47796,0,2,2,0,5,5,2,2,2,2,0,4,4,4,1,0,1,0,12,12,12,12,12,12,5,5,2,2
26,sequence_47750,0,1,0,2,2,0,5,5,5,5,2,2,0,7,7,7,7,3,3,3,3,1,1,0,25,25,25,25
27,sequence_47760,0,1,0,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
28,sequence_47773,0,1,0,2,2,0,7,7,7,7,7,7,7,3,3,1,0,7,7,7,7,3,3,3,3,3,3,3
29,sequence_47768,1,0,3,3,1,1,1,0,4,4,4,1,1,0,10,10,10,10,10,10,10,10,10,4,4,4,4,1
30,sequence_47771,1,0,3,3,1,1,1,0,4,4,4,1,1,0,10,10,10,10,10,10,10,10,10,4,4,4,4,1
31,sequence_47681,1,0,3,3,1,1,1,0,3,1,1,0,13,13,13,13,13,13,13,13,13,13,6,6,6,2,0,28
32,sequence_47696,0,1,0,2,2,0,5,5,5,5,2,2,0,7,7,7,7,3,3,3,3,1,1,0,25,25,25,25
33,sequence_47680,1,0,3,3,1,1,1,0,3,1,1,0,6,6,6,6,6,6,6,2,0,22,22,22,22,22,22,22
