,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_53082,0,0,0,0,0,0,0,0,0,0
1,sequence_19402,13,13,13,13,13,12,12,12,13,13
2,sequence_20054,6,6,6,6,6,5,5,5,5,5
3,sequence_20048,6,6,6,6,6,5,5,5,5,5
4,sequence_20036,6,6,6,6,6,5,5,5,5,5
5,sequence_19525,12,12,12,12,12,11,11,11,12,12
6,sequence_20061,11,11,11,11,11,10,10,10,11,11
7,sequence_19496,9,9,9,9,9,8,8,8,9,9
8,sequence_19477,26,25,25,25,26,26,26,26,25,25
9,sequence_19363,13,13,13,13,13,12,12,12,13,13
10,sequence_19500,18,17,17,17,16,15,16,16,17,17
11,sequence_19453,23,22,22,22,23,23,23,23,22,22
12,sequence_53075,1,1,1,1,1,1,1,1,1,1
13,sequence_19522,18,17,17,17,16,15,16,16,17,17
14,sequence_19523,12,12,12,12,12,11,11,11,12,12
15,sequence_53078,1,1,1,1,1,1,1,1,1,1
16,sequence_20069,14,14,14,14,14,13,13,13,14,14
17,sequence_53062,31,30,30,30,31,31,31,31,29,29
18,sequence_20060,11,11,11,11,11,10,10,10,11,11
19,sequence_53066,21,20,20,20,21,21,21,21,20,20
20,sequence_19417,19,19,19,19,18,18,19,19,18,18
21,sequence_19391,8,8,8,8,8,7,7,7,8,8
22,sequence_19447,5,5,5,5,5,4,4,4,4,4
23,sequence_53079,18,17,17,17,16,15,16,16,17,17
24,sequence_20042,3,3,3,3,3,2,2,2,2,2
25,sequence_19419,15,15,15,15,20,20,14,14,15,15
26,sequence_19425,22,21,21,21,22,22,22,22,21,21
27,sequence_19450,17,5,5,5,5,4,4,4,4,4
28,sequence_53085,30,29,29,29,30,30,30,30,28,28
29,sequence_19509,12,12,12,12,12,11,11,11,12,12
30,sequence_53059,21,20,20,20,21,21,21,21,20,20
31,sequence_19430,23,22,22,22,23,23,23,23,22,22
32,sequence_20052,6,6,6,6,6,5,5,5,5,5
33,sequence_19369,7,7,7,7,7,6,6,6,6,6
34,sequence_53064,21,20,20,20,21,21,21,21,20,20
35,sequence_20072,2,2,2,2,2,17,18,18,11,11
36,sequence_20038,2,2,2,2,2,17,18,18,14,14
37,sequence_20039,3,3,3,3,3,2,2,2,2,2
38,sequence_19506,18,17,17,17,16,15,16,16,17,17
