,strategy,siluetas,calinski,davies
0,meanshift-2,0.41635183501694123,134.97021736301954,1.0085817451767023
1,meanshift-3,0.41635183501694123,134.97021736301954,1.0085817451767023
2,meanshift-4,0.41635183501694123,134.97021736301954,1.0085817451767023
3,meanshift-5,0.41635183501694123,134.97021736301954,1.0085817451767023
4,meanshift-6,0.41635183501694123,134.97021736301954,1.0085817451767023
5,meanshift-7,0.41635183501694123,134.97021736301954,1.0085817451767023
6,meanshift-8,0.41635183501694123,134.97021736301954,1.0085817451767023
7,meanshift-9,0.41635183501694123,134.97021736301954,1.0085817451767023
8,meanshift-10,0.41635183501694123,134.97021736301954,1.0085817451767023
9,meanshift-11,0.41635183501694123,134.97021736301954,1.0085817451767023
10,meanshift-12,0.41635183501694123,134.97021736301954,1.0085817451767023
11,meanshift-13,0.41635183501694123,134.97021736301954,1.0085817451767023
12,meanshift-14,0.41635183501694123,134.97021736301954,1.0085817451767023
13,meanshift-15,0.41635183501694123,134.97021736301954,1.0085817451767023
14,meanshift-16,0.41635183501694123,134.97021736301954,1.0085817451767023
15,meanshift-17,0.41635183501694123,134.97021736301954,1.0085817451767023
16,meanshift-18,0.41635183501694123,134.97021736301954,1.0085817451767023
17,meanshift-19,0.41635183501694123,134.97021736301954,1.0085817451767023
18,meanshift-20,0.41635183501694123,134.97021736301954,1.0085817451767023
19,meanshift-21,0.41635183501694123,134.97021736301954,1.0085817451767023
20,meanshift-22,0.41635183501694123,134.97021736301954,1.0085817451767023
21,meanshift-23,0.41635183501694123,134.97021736301954,1.0085817451767023
22,meanshift-24,0.41635183501694123,134.97021736301954,1.0085817451767023
23,meanshift-25,0.41635183501694123,134.97021736301954,1.0085817451767023
24,meanshift-26,0.41635183501694123,134.97021736301954,1.0085817451767023
25,meanshift-27,0.41635183501694123,134.97021736301954,1.0085817451767023
26,meanshift-28,0.41635183501694123,134.97021736301954,1.0085817451767023
27,meanshift-29,0.41635183501694123,134.97021736301954,1.0085817451767023
