,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_47787,12,12,12,12,12,12,12,12,12,12
1,sequence_47684,1,1,1,1,1,1,1,1,1,1
2,sequence_47789,12,12,12,12,12,12,12,12,12,12
3,sequence_47790,12,12,12,12,12,12,12,12,12,12
4,sequence_47781,0,0,0,0,0,0,0,0,0,0
5,sequence_47777,0,0,0,0,0,0,0,0,0,0
6,sequence_47779,0,0,0,0,0,0,0,0,0,0
7,sequence_47784,8,8,8,8,8,8,8,8,8,8
8,sequence_47786,11,11,11,11,11,11,11,11,11,11
9,sequence_47782,0,0,0,0,0,0,0,0,0,0
10,sequence_47772,12,12,12,12,12,12,12,12,12,12
11,sequence_47795,12,12,12,12,12,12,12,12,12,12
12,sequence_47776,12,12,12,12,12,12,12,12,12,12
13,sequence_47685,1,1,1,1,1,1,1,1,1,1
14,sequence_47679,4,5,4,4,4,4,4,4,4,4
15,sequence_47695,1,1,1,1,1,1,1,1,1,1
16,sequence_47710,1,1,1,1,1,1,1,1,1,1
17,sequence_47686,1,1,1,1,1,1,1,1,1,1
18,sequence_47778,0,2,0,0,0,0,0,0,0,0
19,sequence_47780,0,0,0,0,0,0,0,0,0,0
20,sequence_47785,0,0,0,0,0,0,0,0,0,0
21,sequence_47803,12,12,12,12,12,12,12,12,12,12
22,sequence_47663,8,8,8,8,8,8,8,8,8,8
23,sequence_47757,8,8,8,8,8,8,8,8,8,8
24,sequence_47783,2,3,2,2,2,2,2,2,2,2
25,sequence_47796,8,8,8,8,8,8,8,8,8,8
26,sequence_47750,3,4,3,3,3,3,3,3,3,3
27,sequence_47760,13,13,13,13,13,13,13,13,13,13
28,sequence_47773,3,4,3,3,3,3,3,3,3,3
29,sequence_47768,6,2,6,6,6,6,6,6,6,6
30,sequence_47771,12,12,12,12,12,12,12,12,12,12
31,sequence_47681,4,5,4,4,4,4,4,4,4,4
32,sequence_47696,1,1,1,1,1,1,1,1,1,1
33,sequence_47680,4,5,4,4,4,4,4,4,4,4
34,sequence_47673,4,5,4,4,4,4,4,4,4,4
35,sequence_47700,4,5,4,4,4,4,4,4,4,4
36,sequence_47689,8,8,8,8,8,8,8,8,8,8
37,sequence_47683,4,5,4,4,4,4,4,4,4,4
38,sequence_47697,1,1,1,1,1,1,1,1,1,1
39,sequence_47678,3,4,3,3,3,3,3,3,3,3
40,sequence_47682,4,5,4,4,4,4,4,4,4,4
41,sequence_47724,4,5,4,4,4,4,4,4,4,4
42,sequence_47806,6,2,6,6,6,6,6,6,6,6
43,sequence_47807,6,2,6,6,6,6,6,6,6,6
44,sequence_47804,0,2,0,0,0,0,0,0,0,0
45,sequence_47800,0,2,0,0,0,0,0,0,0,0
46,sequence_47799,0,0,0,0,0,0,0,0,0,0
47,sequence_47664,8,8,8,8,8,8,8,8,8,8
48,sequence_47666,8,8,8,8,8,8,8,8,8,8
49,sequence_47671,8,8,8,8,8,8,8,8,8,8
50,sequence_47727,2,3,2,2,2,2,2,2,2,2
51,sequence_47756,2,3,2,2,2,2,2,2,2,2
52,sequence_47775,2,3,2,2,2,2,2,2,2,2
53,sequence_47730,8,8,8,8,8,8,8,8,8,8
54,sequence_47758,8,8,8,8,8,8,8,8,8,8
55,sequence_47797,2,3,2,2,2,2,2,2,2,2
56,sequence_47798,8,8,8,8,8,8,8,8,8,8
57,sequence_47751,3,4,3,3,3,3,3,3,3,3
58,sequence_47741,9,9,9,9,9,9,9,9,9,9
59,sequence_47743,9,9,9,9,9,9,9,9,9,9
60,sequence_47752,9,9,9,9,9,9,9,9,9,9
61,sequence_47745,9,9,9,9,9,9,9,9,9,9
62,sequence_47747,8,8,8,8,8,8,8,8,8,8
63,sequence_47748,8,8,8,8,8,8,8,8,8,8
64,sequence_47749,9,9,9,9,9,9,9,9,9,9
65,sequence_47744,9,9,9,9,9,9,9,9,9,9
66,sequence_47721,3,4,3,3,3,3,3,3,3,3
67,sequence_47759,3,4,3,3,3,3,3,3,3,3
68,sequence_47774,6,2,6,6,6,6,6,6,6,6
69,sequence_47770,10,10,10,10,10,10,10,10,10,10
70,sequence_47713,9,9,9,9,9,9,9,9,9,9
71,sequence_47738,9,9,9,9,9,9,9,9,9,9
72,sequence_47769,6,2,6,6,6,6,6,6,6,6
73,sequence_47702,4,5,4,4,4,4,4,4,4,4
74,sequence_47672,4,5,4,4,4,4,4,4,4,4
75,sequence_47705,4,5,4,4,4,4,4,4,4,4
76,sequence_47694,1,1,1,1,1,1,1,1,1,1
77,sequence_47691,4,5,4,4,4,4,4,4,4,4
78,sequence_47701,5,6,5,5,5,5,5,5,5,5
79,sequence_47706,5,6,5,5,5,5,5,5,5,5
80,sequence_47675,4,5,4,4,4,4,4,4,4,4
81,sequence_47698,4,5,4,4,4,4,4,4,4,4
82,sequence_47688,10,10,10,10,10,10,10,10,10,10
83,sequence_47704,5,6,5,5,5,5,5,5,5,5
84,sequence_47708,5,6,5,5,5,5,5,5,5,5
85,sequence_47709,5,6,5,5,5,5,5,5,5,5
86,sequence_47677,5,6,5,5,5,5,5,5,5,5
87,sequence_47692,5,6,5,5,5,5,5,5,5,5
88,sequence_47703,5,6,5,5,5,5,5,5,5,5
89,sequence_47707,5,6,5,5,5,5,5,5,5,5
90,sequence_47762,6,2,6,6,6,6,6,6,6,6
91,sequence_47765,6,2,6,6,6,6,6,6,6,6
92,sequence_47767,5,6,5,5,5,5,5,5,5,5
93,sequence_47812,6,2,6,6,6,6,6,6,6,6
