id,label,target,labels,profile
sequence_19347,1,58.9,0-1-1-31,1-0-1-1-31
sequence_19511,1,62.4,0-1-1-27,1-0-1-1-27
sequence_19445,0,45.5,0-1-1-6,0-0-1-1-6
sequence_19351,0,60.9,0-1-1-27,0-0-1-1-27
sequence_53065,2,44.8,1-0-0-20,2-1-0-0-20
sequence_19426,2,56.3,1-0-0-28,2-1-0-0-28
sequence_19517,1,61.6,1-0-0-26,1-1-0-0-26
sequence_19410,2,49.9,1-0-0-7,2-1-0-0-7
sequence_19447,2,51.0,1-0-0-7,2-1-0-0-7
sequence_20040,2,47.2,1-0-0-8,2-1-0-0-8
sequence_19526,2,49.3,1-0-0-18,2-1-0-0-18
sequence_19437,2,46.7,1-0-0-10,2-1-0-0-10
sequence_19529,2,48.8,1-0-0-17,2-1-0-0-17
sequence_19470,1,61.0,1-0-0-29,1-1-0-0-29
sequence_19472,1,59.9,1-0-0-25,1-1-0-0-25
sequence_19403,0,50.9,0-1-1-32,0-0-1-1-32
sequence_20062,2,57.9,1-0-0-12,2-1-0-0-12
sequence_19429,0,50.9,0-1-1-6,0-0-1-1-6
sequence_19524,2,46.4,1-0-0-3,2-1-0-0-3
sequence_19459,1,59.2,0-1-1-27,1-0-1-1-27
sequence_19478,1,60.1,1-0-0-25,1-1-0-0-25
sequence_19467,2,64.4,1-0-0-28,2-1-0-0-28
sequence_20057,2,51.9,1-0-0-15,2-1-0-0-15
sequence_19432,2,51.0,1-0-0-13,2-1-0-0-13
sequence_53062,0,49.1,0-1-1-32,0-0-1-1-32
sequence_19353,0,64.3,1-0-0-28,0-1-0-0-28
sequence_19422,2,46.6,1-0-0-17,2-1-0-0-17
sequence_19378,2,52.4,1-0-0-10,2-1-0-0-10
sequence_19452,2,44.2,1-0-0-22,2-1-0-0-22
sequence_19417,2,47.9,1-0-0-3,2-1-0-0-3
sequence_19497,1,54.9,1-0-0-29,1-1-0-0-29
sequence_19488,2,51.3,1-0-0-18,2-1-0-0-18
sequence_19380,0,48.1,0-1-1-32,0-0-1-1-32
sequence_20048,2,39.8,1-0-0-8,2-1-0-0-8
sequence_19402,2,43.0,1-0-0-1,2-1-0-0-1
sequence_20073,2,51.0,1-0-0-15,2-1-0-0-15
sequence_19424,2,50.9,1-0-0-7,2-1-0-0-7
sequence_20066,2,49.9,1-0-0-12,2-1-0-0-12
sequence_19446,2,39.5,1-0-0-11,2-1-0-0-11
sequence_53098,2,42.0,1-0-0-30,2-1-0-0-30
sequence_19523,2,50.8,1-0-0-13,2-1-0-0-13
sequence_53083,0,51.0,0-1-1-0,0-0-1-1-0
