,id,target,labels
0,sequence_53082,55.0,234
1,sequence_19402,43.0,137
2,sequence_20054,49.0,41
3,sequence_20048,39.8,25
4,sequence_20036,52.9,38
5,sequence_19525,48.8,49
6,sequence_20061,45.0,15
7,sequence_19496,48.3,79
8,sequence_19477,61.5,101
9,sequence_19363,54.6,180
10,sequence_19500,51.2,73
11,sequence_19453,47.3,194
12,sequence_53075,51.6,243
13,sequence_19522,45.4,50
14,sequence_19523,50.8,51
15,sequence_53078,43.3,240
16,sequence_20069,53.4,5
17,sequence_53062,49.1,253
18,sequence_20060,52.6,16
19,sequence_53066,39.2,249
20,sequence_19417,47.9,121
21,sequence_19391,46.8,149
22,sequence_19447,51.0,200
23,sequence_53079,47.8,239
24,sequence_20042,49.4,31
25,sequence_19419,53.3,119
26,sequence_19425,56.9,222
27,sequence_19450,46.0,198
28,sequence_53085,51.2,231
29,sequence_19509,50.6,65
30,sequence_53059,47.1,256
31,sequence_19430,45.7,217
32,sequence_20052,42.9,22
33,sequence_19369,47.9,169
34,sequence_53064,48.4,251
35,sequence_20072,48.7,7
36,sequence_20038,49.1,36
37,sequence_20039,52.6,34
38,sequence_19506,49.3,66
39,sequence_20064,47.3,12
40,sequence_19530,45.6,44
41,sequence_19498,63.2,74
42,sequence_19504,50.6,69
43,sequence_19386,50.7,153
44,sequence_19519,50.3,54
45,sequence_19404,51.3,134
46,sequence_19446,39.5,201
47,sequence_20063,48.9,13
48,sequence_20043,46.6,30
49,sequence_19497,54.9,76
50,sequence_19490,52.9,82
51,sequence_19376,53.0,160
52,sequence_19406,53.8,133
53,sequence_19405,48.7,132
54,sequence_19382,52.0,156
55,sequence_20067,50.8,9
56,sequence_19409,51.1,128
57,sequence_19354,60.0,186
58,sequence_20040,47.2,33
59,sequence_19370,51.7,168
60,sequence_19432,51.0,215
61,sequence_19371,49.0,166
62,sequence_19434,48.0,213
63,sequence_19505,42.4,68
64,sequence_53070,45.7,258
65,sequence_19392,50.5,144
66,sequence_19357,58.5,183
