,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_47787,0,0,0,0,0,0,0,0,0,0
1,sequence_47684,17,17,17,17,17,17,17,17,17,0
2,sequence_47789,3,3,1,3,3,3,3,3,3,4
3,sequence_47790,3,3,1,3,3,3,3,3,3,4
4,sequence_47781,0,0,0,0,0,0,0,0,0,1
5,sequence_47777,0,0,0,0,0,0,0,0,0,1
6,sequence_47779,0,0,0,0,0,0,0,0,0,1
7,sequence_47784,0,0,0,0,0,0,0,0,0,1
8,sequence_47786,0,0,0,0,0,0,0,0,0,1
9,sequence_47782,0,0,0,0,0,0,0,0,0,1
10,sequence_47772,16,16,16,16,16,16,16,16,16,17
11,sequence_47795,16,16,16,16,16,16,16,16,16,17
12,sequence_47776,0,0,0,0,0,0,0,0,0,0
13,sequence_47685,7,7,7,7,7,7,7,7,7,5
14,sequence_47679,17,17,17,17,17,17,17,17,17,5
15,sequence_47695,4,4,3,4,4,4,4,4,4,6
16,sequence_47710,4,4,3,4,4,4,4,4,4,6
17,sequence_47686,5,5,4,5,5,5,5,5,5,7
18,sequence_47778,1,1,1,1,1,1,1,1,1,2
19,sequence_47780,1,1,1,1,1,1,1,1,1,2
20,sequence_47785,1,1,1,1,1,1,1,1,1,2
21,sequence_47803,3,3,5,3,3,3,3,3,3,4
22,sequence_47663,2,2,2,2,2,2,2,2,2,3
23,sequence_47757,2,2,2,2,2,2,2,2,2,3
24,sequence_47783,0,0,0,0,0,0,0,0,0,1
25,sequence_47796,0,0,0,0,0,0,0,0,0,1
26,sequence_47750,6,6,6,6,6,6,6,6,6,8
27,sequence_47760,16,16,16,16,16,16,16,16,16,17
28,sequence_47773,3,3,5,3,3,3,3,3,3,4
29,sequence_47768,0,0,0,0,0,0,0,0,0,1
30,sequence_47771,0,0,0,0,0,0,0,0,0,1
31,sequence_47681,7,7,7,7,7,7,7,7,7,5
32,sequence_47696,5,5,4,5,5,5,5,5,5,7
33,sequence_47680,7,7,7,7,7,7,7,7,7,5
34,sequence_47673,2,2,2,2,2,2,2,2,2,3
35,sequence_47700,7,7,7,7,7,7,7,7,7,9
36,sequence_47689,4,4,3,4,4,4,4,4,4,6
37,sequence_47683,8,8,8,8,8,8,8,8,8,10
38,sequence_47697,5,5,4,5,5,5,5,5,5,7
39,sequence_47678,5,5,4,5,5,5,5,5,5,7
40,sequence_47682,15,15,15,15,15,15,15,15,15,5
41,sequence_47724,1,1,1,1,1,1,1,1,1,5
42,sequence_47806,9,9,9,9,9,9,9,9,9,11
43,sequence_47807,9,9,9,9,9,9,9,9,9,11
44,sequence_47804,10,10,5,10,10,10,10,10,10,12
45,sequence_47800,10,10,5,10,10,10,10,10,10,12
46,sequence_47799,3,3,5,3,3,3,3,3,3,4
47,sequence_47664,2,2,2,2,2,2,2,2,2,3
48,sequence_47666,6,6,6,6,6,6,6,6,6,8
49,sequence_47671,4,4,3,4,4,4,4,4,4,6
50,sequence_47727,17,17,17,17,17,17,17,17,17,3
51,sequence_47756,2,2,2,2,2,2,2,2,2,3
52,sequence_47775,0,0,0,0,0,0,0,0,0,1
53,sequence_47730,6,6,6,6,6,6,6,6,6,8
54,sequence_47758,6,6,6,6,6,6,6,6,6,8
55,sequence_47797,12,12,12,12,12,12,12,12,12,14
56,sequence_47798,0,0,0,0,0,0,0,0,0,1
57,sequence_47751,13,13,13,13,13,13,13,13,13,15
58,sequence_47741,6,6,6,6,6,6,6,6,6,8
59,sequence_47743,6,6,6,6,6,6,6,6,6,8
60,sequence_47752,6,6,6,6,6,6,6,6,6,8
61,sequence_47745,6,6,6,6,6,6,6,6,6,8
62,sequence_47747,6,6,6,6,6,6,6,6,6,8
63,sequence_47748,6,6,6,6,6,6,6,6,6,8
64,sequence_47749,6,6,6,6,6,6,6,6,6,8
65,sequence_47744,6,6,6,6,6,6,6,6,6,8
66,sequence_47721,14,14,14,14,14,14,14,14,14,16
67,sequence_47759,5,5,4,5,5,5,5,5,5,7
68,sequence_47774,1,1,5,1,1,1,1,1,1,2
69,sequence_47770,3,3,5,3,3,3,3,3,3,4
70,sequence_47713,2,2,2,2,2,2,2,2,2,3
71,sequence_47738,6,6,6,6,6,6,6,6,6,8
72,sequence_47769,1,1,5,1,1,1,1,1,1,2
73,sequence_47702,7,7,7,7,7,7,7,7,7,9
74,sequence_47672,7,7,7,7,7,7,7,7,7,5
75,sequence_47705,7,7,7,7,7,7,7,7,7,9
76,sequence_47694,4,4,3,4,4,4,4,4,4,6
77,sequence_47691,10,10,10,10,10,10,10,10,10,12
78,sequence_47701,7,7,7,7,7,7,7,7,7,9
79,sequence_47706,7,7,7,7,7,7,7,7,7,9
80,sequence_47675,15,15,15,15,15,15,15,15,15,12
81,sequence_47698,10,10,10,10,10,10,10,10,10,12
82,sequence_47688,4,4,3,4,4,4,4,4,4,6
83,sequence_47704,8,8,8,8,8,8,8,8,8,10
84,sequence_47708,8,8,8,8,8,8,8,8,8,10
85,sequence_47709,8,8,8,8,8,8,8,8,8,10
86,sequence_47677,15,15,15,15,15,15,15,15,15,12
87,sequence_47692,10,10,10,10,10,10,10,10,10,12
88,sequence_47703,8,8,8,8,8,8,8,8,8,10
89,sequence_47707,8,8,8,8,8,8,8,8,8,10
90,sequence_47762,9,9,9,9,9,9,9,9,9,11
91,sequence_47765,9,9,9,9,9,9,9,9,9,11
92,sequence_47767,8,8,8,8,8,8,8,8,8,10
93,sequence_47812,9,9,9,9,9,9,9,9,9,11
94,sequence_47761,9,9,9,9,9,9,9,9,9,11
95,sequence_47764,9,9,9,9,9,9,9,9,9,11
96,sequence_47763,9,9,9,9,9,9,9,9,9,11
97,sequence_47699,10,10,10,10,10,10,10,10,10,12
98,sequence_47687,10,10,10,10,10,10,10,10,10,12
99,sequence_47693,10,10,10,10,10,10,10,10,10,12
100,sequence_47690,5,5,4,5,5,5,5,5,5,7
101,sequence_47712,10,10,10,10,10,10,10,10,10,12
102,sequence_47714,10,10,10,10,10,10,10,10,10,12
103,sequence_47725,10,10,10,10,10,10,10,10,10,12
104,sequence_47669,11,11,11,11,11,11,11,11,11,13
105,sequence_47668,11,11,11,11,11,11,11,11,11,13
106,sequence_47670,11,11,11,11,11,11,11,11,11,13
107,sequence_47665,11,11,11,11,11,11,11,11,11,13
108,sequence_47661,11,11,11,11,11,11,11,11,11,13
109,sequence_47667,6,6,6,6,6,6,6,6,6,8
110,sequence_47726,4,4,3,4,4,4,4,4,4,6
111,sequence_47734,4,4,3,4,4,4,4,4,4,6
112,sequence_47811,2,2,2,2,2,2,2,2,2,3
113,sequence_47662,2,2,2,2,2,2,2,2,2,3
114,sequence_47731,12,12,12,12,12,12,12,12,12,14
115,sequence_47733,12,12,12,12,12,12,12,12,12,14
116,sequence_47732,12,12,12,12,12,12,12,12,12,14
117,sequence_47755,13,13,13,13,13,13,13,13,13,15
118,sequence_47746,13,13,13,13,13,13,13,13,13,15
119,sequence_47754,13,13,13,13,13,13,13,13,13,15
120,sequence_47753,13,13,13,13,13,13,13,13,13,15
121,sequence_47740,14,14,14,14,14,14,14,14,14,16
122,sequence_47742,14,14,14,14,14,14,14,14,14,16
123,sequence_47715,14,14,14,14,14,14,14,14,14,16
124,sequence_47718,14,14,14,14,14,14,14,14,14,16
125,sequence_47717,14,14,14,14,14,14,14,14,14,16
126,sequence_47720,14,14,14,14,14,14,14,14,14,16
127,sequence_47716,14,14,14,14,14,14,14,14,14,16
128,sequence_47719,14,14,14,14,14,14,14,14,14,16
129,sequence_47723,10,10,10,10,10,10,10,10,10,12
130,sequence_47722,14,14,14,14,14,14,14,14,14,16
131,sequence_47674,15,15,15,15,15,15,15,15,15,5
132,sequence_47676,15,15,15,15,15,15,15,15,15,12
133,sequence_47711,15,15,15,15,15,15,15,15,15,12
134,sequence_47739,14,14,14,14,14,14,14,14,14,16
135,sequence_47735,15,15,15,15,15,15,15,15,15,13
136,sequence_47793,0,0,0,0,0,0,0,0,0,18
137,sequence_47801,16,16,16,16,16,16,16,16,16,17
138,sequence_47805,16,16,16,16,16,16,16,16,16,17
139,sequence_47802,3,3,16,3,3,3,3,3,3,4
140,sequence_47794,1,1,1,1,1,1,1,1,1,2
141,sequence_47728,17,17,17,17,17,17,17,17,17,0
142,sequence_47808,17,17,17,17,17,17,17,17,17,0
143,sequence_47792,0,0,0,0,0,0,0,0,0,18
144,sequence_47791,0,0,0,0,0,0,0,0,0,0
145,sequence_47788,0,0,0,0,0,0,0,0,0,0
146,sequence_47729,2,2,2,2,2,2,2,2,2,18
147,sequence_47809,17,17,17,17,17,17,17,17,17,18
148,sequence_47737,17,17,17,17,17,17,17,17,17,18
149,sequence_47810,17,17,17,17,17,17,17,17,17,0
150,sequence_47766,0,0,0,0,0,0,0,0,0,0
151,sequence_47736,17,17,17,17,17,17,17,17,17,0
