,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_47787,0,0,0,0,0,0,0,0,0,0
1,sequence_47684,1,1,1,1,1,1,1,1,1,1
2,sequence_47789,9,2,9,9,9,9,9,9,9,6
3,sequence_47790,6,7,6,6,6,6,6,6,6,9
4,sequence_47781,0,0,0,0,0,0,0,0,0,0
5,sequence_47777,0,0,0,0,0,0,0,0,0,0
6,sequence_47779,0,0,0,0,0,0,0,0,0,0
7,sequence_47784,0,0,0,0,0,0,0,0,0,0
8,sequence_47786,16,16,16,16,16,16,16,16,16,13
9,sequence_47782,0,0,0,0,0,0,0,0,0,0
10,sequence_47772,0,0,0,0,0,0,0,0,0,0
11,sequence_47795,15,15,15,15,15,15,15,15,15,12
12,sequence_47776,0,0,0,0,0,0,0,0,0,0
13,sequence_47685,10,10,10,10,10,10,10,10,10,7
14,sequence_47679,1,1,1,1,1,1,1,1,1,1
15,sequence_47695,3,4,3,3,3,3,3,3,3,8
16,sequence_47710,3,4,3,3,3,3,3,3,3,8
17,sequence_47686,5,6,5,5,5,5,5,5,5,4
18,sequence_47778,9,2,9,9,9,9,9,9,9,6
19,sequence_47780,9,2,9,9,9,9,9,9,9,6
20,sequence_47785,9,2,9,9,9,9,9,9,9,6
21,sequence_47803,2,3,2,2,2,2,2,2,2,2
22,sequence_47663,11,11,11,11,11,11,11,11,11,1
23,sequence_47757,8,9,8,8,8,8,8,8,8,0
24,sequence_47783,6,7,6,6,6,6,6,6,6,9
25,sequence_47796,15,15,15,15,15,15,15,15,15,12
26,sequence_47750,7,8,7,7,7,7,7,7,7,5
27,sequence_47760,0,0,0,0,0,0,0,0,0,0
28,sequence_47773,9,3,9,9,9,9,9,9,9,6
29,sequence_47768,0,0,0,0,0,0,0,0,0,0
30,sequence_47771,8,9,8,8,8,8,8,8,8,0
31,sequence_47681,10,10,10,10,10,10,10,10,10,7
32,sequence_47696,3,4,3,3,3,3,3,3,3,8
33,sequence_47680,1,1,1,1,1,1,1,1,1,1
34,sequence_47673,1,1,1,1,1,1,1,1,1,1
35,sequence_47700,1,1,1,1,1,1,1,1,1,1
36,sequence_47689,11,11,11,11,11,11,11,11,11,8
37,sequence_47683,14,14,14,14,14,14,14,14,14,11
38,sequence_47697,4,5,4,4,4,4,4,4,4,3
39,sequence_47678,5,6,5,5,5,5,5,5,5,4
40,sequence_47682,14,14,14,14,14,14,14,14,14,11
41,sequence_47724,14,14,14,14,14,14,14,14,14,11
42,sequence_47806,9,2,9,9,9,9,9,9,9,6
43,sequence_47807,9,3,9,9,9,9,9,9,9,6
44,sequence_47804,2,3,2,2,2,2,2,2,2,2
45,sequence_47800,2,3,2,2,2,2,2,2,2,2
46,sequence_47799,2,3,2,2,2,2,2,2,2,2
47,sequence_47664,11,11,11,11,11,11,11,11,11,7
