,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_47787,0,2,0,2,5,5,0,3,0,6,2,6,1,8,8,15,7,14,1,16,2,22,0,10,8,17,12,8
1,sequence_47684,0,1,1,4,4,4,5,8,5,3,4,9,4,0,5,1,10,15,12,8,8,9,2,0,3,11,26,11
2,sequence_47789,1,0,3,3,3,3,6,1,1,2,6,10,2,6,4,4,9,8,5,13,4,11,4,11,0,20,10,3
3,sequence_47790,0,2,0,2,3,2,2,0,2,10,9,4,11,9,7,12,0,17,13,0,19,6,12,17,25,22,23,24
4,sequence_47781,0,2,0,2,5,5,0,3,0,6,2,6,12,8,1,15,5,5,1,16,2,0,0,13,8,2,2,0
5,sequence_47777,0,2,0,2,5,5,0,3,0,6,2,6,12,8,1,15,5,5,1,16,2,0,0,13,8,2,2,0
6,sequence_47779,0,2,0,2,5,5,0,3,0,6,2,6,12,8,1,15,5,5,1,16,2,0,0,13,8,2,2,0
7,sequence_47784,0,2,0,2,5,5,0,3,0,6,2,6,1,1,8,15,7,14,1,16,2,18,0,10,8,15,12,8
8,sequence_47786,0,2,0,2,5,5,0,3,8,4,2,11,1,12,15,9,13,9,19,14,15,12,10,4,7,8,7,18
9,sequence_47782,0,2,0,2,5,5,0,3,0,6,2,6,1,1,8,15,7,14,1,16,2,18,0,10,8,15,12,8
10,sequence_47772,0,2,0,2,5,5,0,3,0,6,2,6,1,8,8,2,7,14,1,16,2,22,0,10,8,17,12,8
11,sequence_47795,0,2,0,2,2,6,7,6,6,9,3,1,8,5,3,2,8,0,11,7,14,8,22,22,23,3,24,4
12,sequence_47776,0,2,0,2,5,5,0,3,0,6,2,6,1,8,8,15,7,14,1,16,2,22,0,10,8,17,12,8
13,sequence_47685,0,1,1,4,4,4,5,2,9,0,0,7,6,11,10,7,3,12,18,17,3,10,17,9,16,0,19,2
14,sequence_47679,0,1,1,4,4,4,5,8,5,3,4,9,4,0,5,1,10,1,12,8,13,13,2,12,4,11,4,19
15,sequence_47695,0,1,1,0,0,0,4,4,4,7,11,5,3,10,6,16,4,10,7,3,17,17,16,6,20,7,9,5
16,sequence_47710,0,1,1,0,0,0,4,4,4,7,11,5,3,10,6,16,4,10,7,3,17,17,16,6,1,7,9,5
17,sequence_47686,1,0,2,1,1,1,1,5,3,1,1,3,0,3,13,3,2,18,0,5,1,7,15,7,2,16,27,10
18,sequence_47778,1,0,3,3,3,3,6,1,1,2,6,10,2,6,4,4,9,8,5,13,4,21,4,11,0,25,21,17
19,sequence_47780,1,0,3,3,3,3,6,1,1,2,6,10,2,6,4,4,9,8,5,13,4,21,4,11,0,25,21,17
20,sequence_47785,1,0,3,3,3,3,6,1,1,2,6,10,2,6,4,4,9,8,5,13,4,11,4,11,0,20,10,17
21,sequence_47803,1,0,3,3,3,3,6,1,1,8,7,2,10,2,11,8,6,4,10,9,10,4,11,20,13,10,3,14
22,sequence_47663,0,1,1,0,0,0,4,8,4,3,0,12,13,0,0,0,16,15,18,17,6,9,2,0,3,11,1,11
23,sequence_47757,0,2,0,2,5,5,7,3,0,6,2,6,1,1,8,11,16,15,15,12,0,18,19,23,18,26,18,28
24,sequence_47783,0,2,0,2,2,2,2,0,2,10,9,4,5,9,7,5,11,7,6,11,7,6,23,19,9,5,6,21
25,sequence_47796,0,2,0,2,2,6,7,6,6,9,3,1,8,5,3,11,8,0,11,7,14,8,9,8,6,3,17,20
26,sequence_47750,0,1,1,2,5,5,7,3,4,0,10,8,1,8,14,2,7,11,9,1,8,22,18,2,3,6,26,25
27,sequence_47760,0,2,0,2,5,5,0,3,0,6,2,6,1,8,8,2,7,11,1,16,2,22,0,10,8,17,12,25
