,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_53082,0,0,0,0,0,0,0,0,0,0
1,sequence_19402,14,15,15,15,15,15,15,15,16,16
2,sequence_20054,11,12,12,12,12,12,12,12,13,13
3,sequence_20048,15,16,16,16,16,16,16,16,17,17
4,sequence_20036,20,12,12,12,12,12,12,12,12,12
5,sequence_19525,5,6,6,6,6,6,6,6,6,6
6,sequence_20061,20,3,3,3,3,3,3,3,3,3
7,sequence_19496,9,10,10,10,10,10,10,10,10,10
8,sequence_19477,22,22,22,22,22,22,22,22,23,23
9,sequence_19363,13,14,14,14,14,14,14,14,15,15
10,sequence_19500,19,20,20,20,20,20,20,20,21,21
11,sequence_19453,21,21,21,21,21,21,21,21,22,22
12,sequence_53075,1,1,1,1,1,1,1,1,1,1
13,sequence_19522,19,20,20,20,20,20,20,20,21,21
14,sequence_19523,5,6,6,6,6,6,6,6,6,6
15,sequence_53078,1,1,1,1,1,1,1,1,1,1
16,sequence_20069,15,16,16,16,16,16,16,16,17,17
17,sequence_53062,12,13,13,13,13,13,13,13,14,14
18,sequence_20060,20,3,3,3,3,3,3,3,12,12
19,sequence_53066,2,2,2,2,2,2,2,2,2,2
20,sequence_19417,14,15,15,15,15,15,15,15,16,16
21,sequence_19391,8,9,9,9,9,9,9,9,9,9
22,sequence_19447,18,19,19,19,19,19,19,19,20,20
23,sequence_53079,2,2,2,2,2,2,2,2,2,2
24,sequence_20042,3,4,4,4,4,4,4,4,4,4
25,sequence_19419,6,7,7,7,7,7,7,7,7,7
26,sequence_19425,16,17,17,17,17,17,17,17,18,18
27,sequence_19450,7,8,8,8,8,8,8,8,8,8
28,sequence_53085,0,0,0,0,0,0,0,0,0,0
29,sequence_19509,9,10,10,10,10,10,10,10,10,10
30,sequence_53059,1,1,1,1,1,1,1,1,1,1
31,sequence_19430,8,9,9,9,9,9,9,9,9,9
32,sequence_20052,11,12,12,12,12,12,12,12,13,13
33,sequence_19369,9,10,10,10,10,10,10,10,10,10
34,sequence_53064,12,13,13,13,13,13,13,13,14,14
35,sequence_20072,20,3,3,3,3,3,3,3,3,3
36,sequence_20038,15,16,16,16,16,16,16,16,17,17
37,sequence_20039,3,4,4,4,4,4,4,4,4,4
38,sequence_19506,14,15,15,15,15,15,15,15,16,16
39,sequence_20064,3,4,4,4,4,4,4,4,4,4
40,sequence_19530,14,15,15,15,15,15,15,15,16,16
41,sequence_19498,24,24,24,24,24,24,24,24,25,25
42,sequence_19504,9,10,10,10,10,10,10,10,10,10
43,sequence_19386,4,5,5,5,5,5,5,5,5,5
44,sequence_19519,13,14,14,14,14,14,14,14,15,15
45,sequence_19404,7,8,8,8,8,8,8,8,8,8
46,sequence_19446,10,11,11,11,11,11,11,11,11,11
47,sequence_20063,15,16,16,16,16,16,16,16,17,17
48,sequence_20043,20,3,3,3,3,3,3,3,3,3
49,sequence_19497,23,23,23,23,23,23,23,23,24,24
50,sequence_19490,19,20,20,20,20,20,20,20,21,21
51,sequence_19376,8,9,9,9,9,9,9,9,9,9
52,sequence_19406,7,8,8,8,8,8,8,8,8,8
53,sequence_19405,4,5,5,5,5,5,5,5,5,5
54,sequence_19382,4,5,5,5,5,5,5,5,5,5
55,sequence_20067,15,16,16,16,16,16,16,16,17,17
56,sequence_19409,16,17,17,17,17,17,17,17,18,18
57,sequence_19354,18,19,19,19,19,19,19,19,20,20
58,sequence_20040,11,12,12,12,12,12,12,12,13,13
59,sequence_19370,9,10,10,10,10,10,10,10,10,10
60,sequence_19432,5,6,6,6,6,6,6,6,6,6
61,sequence_19371,14,15,15,15,15,15,15,15,16,16
62,sequence_19434,17,18,18,18,18,18,18,18,19,19
63,sequence_19505,14,15,15,15,15,15,15,15,16,16
64,sequence_53070,0,0,0,0,0,0,0,0,0,0
65,sequence_19392,17,18,18,18,18,18,18,18,19,19
66,sequence_19357,24,24,24,24,24,24,24,24,25,25
67,sequence_20056,11,12,12,12,12,12,12,12,12,12
68,sequence_19526,6,7,7,7,7,7,7,7,7,7
69,sequence_20046,3,4,4,4,4,4,4,4,4,4
70,sequence_19443,10,11,11,11,11,11,11,11,11,11
71,sequence_19410,7,8,8,8,8,8,8,8,8,8
72,sequence_19390,8,9,9,9,9,9,9,9,9,9
