,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_53082,1,1,0,4,3,6,7,7,8,6,10,11,6,6,5,15,5,16,6,4,2,10,0,13,3,24,7,21
1,sequence_19402,0,0,3,2,5,3,0,4,4,5,1,4,13,5,2,5,9,5,5,0,0,9,12,2,11,16,2,22
2,sequence_20054,1,2,0,1,1,4,6,1,7,2,11,5,9,2,10,16,7,3,14,7,5,14,21,16,15,6,17,19
3,sequence_20048,0,0,3,2,5,0,5,2,9,7,6,1,4,9,6,8,2,7,11,14,3,4,6,11,2,15,27,13
4,sequence_20036,1,2,0,1,1,4,6,1,7,2,11,5,9,3,10,16,12,3,14,8,12,5,5,7,7,9,9,4
5,sequence_19525,1,2,2,3,4,2,1,3,5,0,5,2,10,10,3,3,8,11,10,2,8,6,1,6,21,13,0,8
6,sequence_20061,1,2,0,1,1,4,6,1,7,2,11,5,9,3,10,16,12,3,3,8,12,5,5,7,7,9,9,4
7,sequence_19496,1,2,2,3,4,2,1,3,5,0,5,2,10,10,3,3,8,11,10,19,8,6,1,6,21,13,14,8
8,sequence_19477,1,2,2,3,4,5,3,0,1,9,7,0,5,4,4,6,14,8,2,9,1,7,8,0,14,18,1,1
9,sequence_19363,0,0,3,2,2,3,2,4,2,1,8,10,12,1,14,14,4,17,1,0,7,9,12,5,4,16,2,22
10,sequence_19500,0,0,3,2,2,3,2,4,2,1,8,10,0,1,8,0,4,1,19,0,7,2,12,14,4,16,2,22
11,sequence_19453,1,1,1,0,0,1,4,6,0,3,4,3,7,7,12,12,11,15,0,17,4,20,15,12,0,21,18,10
12,sequence_53075,1,2,0,1,1,4,6,8,3,4,3,12,3,8,11,9,3,6,13,12,10,13,9,3,10,10,15,7
13,sequence_19522,0,0,3,2,5,3,0,4,4,5,1,4,0,5,8,11,9,10,19,20,21,2,2,14,11,12,27,12
14,sequence_19523,1,2,2,3,4,2,1,3,1,0,5,9,10,4,13,7,14,11,10,2,8,16,22,6,5,8,0,9
15,sequence_53078,1,2,0,1,1,4,6,8,3,4,3,12,11,8,11,9,3,6,13,12,10,13,9,3,10,6,15,7
