,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_51016,1,1,1,1,3,1,7,7,7,5,3,2,3,5,14,11,5,3,7,1,1,16,23,20,23,9,21,11
1,sequence_51170,0,2,2,3,4,0,2,2,2,2,0,10,13,3,0,2,3,6,1,7,13,5,0,2,3,22,11,20
2,sequence_32130,0,0,3,4,2,4,5,5,5,1,2,1,2,1,4,3,2,2,12,4,6,3,2,5,24,15,2,0
3,sequence_51136,0,2,2,2,1,6,3,3,3,3,5,9,9,6,7,4,10,13,9,17,5,7,10,6,17,12,18,18
4,sequence_51191,0,2,2,2,1,6,6,6,6,9,7,5,8,9,11,9,8,5,18,5,18,10,20,11,7,5,1,28
5,sequence_51140,0,2,2,3,4,0,2,2,2,2,0,10,13,3,0,2,3,6,1,7,13,5,0,2,3,22,11,20
6,sequence_51149,0,2,2,3,4,0,2,2,2,10,0,10,13,3,0,15,15,1,16,19,17,19,13,14,3,0,4,20
7,sequence_51181,0,2,2,3,4,0,2,2,2,2,0,10,13,3,0,2,3,6,1,7,13,5,0,2,3,22,11,20
8,sequence_51159,0,2,2,3,4,0,2,2,2,2,0,10,13,3,0,2,3,6,1,7,13,5,0,2,3,22,11,20
9,sequence_51175,0,2,2,3,4,0,2,2,2,2,0,10,13,3,0,2,3,6,1,7,2,5,0,2,3,22,11,20
10,sequence_51174,0,2,2,3,4,0,2,2,2,2,0,10,13,3,0,2,3,6,1,7,13,5,0,2,3,22,11,20
11,sequence_51169,0,2,2,3,4,0,2,2,2,2,0,10,11,3,0,2,3,6,11,2,11,5,0,2,1,8,8,26
12,sequence_51199,0,2,2,3,4,0,2,2,2,2,0,10,13,3,0,2,3,6,1,7,13,5,0,2,3,22,11,20
13,sequence_51144,0,2,2,3,4,0,2,2,2,10,0,10,13,3,0,2,15,1,16,19,17,19,13,14,3,0,4,20
14,sequence_51183,0,2,2,3,4,0,2,2,2,2,0,10,13,3,0,2,3,6,1,7,13,5,0,2,3,22,11,20
15,sequence_51157,0,2,2,3,4,0,2,2,2,2,0,10,13,3,0,2,3,6,1,7,13,5,0,2,3,22,11,20
16,sequence_51163,0,2,2,3,4,0,2,2,2,2,0,10,13,3,0,2,3,6,1,7,2,5,0,2,3,22,11,20
17,sequence_51173,0,2,2,3,4,0,2,2,2,2,0,10,13,3,0,2,3,6,1,7,13,5,0,2,3,22,11,20
18,sequence_51168,0,2,2,3,4,0,2,2,2,2,0,10,13,2,0,8,0,18,1,18,4,2,19,9,3,17,11,20
19,sequence_51171,0,2,2,3,4,0,2,2,2,2,0,10,13,3,0,2,3,6,1,7,13,5,0,2,3,8,11,2
20,sequence_51182,0,2,2,2,1,6,6,6,6,9,7,5,8,9,11,8,0,18,18,18,4,2,19,9,7,17,1,19
21,sequence_51131,0,2,2,2,1,6,6,6,6,3,5,5,4,9,7,4,8,16,6,17,18,7,9,6,16,25,18,13
22,sequence_51138,0,2,2,2,1,6,3,3,3,3,10,9,11,13,7,4,16,15,11,20,16,18,4,23,1,23,15,26
23,sequence_51196,0,2,2,2,1,6,6,6,6,9,7,5,8,9,11,9,7,16,6,5,18,10,20,11,7,5,9,4
24,sequence_51202,0,2,2,2,1,6,6,6,6,3,5,5,11,2,11,9,8,16,6,2,11,17,4,11,1,25,8,13
25,sequence_51192,0,2,2,2,1,6,3,3,3,3,10,5,4,9,7,4,8,16,6,20,16,7,18,11,7,25,9,13
26,sequence_51147,0,2,2,2,1,6,3,3,3,10,5,5,0,11,10,15,15,1,16,19,17,19,13,14,16,0,4,10
27,sequence_51151,0,2,2,3,4,0,2,2,2,10,0,10,13,11,0,15,15,1,16,19,17,19,13,14,3,0,4,20
28,sequence_51145,0,2,2,2,1,6,6,6,6,9,7,5,8,9,11,9,8,5,18,5,18,10,7,11,7,5,9,28
29,sequence_51187,0,2,2,2,1,6,6,6,6,9,7,5,8,9,11,9,8,5,18,5,18,10,9,11,7,5,9,28
30,sequence_51148,0,2,2,2,1,6,3,3,3,3,5,9,11,6,7,4,10,13,19,2,11,17,10,6,1,0,8,8
31,sequence_51141,0,2,2,3,4,0,2,2,2,2,0,3,13,2,0,8,0,18,1,18,4,2,19,9,3,17,11,20
32,sequence_51137,0,2,2,2,1,6,3,3,3,10,5,0,0,11,10,15,15,15,19,16,17,17,10,23,25,0,24,8
33,sequence_32151,0,0,3,4,2,4,5,5,5,1,2,1,2,1,4,3,2,2,12,4,6,3,2,5,9,15,2,0
34,sequence_32148,0,0,3,4,2,4,5,5,5,1,2,1,2,1,4,3,2,2,12,4,6,3,2,5,2,15,2,0
35,sequence_32117,0,0,3,4,2,4,5,5,5,1,2,1,2,1,4,3,2,2,12,4,6,3,2,5,24,15,2,0
36,sequence_32141,0,0,3,4,2,4,5,5,5,1,2,1,2,1,4,3,2,2,12,4,6,3,2,5,24,15,2,0
37,sequence_32124,0,0,3,4,2,4,5,5,5,1,2,1,2,1,4,3,2,2,12,4,6,3,2,5,24,15,2,0
38,sequence_32126,0,0,3,4,2,4,5,5,5,1,2,1,2,1,4,3,2,2,5,4,6,3,2,5,24,15,26,0
39,sequence_32127,0,0,3,4,2,4,5,5,5,1,2,1,2,1,4,3,2,2,12,4,6,3,2,5,24,2,2,0
40,sequence_32133,0,0,3,4,2,4,5,5,5,1,2,1,2,1,4,3,2,2,12,4,6,3,2,5,24,15,2,0
41,sequence_32131,0,0,3,4,2,4,5,5,5,1,2,1,2,1,4,3,2,2,4,4,6,3,2,5,24,14,2,0
42,sequence_32174,0,0,3,4,2,4,5,5,5,1,2,1,2,1,4,3,2,2,12,4,6,3,2,5,24,15,2,0
