,secuencia,aglomerative-2,aglomerative-3,aglomerative-4,aglomerative-5,aglomerative-6,aglomerative-7,aglomerative-8,aglomerative-9,aglomerative-10,aglomerative-11,aglomerative-12,aglomerative-13,aglomerative-14,aglomerative-15,aglomerative-16,aglomerative-17,aglomerative-18,aglomerative-19,aglomerative-20,aglomerative-21,aglomerative-22,aglomerative-23,aglomerative-24,aglomerative-25,aglomerative-26,aglomerative-27,aglomerative-28,aglomerative-29
0,sequence_51016,1,1,1,0,5,5,5,5,5,5,11,11,11,11,11,11,5,5,5,5,2,2,2,0,9,4,4,4
1,sequence_51170,0,2,0,4,4,4,1,1,1,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,25,25,25,25
2,sequence_32130,0,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,1,1,0,19,19,19
3,sequence_51136,0,2,0,1,1,0,4,4,4,10,10,4,1,1,0,4,4,1,0,20,20,20,20,20,20,20,20,20
4,sequence_51191,0,2,0,1,1,0,3,3,3,3,3,3,3,3,1,0,11,11,11,11,11,11,11,11,11,11,11,11
5,sequence_51140,0,2,0,4,4,4,1,1,1,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,25,25,25,25
6,sequence_51149,0,2,0,4,4,4,1,1,1,0,5,5,5,5,5,5,2,2,2,2,0,22,22,22,22,22,22,22
7,sequence_51181,0,2,0,4,4,4,1,1,1,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,25,25,25,25
8,sequence_51159,0,2,0,4,4,4,1,1,1,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,25,25,25,25
9,sequence_51175,0,2,0,4,4,4,1,1,1,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,25,25,25,25
10,sequence_51174,0,2,0,4,4,4,1,1,1,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,25,25,25,25
11,sequence_51169,0,2,0,1,1,0,4,4,4,10,10,4,1,1,0,4,4,1,0,16,16,16,16,16,16,16,16,16
12,sequence_51199,0,2,0,4,4,4,1,1,1,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,25,25,25,25
13,sequence_51144,0,2,0,4,4,4,1,1,1,0,5,5,5,5,5,5,2,2,2,2,0,22,22,22,22,22,22,22
14,sequence_51183,0,2,0,4,4,4,1,1,1,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,25,25,25,25
15,sequence_51157,0,2,0,4,4,4,1,1,1,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,25,25,25,25
16,sequence_51163,0,2,0,4,4,4,1,1,1,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,25,25,25,25
17,sequence_51173,0,2,0,4,4,4,1,1,1,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,25,25,25,25
18,sequence_51168,0,2,0,4,4,4,1,1,1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
19,sequence_51171,0,2,0,4,4,4,1,1,1,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,25,25,25,25
20,sequence_51182,0,2,0,4,4,4,1,1,1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
21,sequence_51131,0,2,0,1,1,0,3,3,3,3,3,3,3,3,1,0,17,17,17,17,17,17,17,17,17,17,17,17
22,sequence_51138,0,2,0,1,1,0,4,4,4,10,10,4,1,1,0,16,16,16,16,7,7,7,7,7,7,7,3,1
23,sequence_51196,0,2,0,1,1,0,3,3,3,3,3,3,3,3,1,0,17,17,17,17,17,17,17,17,17,17,17,17
24,sequence_51202,0,2,0,1,1,0,3,3,3,3,3,3,3,3,1,0,17,17,17,17,17,17,17,17,17,17,17,17
25,sequence_51192,0,2,0,1,1,0,4,4,4,10,10,4,1,1,0,16,16,16,16,7,7,7,7,7,7,7,3,1
26,sequence_51147,0,2,0,4,4,4,1,1,1,0,5,5,5,5,5,5,2,2,2,2,0,19,19,19,19,9,9,9
27,sequence_51151,0,2,0,4,4,4,1,1,1,0,5,5,5,5,5,5,2,2,2,2,0,22,22,22,22,22,22,22
28,sequence_51145,0,2,0,1,1,0,3,3,3,3,3,3,3,3,1,0,11,11,11,11,11,11,11,11,11,11,11,11
29,sequence_51187,0,2,0,1,1,0,3,3,3,3,3,3,3,3,1,0,11,11,11,11,11,11,11,11,11,11,11,11
30,sequence_51148,0,2,0,1,1,0,4,4,4,10,10,4,1,1,0,4,4,1,0,16,16,16,16,16,16,16,16,16
31,sequence_51141,0,2,0,4,4,4,1,1,1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
32,sequence_51137,0,2,0,4,4,4,1,1,1,0,5,5,5,5,5,5,2,2,2,2,0,19,19,19,19,9,9,9
33,sequence_32151,0,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,1,1,0,19,19,19
34,sequence_32148,0,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,1,1,0,19,19,19
35,sequence_32117,0,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,1,1,0,19,19,19
36,sequence_32141,0,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,1,1,0,19,19,19
37,sequence_32124,0,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,1,1,0,19,19,19
38,sequence_32126,0,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,1,1,0,19,19,19
39,sequence_32127,0,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,1,1,0,19,19,19
