,secuencia,birch-2,birch-3,birch-4,birch-5,birch-6,birch-7,birch-8,birch-9,birch-10,birch-11,birch-12,birch-13,birch-14,birch-15,birch-16,birch-17,birch-18,birch-19,birch-20,birch-21,birch-22,birch-23,birch-24,birch-25,birch-26,birch-27,birch-28,birch-29
0,sequence_53082,1,1,1,0,4,4,4,4,4,4,1,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,27,27
1,sequence_19402,0,0,3,3,3,3,3,1,0,2,2,2,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2,sequence_20054,0,0,0,1,0,2,2,2,2,0,9,9,9,9,9,9,9,9,9,9,4,4,1,0,24,24,24,24
3,sequence_20048,0,0,0,1,0,2,2,2,2,0,11,11,11,11,11,11,5,5,5,5,5,5,5,11,5,5,5,2
4,sequence_20036,0,0,0,1,0,2,2,2,2,0,9,9,9,9,9,9,9,9,9,9,4,4,1,0,24,24,24,24
5,sequence_19525,0,0,0,4,1,1,1,0,9,9,4,4,1,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
6,sequence_20061,0,0,0,4,1,1,1,0,9,9,4,4,1,1,0,7,7,7,3,1,0,7,7,7,7,7,7,7
7,sequence_19496,0,0,0,4,1,1,1,0,3,3,3,1,0,6,6,6,6,2,2,2,2,2,2,2,0,8,8,8
8,sequence_19477,0,0,0,4,1,1,1,0,3,3,3,1,0,6,6,6,6,2,2,2,2,2,2,2,0,8,8,8
9,sequence_19363,0,0,3,3,3,3,3,1,0,2,2,2,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
10,sequence_19500,0,0,3,3,3,3,3,1,0,10,10,10,4,4,4,4,4,4,4,4,1,0,10,10,10,10,4,4
11,sequence_19453,0,2,2,2,2,0,7,7,7,7,7,7,7,7,3,1,1,1,0,7,7,3,3,3,3,1,0,28
12,sequence_53075,0,0,0,1,0,6,6,6,6,6,6,6,6,2,2,2,0,18,18,18,18,18,18,18,18,18,18,18
13,sequence_19522,0,0,3,3,3,3,3,1,0,10,10,10,4,4,4,4,4,4,4,4,1,0,10,10,10,10,4,4
14,sequence_19523,0,0,3,3,3,3,3,1,0,10,10,10,4,4,4,4,4,4,4,4,1,0,10,10,10,10,4,4
15,sequence_53078,0,0,0,1,0,6,6,6,6,6,6,6,6,2,2,2,0,18,18,18,18,18,18,18,18,18,18,18
16,sequence_20069,0,0,0,1,0,2,2,2,2,0,11,11,11,11,11,11,5,5,5,5,5,5,5,11,5,5,5,2
17,sequence_53062,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,2,0,19,19,19,19,19,19,19,19,19,19
18,sequence_20060,0,0,0,4,1,1,1,0,9,9,4,4,1,1,0,7,7,7,3,1,0,7,7,7,7,7,7,7
19,sequence_53066,0,0,0,1,0,6,6,6,6,6,6,6,6,2,2,2,0,14,14,14,14,14,14,14,14,14,14,14
20,sequence_19417,0,0,3,3,3,3,3,1,0,2,2,2,2,0,7,3,3,3,1,0,21,21,21,21,21,21,21,21
21,sequence_19391,0,2,2,2,2,0,7,7,7,7,7,7,7,7,3,1,1,1,0,20,9,9,9,9,9,9,9,9
22,sequence_19447,0,0,0,4,1,1,1,0,3,3,3,1,0,14,14,14,14,6,6,6,6,6,6,6,6,6,6,6
23,sequence_53079,0,0,0,1,0,6,6,6,6,6,6,6,6,2,2,2,0,14,14,14,14,14,14,14,14,14,14,14
24,sequence_20042,0,2,2,2,2,0,0,8,8,8,8,3,3,3,1,0,11,11,11,11,11,11,11,24,11,11,11,11
25,sequence_19419,0,2,2,2,2,0,7,7,7,7,7,7,7,7,3,1,1,1,0,7,7,3,3,3,3,1,0,5
26,sequence_19425,0,2,2,2,2,0,0,3,1,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,26,26,26
27,sequence_19450,0,0,0,4,1,1,1,0,3,3,3,1,0,14,14,14,14,6,6,6,6,6,6,6,6,6,6,6
28,sequence_53085,0,2,2,2,2,0,0,3,1,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3
29,sequence_19509,0,0,0,4,1,1,1,0,3,3,3,1,0,6,6,6,6,2,2,2,2,2,2,2,0,12,12,12
30,sequence_53059,0,0,0,1,0,6,6,6,6,6,6,6,6,2,2,2,0,18,18,18,18,18,18,18,18,18,18,18
31,sequence_19430,0,2,2,2,2,0,7,7,7,7,7,7,7,7,3,1,1,1,0,20,9,9,9,9,9,9,9,9
32,sequence_20052,0,0,0,1,0,2,2,2,2,0,9,9,9,9,9,9,9,9,9,9,4,4,1,0,24,24,24,24
33,sequence_19369,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,2,0,7,3,3,1,0,1,1,0,22,22
34,sequence_53064,0,0,0,1,0,6,6,6,6,6,6,6,6,2,2,2,0,14,14,14,14,14,14,14,14,14,14,14
35,sequence_20072,0,0,0,1,0,2,2,2,2,0,9,9,9,9,9,9,9,9,9,9,4,4,1,0,25,25,25,25
36,sequence_20038,0,0,3,3,3,3,3,1,0,2,2,2,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
37,sequence_20039,0,2,2,2,2,0,0,8,8,8,8,3,3,3,1,0,11,11,11,11,11,11,11,24,11,11,11,11
38,sequence_19506,0,0,3,3,3,3,3,1,0,10,10,10,4,4,4,4,4,4,4,4,1,0,23,23,23,23,23,23
39,sequence_20064,1,1,1,0,4,4,4,4,4,4,1,0,10,10,10,10,10,10,10,10,10,10,4,4,4,4,1,1
40,sequence_19530,0,0,3,3,3,3,3,1,0,10,10,10,4,4,4,4,4,4,4,4,1,0,23,23,23,23,23,23
41,sequence_19498,0,0,0,4,1,1,1,0,9,9,4,4,1,1,0,7,7,7,3,1,0,22,22,22,22,22,10,10
42,sequence_19504,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,2,0,7,3,3,1,0,5,2,2,2,0
43,sequence_19386,0,0,3,3,3,3,3,1,0,2,2,2,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
44,sequence_19519,0,0,3,3,3,3,3,1,0,10,10,10,4,4,4,4,4,4,4,4,1,0,10,10,10,10,4,4
45,sequence_19404,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,2,0,7,3,3,1,0,1,1,0,22,22
46,sequence_19446,0,0,3,3,3,3,3,1,0,2,2,2,2,0,7,3,3,3,1,0,20,20,20,20,20,20,20,20
47,sequence_20063,0,0,0,1,0,2,2,2,2,0,11,11,11,11,11,11,5,5,5,5,5,5,5,11,5,5,5,2
48,sequence_20043,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,2,0,7,3,3,1,0,1,1,0,22,22
49,sequence_19497,0,2,2,2,2,0,0,8,8,8,8,3,3,3,1,0,17,17,17,17,17,17,17,17,17,17,17,17
50,sequence_19490,0,0,3,3,3,3,3,1,0,10,10,10,4,4,4,4,4,4,4,4,1,0,23,23,23,23,23,23
51,sequence_19376,0,2,2,2,2,0,7,7,7,7,7,7,7,7,3,1,1,1,0,20,9,9,9,9,9,9,9,9
52,sequence_19406,0,0,0,4,1,1,1,0,3,3,3,1,0,14,14,14,14,6,6,6,6,6,6,6,6,6,6,6
53,sequence_19405,0,0,3,3,3,3,3,1,0,2,2,2,2,0,7,3,3,3,1,0,21,21,21,21,21,21,21,21
54,sequence_19382,0,0,3,3,3,3,3,1,0,2,2,2,2,0,7,3,3,3,1,0,21,21,21,21,21,21,21,21
55,sequence_20067,0,0,0,1,0,2,2,2,2,0,11,11,11,11,11,11,5,5,5,5,5,5,5,11,5,5,5,2
56,sequence_19409,0,2,2,2,2,0,0,3,1,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,26,26,26
57,sequence_19354,0,0,0,4,1,1,1,0,3,3,3,1,0,14,14,14,14,6,6,6,6,6,6,6,6,6,6,6
58,sequence_20040,0,0,0,1,0,2,2,2,2,0,9,9,9,9,9,9,9,9,9,9,4,4,1,0,24,24,24,24
59,sequence_19370,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,2,0,7,3,3,1,0,1,1,0,22,22
60,sequence_19432,0,0,0,4,1,1,1,0,3,3,3,1,0,6,6,6,6,2,2,2,2,2,2,2,0,12,12,12
61,sequence_19371,0,0,3,3,3,3,3,1,0,2,2,2,2,0,7,3,3,3,1,0,21,21,21,21,21,21,21,21
62,sequence_19434,0,2,2,2,2,0,7,7,7,7,7,7,7,7,3,1,1,1,0,7,7,3,3,3,3,1,0,5
63,sequence_19505,0,0,3,3,3,3,3,1,0,10,10,10,4,4,4,4,4,4,4,4,1,0,23,23,23,23,23,23
64,sequence_53070,0,2,2,2,2,0,0,3,1,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3
65,sequence_19392,0,2,2,2,2,0,7,7,7,7,7,7,7,7,3,1,1,1,0,7,7,3,3,3,3,1,0,5
66,sequence_19357,0,0,0,4,1,1,1,0,9,9,4,4,1,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
67,sequence_20056,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,2,0,7,3,3,1,0,5,2,2,2,0
68,sequence_19526,0,2,2,2,2,0,7,7,7,7,7,7,7,7,3,1,1,1,0,7,7,3,3,3,3,1,0,5
69,sequence_20046,0,2,2,2,2,0,0,8,8,8,8,3,3,3,1,0,11,11,11,11,11,11,11,24,11,11,11,11
70,sequence_19443,0,0,3,3,3,3,3,1,0,2,2,2,2,0,7,3,3,3,1,0,20,20,20,20,20,20,20,20
71,sequence_19410,0,0,0,4,1,1,1,0,3,3,3,1,0,14,14,14,14,6,6,6,6,6,6,6,6,6,6,6
72,sequence_19390,0,2,2,2,2,0,7,7,7,7,7,7,7,7,3,1,1,1,0,20,9,9,9,9,9,9,9,9
73,sequence_19439,0,2,2,2,2,0,0,3,1,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,26,26,26
74,sequence_20071,0,2,2,2,2,0,0,8,8,8,8,3,3,3,1,0,11,11,11,11,11,11,11,24,11,11,11,11
75,sequence_19451,0,0,0,4,1,1,1,0,9,9,4,4,1,1,0,7,7,7,3,1,0,22,22,22,22,22,10,10
76,sequence_20041,0,0,0,1,0,2,2,2,2,0,9,9,9,9,9,9,9,9,9,9,4,4,1,0,25,25,25,25
77,sequence_19415,0,0,0,4,1,1,1,0,3,3,3,1,0,14,14,14,14,6,6,6,6,6,6,6,6,6,6,6
78,sequence_20035,0,2,2,2,2,0,0,8,8,8,8,3,3,3,1,0,11,11,11,11,11,11,11,24,11,11,11,11
79,sequence_20051,0,0,0,1,0,2,2,2,2,0,11,11,11,11,11,11,5,5,5,5,5,5,5,11,5,5,5,2
80,sequence_19397,0,0,0,4,1,1,1,0,3,3,3,1,0,6,6,6,6,2,2,2,2,2,2,2,0,12,12,12
81,sequence_19394,0,0,3,3,3,3,3,1,0,2,2,2,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
82,sequence_19374,0,2,2,2,2,0,7,7,7,7,7,7,7,7,3,1,1,1,0,20,9,9,9,9,9,9,9,9
83,sequence_19378,0,0,0,4,1,1,1,0,3,3,3,1,0,6,6,6,6,2,2,2,2,2,2,2,0,8,8,8
