,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_53082,0,0,0,0,0,0,0,0,0,0
1,sequence_19402,3,3,3,3,3,3,3,3,3,11
2,sequence_20054,6,6,6,6,6,6,6,6,6,4
3,sequence_20048,6,6,6,6,6,6,6,6,6,4
4,sequence_20036,6,6,6,6,6,6,6,6,6,4
5,sequence_19525,13,13,13,13,13,13,13,13,13,10
6,sequence_20061,12,12,12,12,12,12,12,12,12,9
7,sequence_19496,10,10,10,10,10,10,10,10,10,7
8,sequence_19477,23,23,23,23,23,23,24,24,24,24
9,sequence_19363,3,3,3,3,3,3,3,3,3,12
10,sequence_19500,16,16,16,16,16,16,17,17,17,15
11,sequence_19453,21,21,21,21,21,21,22,22,22,22
12,sequence_53075,1,1,1,1,1,1,1,1,1,1
13,sequence_19522,17,17,17,17,17,17,18,18,18,16
14,sequence_19523,13,13,13,13,13,13,13,13,13,10
15,sequence_53078,1,1,1,1,1,1,1,1,1,1
16,sequence_20069,14,14,14,14,14,14,15,15,15,13
17,sequence_53062,29,29,29,29,29,29,30,30,30,30
18,sequence_20060,12,12,12,12,12,12,12,12,12,9
19,sequence_53066,19,19,19,19,19,19,20,20,20,20
20,sequence_19417,18,18,18,18,18,18,19,19,19,17
21,sequence_19391,9,9,9,9,9,9,9,9,9,6
22,sequence_19447,5,5,5,5,5,5,5,5,5,3
23,sequence_53079,17,17,17,17,17,17,18,18,18,16
24,sequence_20042,2,2,2,2,2,2,2,2,2,2
25,sequence_19419,15,15,15,15,15,15,16,16,16,14
26,sequence_19425,20,20,20,20,20,20,21,21,21,21
27,sequence_19450,27,27,27,27,27,27,14,14,14,12
28,sequence_53085,28,28,28,28,28,28,29,29,29,29
29,sequence_19509,13,13,13,13,13,13,13,13,13,10
30,sequence_53059,19,19,19,19,19,19,20,20,20,20
31,sequence_19430,21,21,21,21,21,21,22,22,22,22
32,sequence_20052,6,6,6,6,6,6,6,6,6,4
33,sequence_19369,7,7,7,7,7,7,7,7,7,5
34,sequence_53064,19,19,19,19,19,19,20,20,20,20
35,sequence_20072,12,12,12,12,12,12,12,12,12,9
36,sequence_20038,3,3,3,3,3,3,3,3,3,13
37,sequence_20039,2,2,2,2,2,2,2,2,2,2
38,sequence_19506,17,17,17,17,17,17,18,18,18,16
39,sequence_20064,22,22,22,22,22,22,23,23,23,23
40,sequence_19530,17,17,17,17,17,17,18,18,18,16
41,sequence_19498,23,23,23,23,23,23,24,24,24,24
42,sequence_19504,25,25,25,25,25,25,26,26,26,26
43,sequence_19386,3,3,3,3,3,3,3,3,3,12
44,sequence_19519,16,16,16,16,16,16,17,17,17,15
45,sequence_19404,7,7,7,7,7,7,7,7,7,5
46,sequence_19446,11,11,11,11,11,11,11,11,11,8
47,sequence_20063,14,14,14,14,14,14,15,15,15,13
48,sequence_20043,4,4,4,4,4,4,4,4,4,19
49,sequence_19497,26,26,26,26,26,26,27,27,27,27
50,sequence_19490,17,17,17,17,17,17,18,18,18,16
51,sequence_19376,9,9,9,9,9,9,9,9,9,6
52,sequence_19406,5,5,5,5,5,5,5,5,5,3
53,sequence_19405,18,18,18,18,18,18,19,19,19,17
54,sequence_19382,18,18,18,18,18,18,19,19,19,17
55,sequence_20067,14,14,14,14,14,14,15,15,15,13
56,sequence_19409,9,9,9,9,9,9,9,9,9,6
57,sequence_19354,5,5,5,5,5,5,5,5,5,3
58,sequence_20040,6,6,6,6,6,6,6,6,6,4
59,sequence_19370,7,7,7,7,7,7,7,7,7,5
60,sequence_19432,8,8,8,8,8,8,8,8,8,10
61,sequence_19371,18,18,18,18,18,18,19,19,19,17
62,sequence_19434,15,15,15,15,15,15,16,16,16,14
63,sequence_19505,16,16,16,16,16,16,17,17,17,15
64,sequence_53070,9,9,9,9,9,9,9,9,9,6
65,sequence_19392,15,15,15,15,15,15,16,16,16,14
66,sequence_19357,18,18,18,18,18,18,19,19,19,17
67,sequence_20056,25,25,25,25,25,25,26,26,26,26
68,sequence_19526,24,24,24,24,24,24,25,25,25,25
69,sequence_20046,2,2,2,2,2,2,2,2,2,2
70,sequence_19443,11,11,11,11,11,11,11,11,11,8
71,sequence_19410,5,5,5,5,5,5,5,5,5,3
72,sequence_19390,9,9,9,9,9,9,9,9,9,6
73,sequence_19439,21,21,21,21,21,21,22,22,22,22
74,sequence_20071,24,24,24,24,24,24,25,25,25,25
75,sequence_19451,27,27,27,27,27,27,28,28,28,28
76,sequence_20041,10,10,10,10,10,10,10,10,10,7
77,sequence_19415,10,10,10,10,10,10,14,14,14,12
78,sequence_20035,2,2,2,2,2,2,2,2,2,2
79,sequence_20051,19,19,19,19,19,19,20,20,20,20
80,sequence_19397,10,10,10,10,10,10,10,10,10,7
81,sequence_19394,3,3,3,3,3,3,3,3,3,11
82,sequence_19374,9,9,9,9,9,9,9,9,9,6
83,sequence_19378,10,10,10,10,10,10,10,10,10,7
84,sequence_19441,11,11,11,11,11,11,11,11,11,8
85,sequence_19433,8,8,8,8,8,8,8,8,8,10
86,sequence_20062,12,12,12,12,12,12,12,12,12,9
87,sequence_19393,27,27,27,27,27,27,28,28,28,28
88,sequence_20065,6,6,6,6,6,6,6,6,6,4
89,sequence_19383,11,11,11,11,11,11,11,11,11,8
90,sequence_19422,17,17,17,17,17,17,18,18,18,16
91,sequence_19495,13,13,13,13,13,13,13,13,13,10
92,sequence_19431,15,15,15,15,15,15,16,16,16,14
93,sequence_20058,14,14,14,14,14,14,15,15,15,13
94,sequence_19488,9,9,9,9,9,9,9,9,9,6
95,sequence_19375,10,10,10,10,10,10,10,10,10,7
96,sequence_19511,25,25,25,25,25,25,26,26,26,26
97,sequence_53065,19,19,19,19,19,19,20,20,20,20
98,sequence_53074,1,1,1,1,1,1,1,1,1,1
99,sequence_20050,18,18,18,18,18,18,19,19,19,17
100,sequence_19515,16,16,16,16,16,16,17,17,17,15
101,sequence_20057,14,14,14,14,14,14,15,15,15,13
102,sequence_19438,5,5,5,5,5,5,5,5,5,3
103,sequence_19486,13,13,13,13,13,13,13,13,13,10
104,sequence_19389,11,11,11,11,11,11,11,11,11,8
105,sequence_19468,16,16,16,16,16,16,17,17,17,15
106,sequence_20068,12,12,12,12,12,12,12,12,12,9
107,sequence_19420,10,10,10,10,10,10,10,10,10,7
108,sequence_20076,12,12,12,12,12,12,12,12,12,9
109,sequence_20070,24,24,24,24,24,24,25,25,25,25
110,sequence_19399,10,10,10,10,10,10,10,10,10,11
111,sequence_19436,15,15,15,15,15,15,16,16,16,14
112,sequence_19492,24,24,24,24,24,24,25,25,25,25
113,sequence_19445,7,7,7,7,7,7,7,7,7,5
114,sequence_19403,29,29,29,29,29,29,30,30,30,30
115,sequence_19428,20,20,20,20,20,20,21,21,21,21
116,sequence_19377,10,10,10,10,10,10,10,10,10,11
117,sequence_19427,27,27,27,27,27,27,14,14,14,12
118,sequence_19521,30,30,30,30,30,30,31,31,31,31
119,sequence_20045,14,14,14,14,14,14,15,15,15,13
120,sequence_19412,27,27,27,27,27,27,14,14,14,12
121,sequence_19508,17,17,17,17,17,17,18,18,18,16
122,sequence_53080,1,1,1,1,1,1,1,1,1,1
123,sequence_20073,14,14,14,14,14,14,15,15,15,13
124,sequence_19442,21,21,21,21,21,21,22,22,22,22
125,sequence_53077,0,0,0,0,0,0,0,0,0,18
126,sequence_19429,7,7,7,7,7,7,7,7,7,5
127,sequence_19416,5,5,5,5,5,5,5,5,5,3
128,sequence_20055,6,6,6,6,6,6,6,6,6,4
129,sequence_19388,5,5,5,5,5,5,5,5,5,3
130,sequence_20049,2,2,2,2,2,2,2,2,2,2
131,sequence_20059,12,12,12,12,12,12,12,12,12,9
132,sequence_19467,23,23,23,23,23,23,24,24,24,24
133,sequence_19373,9,9,9,9,9,9,9,9,9,6
134,sequence_19396,10,10,10,10,10,10,10,10,10,7
135,sequence_19527,10,10,10,10,10,10,10,10,10,7
136,sequence_19435,15,15,15,15,15,15,16,16,16,14
137,sequence_53069,27,27,27,27,27,27,28,28,28,28
138,sequence_19418,17,17,17,17,17,17,18,18,18,16
139,sequence_20075,26,26,26,26,26,26,27,27,27,27
140,sequence_19423,8,8,8,8,8,8,8,8,8,3
141,sequence_19516,13,13,13,13,13,13,13,13,13,10
142,sequence_19512,25,25,25,25,25,25,26,26,26,26
143,sequence_19387,27,27,27,27,27,27,14,14,14,12
144,sequence_53061,4,4,4,4,4,4,4,4,4,18
145,sequence_19448,11,11,11,11,11,11,11,11,11,8
146,sequence_19469,16,16,16,16,16,16,17,17,17,15
147,sequence_19449,27,27,27,27,27,27,28,28,28,28
148,sequence_53063,11,11,11,11,11,11,11,11,11,8
149,sequence_19457,8,8,8,8,8,8,8,8,8,7
150,sequence_19466,26,26,26,26,26,26,27,27,27,27
151,sequence_19494,15,15,15,15,15,15,16,16,16,14
152,sequence_19454,8,8,8,8,8,8,8,8,8,10
153,sequence_19529,17,17,17,17,17,17,18,18,18,16
154,sequence_19426,8,8,8,8,8,8,8,8,8,10
155,sequence_19491,17,17,17,17,17,17,18,18,18,16
156,sequence_19421,15,15,15,15,15,15,16,16,16,14
157,sequence_19514,11,11,11,11,11,11,11,11,11,8
158,sequence_19368,10,10,10,10,10,10,14,14,14,12
159,sequence_19437,10,10,10,10,10,10,10,10,10,7
160,sequence_20044,27,27,27,27,27,27,14,14,14,12
161,sequence_19501,20,20,20,20,20,20,21,21,21,21
162,sequence_20074,14,14,14,14,14,14,15,15,15,13
163,sequence_19395,20,20,20,20,20,20,21,21,21,21
164,sequence_19510,17,17,17,17,17,17,18,18,18,16
165,sequence_19489,13,13,13,13,13,13,13,13,13,10
166,sequence_19440,18,18,18,18,18,18,19,19,19,17
167,sequence_19408,18,18,18,18,18,18,19,19,19,17
168,sequence_53076,25,25,25,25,25,25,26,26,26,18
169,sequence_19372,9,9,9,9,9,9,9,9,9,6
170,sequence_19507,24,24,24,24,24,24,25,25,25,25
171,sequence_20066,12,12,12,12,12,12,12,12,12,9
172,sequence_19524,13,13,13,13,13,13,13,13,13,10
173,sequence_19414,20,20,20,20,20,20,21,21,21,21
174,sequence_19485,13,13,13,13,13,13,13,13,13,10
175,sequence_19384,5,5,5,5,5,5,5,5,5,3
176,sequence_19493,17,17,17,17,17,17,18,18,18,16
177,sequence_19484,25,25,25,25,25,25,26,26,26,26
178,sequence_53073,1,1,1,1,1,1,1,1,1,1
179,sequence_20034,4,4,4,4,4,4,4,4,4,19
180,sequence_19456,15,15,15,15,15,15,16,16,16,14
181,sequence_53067,19,19,19,19,19,19,20,20,20,20
182,sequence_19502,24,24,24,24,24,24,25,25,25,25
183,sequence_20053,12,12,12,12,12,12,12,12,12,9
184,sequence_19355,18,18,18,18,18,18,19,19,19,17
185,sequence_19365,20,20,20,20,20,20,21,21,21,21
186,sequence_20047,12,12,12,12,12,12,12,12,12,9
187,sequence_19528,17,17,17,17,17,17,18,18,18,16
188,sequence_19455,21,21,21,21,21,21,22,22,22,22
189,sequence_19479,23,23,23,23,23,23,24,24,24,24
190,sequence_19452,21,21,21,21,21,21,22,22,22,22
191,sequence_19407,20,20,20,20,20,20,21,21,21,21
192,sequence_19444,20,20,20,20,20,20,21,21,21,21
193,sequence_19499,24,24,24,24,24,24,25,25,25,25
194,sequence_19487,9,9,9,9,9,9,9,9,9,6
195,sequence_19398,17,17,17,17,17,17,18,18,18,11
196,sequence_19424,5,5,5,5,5,5,5,5,5,3
197,sequence_20037,12,12,12,12,12,12,12,12,12,9
198,sequence_53058,26,26,26,26,26,26,27,27,27,27
199,sequence_19458,22,22,22,22,22,22,23,23,23,23
200,sequence_19470,26,26,26,26,26,26,27,27,27,27
201,sequence_19364,27,27,27,27,27,27,28,28,28,28
202,sequence_19366,2,2,2,2,2,2,2,2,2,2
203,sequence_19361,20,20,20,20,20,20,21,21,21,21
204,sequence_19358,3,3,3,3,3,3,3,3,3,28
205,sequence_19360,27,27,27,27,27,27,28,28,28,28
206,sequence_19474,23,23,23,23,23,23,24,24,24,24
207,sequence_53060,1,1,1,1,1,1,1,1,1,1
208,sequence_19473,24,24,24,24,24,24,25,25,25,25
209,sequence_19459,25,25,25,25,25,25,26,26,26,26
210,sequence_19481,23,23,23,23,23,23,24,24,24,24
211,sequence_19465,23,23,23,23,23,23,24,24,24,24
212,sequence_19476,23,23,23,23,23,23,24,24,24,24
213,sequence_19480,24,24,24,24,24,24,25,25,25,25
214,sequence_19463,25,25,25,25,25,25,26,26,26,26
215,sequence_19464,26,26,26,26,26,26,27,27,27,27
216,sequence_19359,24,24,24,24,24,24,25,25,25,25
217,sequence_19350,25,25,25,25,25,25,26,26,26,26
218,sequence_19367,27,27,27,27,27,27,28,28,28,28
219,sequence_19471,13,13,13,13,13,13,13,13,13,10
220,sequence_19475,24,24,24,24,24,24,25,25,25,25
221,sequence_19353,5,5,5,5,5,5,5,5,5,3
222,sequence_19461,25,25,25,25,25,25,26,26,26,26
223,sequence_19483,23,23,23,23,23,23,24,24,24,24
224,sequence_19472,23,23,23,23,23,23,24,24,24,24
225,sequence_19462,22,22,22,22,22,22,23,23,23,23
226,sequence_19362,27,27,27,27,27,27,14,14,14,12
227,sequence_19349,22,22,22,22,22,22,23,23,23,23
228,sequence_19478,23,23,23,23,23,23,24,24,24,24
229,sequence_19351,25,25,25,25,25,25,26,26,26,26
230,sequence_19460,22,22,22,22,22,22,23,23,23,23
231,sequence_19352,26,26,26,26,26,26,27,27,27,27
232,sequence_19482,24,24,24,24,24,24,25,25,25,25
233,sequence_19518,23,23,23,23,23,23,24,24,24,24
234,sequence_19356,26,26,26,26,26,26,27,27,27,27
235,sequence_19503,23,23,23,23,23,23,24,24,24,24
236,sequence_19517,24,24,24,24,24,24,25,25,25,25
237,sequence_19520,23,23,23,23,23,23,24,24,24,24
238,sequence_19385,27,27,27,27,27,27,28,28,28,28
239,sequence_19411,27,27,27,27,27,27,28,28,28,28
240,sequence_19513,23,23,23,23,23,23,24,24,24,24
241,sequence_19413,27,27,27,27,27,27,28,28,28,28
242,sequence_53083,0,0,0,0,0,0,0,0,0,0
243,sequence_53088,28,28,28,28,28,28,29,29,29,29
244,sequence_19381,29,29,29,29,29,29,30,30,30,30
245,sequence_53081,0,0,0,0,0,0,0,0,0,0
246,sequence_53086,28,28,28,28,28,28,29,29,29,29
247,sequence_53087,0,0,0,0,0,0,0,0,0,0
248,sequence_19400,3,3,3,3,3,3,3,3,3,11
249,sequence_53068,28,28,28,28,28,28,29,29,29,29
250,sequence_53072,0,0,0,0,0,0,0,0,0,0
251,sequence_53098,28,28,28,28,28,28,29,29,29,29
252,sequence_53052,0,0,0,0,0,0,0,0,0,0
253,sequence_53084,0,0,0,0,0,0,0,0,0,0
254,sequence_53099,0,0,0,0,0,0,0,0,0,0
255,sequence_53056,0,0,0,0,0,0,0,0,0,0
256,sequence_19347,30,30,30,30,30,30,31,31,31,31
257,sequence_19379,30,30,30,30,30,30,31,31,31,31
258,sequence_19348,29,29,29,29,29,29,30,30,30,30
259,sequence_19380,29,29,29,29,29,29,30,30,30,30
260,sequence_19401,30,30,30,30,30,30,31,31,31,31
