,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_53082,0,0,0,0,0,0,0,0,0,0
1,sequence_19402,5,15,15,16,15,16,16,16,15,16
2,sequence_20054,13,12,12,13,12,13,13,13,12,13
3,sequence_20048,23,24,24,24,24,24,24,24,24,25
4,sequence_20036,12,11,11,12,11,12,12,12,11,12
5,sequence_19525,14,13,13,14,13,14,14,14,13,14
6,sequence_20061,12,11,11,12,11,12,12,12,11,12
7,sequence_19496,1,1,1,1,1,1,1,1,1,1
8,sequence_19477,27,28,28,28,28,28,28,28,28,18
9,sequence_19363,5,2,2,2,2,2,2,2,2,2
10,sequence_19500,15,14,14,15,14,15,15,15,14,15
11,sequence_19453,25,26,26,26,26,26,26,26,26,21
12,sequence_53075,22,22,22,23,22,23,23,23,22,24
13,sequence_19522,21,21,21,22,21,22,22,22,21,23
14,sequence_19523,14,13,13,14,13,14,14,14,13,14
15,sequence_53078,14,13,13,14,13,14,14,14,13,14
16,sequence_20069,17,17,17,18,17,18,18,18,17,19
17,sequence_53062,18,18,18,19,18,19,19,19,18,20
18,sequence_20060,12,11,11,12,11,12,12,12,11,12
19,sequence_53066,23,24,24,24,24,24,24,24,24,25
20,sequence_19417,2,3,3,3,3,3,3,3,3,3
21,sequence_19391,10,9,9,10,9,10,10,10,9,10
22,sequence_19447,7,6,6,7,6,7,7,7,6,7
23,sequence_53079,23,24,24,24,24,24,24,24,24,25
24,sequence_20042,4,5,5,5,5,5,5,5,5,5
25,sequence_19419,9,8,8,9,8,9,9,9,8,9
26,sequence_19425,24,25,25,25,25,25,25,25,25,26
27,sequence_19450,7,6,6,7,6,7,7,7,6,18
28,sequence_53085,22,22,22,23,22,23,23,23,22,24
29,sequence_19509,14,13,13,14,13,14,14,14,13,14
30,sequence_53059,23,24,24,24,24,24,24,24,24,25
