,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_53082,0,2,3,2,1,3,5,5,0,9,7,10,7,4,2,7,5,3,11,9,9,9,22,9,8,9,7,0
1,sequence_19402,1,0,2,1,4,1,0,1,5,7,4,7,4,8,4,9,8,17,0,4,10,4,8,23,24,22,14,25
2,sequence_20054,1,0,0,0,3,6,7,4,2,1,6,0,9,0,3,14,15,11,13,14,7,14,19,14,11,20,22,16
3,sequence_20048,1,0,0,0,3,6,6,1,8,0,2,11,9,7,7,5,0,11,14,12,11,12,21,12,4,12,17,5
4,sequence_20036,1,1,0,0,3,6,6,4,2,0,6,0,12,13,13,14,15,9,13,14,7,21,6,21,11,5,22,21
5,sequence_19525,1,0,2,4,2,4,7,8,3,1,8,4,8,0,3,10,7,5,6,13,13,13,10,13,18,8,23,3
6,sequence_20061,1,1,0,0,3,6,6,4,2,0,6,0,12,13,13,14,15,9,13,8,21,21,6,21,21,1,4,21
7,sequence_19496,1,0,2,4,0,4,7,8,3,5,8,6,8,3,3,10,7,14,6,5,0,5,0,5,6,24,9,3
8,sequence_19477,1,1,1,4,0,0,4,0,7,5,1,6,6,3,8,12,9,14,9,11,19,11,14,11,7,7,6,6
9,sequence_19363,1,1,1,1,4,1,0,6,1,7,10,7,4,8,4,9,8,17,0,4,10,4,8,4,24,15,14,25
10,sequence_19500,1,1,1,1,4,1,0,6,1,7,10,7,0,6,4,8,13,8,12,6,17,6,16,6,20,18,12,10
11,sequence_19453,1,0,2,3,0,2,3,3,9,6,0,1,0,5,6,15,16,6,19,18,20,18,9,18,0,10,13,18
12,sequence_53075,1,1,0,4,2,0,4,4,2,3,11,3,13,10,15,1,1,0,16,20,15,20,18,20,13,16,18,19
13,sequence_19522,1,0,2,1,4,1,0,1,5,10,4,12,10,14,9,6,0,2,14,0,16,0,12,0,22,0,24,12
14,sequence_19523,1,0,2,4,2,4,7,8,3,1,8,4,8,0,3,10,7,5,6,13,13,13,10,13,18,8,23,3
15,sequence_53078,1,0,0,4,2,4,7,8,2,1,11,4,13,0,15,1,7,5,16,20,13,20,18,20,13,20,18,9
16,sequence_20069,1,1,0,0,3,6,6,4,8,0,2,11,5,7,7,5,6,13,5,12,4,12,17,12,16,13,8,5
17,sequence_53062,0,2,3,2,1,5,2,2,4,8,7,2,3,9,14,2,3,15,8,17,2,17,4,17,12,21,2,17
18,sequence_20060,1,1,0,0,3,6,6,4,2,0,6,0,12,13,13,14,15,9,13,8,21,21,6,21,21,1,4,21
19,sequence_53066,1,0,0,1,4,1,0,1,5,10,4,12,10,12,9,1,0,7,17,0,11,22,15,22,9,19,24,9
20,sequence_19417,1,0,2,1,4,1,0,1,5,10,4,12,10,14,9,6,0,18,14,0,16,0,12,23,22,0,17,12
21,sequence_19391,1,0,2,3,0,2,3,3,9,6,0,1,1,8,6,3,16,12,7,18,20,18,8,18,0,6,0,7
22,sequence_19447,1,1,1,4,0,0,4,0,7,5,1,6,6,3,8,12,9,14,9,11,19,11,14,11,7,7,1,6
23,sequence_53079,1,0,2,1,4,1,0,1,5,10,4,12,10,12,9,1,0,7,17,0,11,22,15,22,9,0,24,9
24,sequence_20042,1,0,0,0,3,6,6,3,8,0,2,0,9,7,10,5,2,11,15,2,7,2,21,2,10,12,21,26
25,sequence_19419,1,0,2,3,5,2,3,3,9,6,0,1,1,5,10,0,11,12,19,7,6,7,5,7,17,10,0,18
26,sequence_19425,1,1,1,3,5,2,1,7,6,4,9,8,0,1,11,15,4,6,18,6,17,6,9,6,19,23,19,15
27,sequence_19450,1,1,1,4,0,0,4,0,7,5,1,6,6,3,8,12,9,14,9,11,19,11,14,11,7,7,1,6
28,sequence_53085,1,1,0,3,5,2,1,7,6,4,11,8,13,12,0,11,4,7,17,15,15,22,23,22,14,26,3,19
29,sequence_19509,1,0,2,4,2,4,7,8,3,1,8,4,8,0,3,10,7,5,6,13,13,13,10,13,18,8,23,3
30,sequence_53059,1,0,0,4,2,4,7,8,2,1,11,4,9,0,15,1,7,5,16,20,13,20,18,20,13,20,18,9
31,sequence_19430,1,0,2,3,5,2,3,3,9,6,0,1,1,5,10,0,16,4,19,7,5,7,5,7,17,10,13,7
32,sequence_20052,1,0,0,0,3,6,7,4,2,1,6,0,9,0,3,14,15,11,13,14,7,14,19,14,4,20,22,16
33,sequence_19369,0,2,3,2,1,5,2,2,4,2,3,2,3,2,12,16,10,1,10,10,8,10,2,24,15,3,11,8
34,sequence_53064,1,1,0,1,4,1,6,6,8,7,11,11,13,12,0,1,6,7,17,12,11,22,15,22,1,19,27,19
35,sequence_20072,1,1,0,0,3,6,6,4,2,0,6,0,12,13,13,14,14,9,5,8,21,8,6,8,21,5,4,11
36,sequence_20038,1,1,0,0,3,6,6,4,8,0,2,11,5,7,7,5,14,13,5,12,21,12,17,12,16,15,8,11
37,sequence_20039,1,1,0,0,3,6,6,4,8,0,2,11,5,7,7,5,2,13,15,2,4,2,21,2,10,12,21,26
38,sequence_19506,1,0,2,1,4,1,0,1,5,10,4,12,10,14,9,6,0,2,14,0,16,0,12,0,9,0,24,12
39,sequence_20064,0,2,3,2,1,5,2,5,4,8,7,5,7,9,14,2,3,15,2,3,2,3,13,3,2,4,2,17
40,sequence_19530,1,0,2,1,4,1,0,1,5,10,4,12,10,8,9,3,8,17,0,0,10,0,8,23,24,22,14,25
41,sequence_19498,1,1,1,4,2,0,4,0,7,3,1,3,2,10,1,4,12,0,1,1,3,1,20,1,23,16,20,22
42,sequence_19504,0,2,3,2,1,5,2,2,4,2,5,9,3,2,5,16,10,1,10,10,8,10,11,10,15,3,10,8
43,sequence_19386,1,1,1,1,4,1,0,6,1,7,10,7,4,8,4,9,8,17,0,4,10,4,8,4,24,15,14,25
44,sequence_19519,1,1,1,1,4,1,0,6,1,7,10,7,0,6,4,9,13,17,12,6,10,6,16,6,20,18,12,10
45,sequence_19404,0,2,3,2,1,5,2,2,4,2,5,9,3,2,12,16,10,1,10,10,8,10,2,24,15,14,11,27
46,sequence_19446,1,0,2,1,4,1,0,1,5,10,4,12,10,14,9,6,0,18,14,0,16,0,12,0,22,0,17,12
47,sequence_20063,1,1,0,0,3,6,6,4,8,0,2,11,5,7,7,5,6,13,5,12,4,12,17,12,16,13,8,5
48,sequence_20043,0,2,3,2,1,5,2,2,4,2,5,9,3,11,12,16,10,1,8,17,8,17,2,17,12,17,25,4
49,sequence_19497,1,1,1,3,5,2,1,7,6,4,9,8,11,1,11,11,4,16,3,15,14,15,7,15,5,2,3,2
50,sequence_19490,1,0,2,1,4,1,0,1,5,10,4,12,10,14,9,6,0,2,14,0,16,0,12,0,9,0,24,12
51,sequence_19376,1,0,2,3,5,2,3,3,9,6,0,1,1,5,10,0,16,12,7,7,5,7,5,7,17,6,0,7
52,sequence_19406,1,1,1,4,0,0,4,0,7,5,1,6,6,3,8,12,9,14,9,11,19,11,14,11,7,7,6,23
53,sequence_19405,1,1,1,1,4,1,0,6,1,7,10,7,4,6,4,9,13,8,4,4,1,4,3,4,1,11,27,1
54,sequence_19382,1,1,1,1,4,1,0,6,1,7,10,7,4,6,4,8,13,8,12,4,1,4,16,4,1,18,12,1
55,sequence_20067,1,1,0,0,3,6,6,4,8,0,2,11,5,7,7,5,6,13,5,12,4,12,17,12,16,13,8,5
56,sequence_19409,1,1,1,3,5,2,1,7,6,4,9,8,11,1,11,11,4,4,3,15,14,15,7,15,5,2,3,15
57,sequence_19354,1,1,1,4,0,0,4,0,7,5,1,6,6,3,8,12,9,14,9,11,19,11,14,11,7,7,6,23
58,sequence_20040,1,0,0,0,3,6,7,4,2,1,6,0,9,0,3,14,15,11,13,14,7,14,19,14,11,20,22,16
59,sequence_19370,0,2,3,2,1,5,2,2,4,2,5,9,3,2,12,16,10,1,10,10,8,10,2,24,15,3,11,8
60,sequence_19432,1,0,2,4,2,4,7,8,3,1,8,4,8,0,3,10,7,5,6,13,13,13,10,13,18,8,23,3
61,sequence_19371,1,0,2,1,4,1,0,1,5,10,4,12,10,14,9,6,0,18,14,0,16,0,12,0,22,0,17,12
62,sequence_19434,1,0,2,3,5,2,3,3,9,6,0,1,1,5,10,0,11,12,19,7,6,7,5,7,17,10,13,18
63,sequence_19505,1,0,2,1,4,1,0,1,5,10,4,12,10,14,9,8,0,2,12,0,16,0,16,0,20,0,12,10
64,sequence_53070,1,0,2,3,5,2,3,3,9,6,0,1,1,5,10,0,16,4,17,7,5,7,5,7,17,6,13,7
65,sequence_19392,1,0,2,3,5,2,3,3,9,6,0,1,1,5,10,0,11,12,19,7,6,7,5,7,17,10,0,18
66,sequence_19357,1,1,1,4,2,0,4,0,7,3,1,3,2,10,1,4,1,0,1,19,3,19,20,19,3,25,5,14
67,sequence_20056,0,2,3,2,1,5,2,2,4,2,5,9,3,11,5,16,10,1,8,17,8,17,11,17,12,17,25,27
68,sequence_19526,1,0,2,3,0,2,3,3,9,6,0,1,1,5,6,3,11,12,19,18,20,18,5,18,0,10,0,18
69,sequence_20046,1,1,0,0,3,6,6,4,8,0,2,11,5,7,7,5,2,13,15,2,4,2,21,2,10,12,21,26
70,sequence_19443,1,1,1,1,4,1,0,6,1,7,10,7,4,6,4,6,13,8,4,4,1,4,3,4,1,18,27,1
71,sequence_19410,1,1,1,4,0,0,4,0,7,5,1,6,6,3,8,12,9,14,9,11,19,11,14,11,7,7,6,23
72,sequence_19390,1,0,2,3,5,2,3,3,9,6,0,1,1,5,10,0,16,4,7,7,5,7,5,7,17,6,0,7
73,sequence_19439,1,1,1,3,5,2,1,7,6,4,9,8,11,1,11,11,4,4,3,15,14,15,7,15,5,2,3,15
74,sequence_20071,1,1,0,0,3,6,6,4,8,0,2,11,5,13,13,5,14,13,15,8,21,8,17,8,10,13,21,11
75,sequence_19451,1,1,1,4,2,0,4,0,7,3,1,3,2,10,1,4,1,0,1,1,3,1,1,1,23,16,1,22
76,sequence_20041,1,0,0,0,3,6,6,4,2,5,6,0,9,13,13,14,14,11,13,8,21,8,19,8,6,20,22,11
77,sequence_19415,1,1,1,4,0,0,4,0,7,5,1,6,6,3,8,12,9,14,9,11,19,11,14,11,7,7,6,23
78,sequence_20035,1,1,0,0,3,6,6,4,8,0,2,11,5,7,7,5,2,13,15,2,4,2,21,2,10,12,21,26
79,sequence_20051,1,0,0,0,3,6,6,1,8,0,2,11,9,7,7,5,0,11,14,12,11,12,21,12,4,12,17,5
80,sequence_19397,1,0,2,4,2,4,7,8,3,1,8,4,8,0,3,10,7,5,6,13,13,13,10,13,18,8,23,3
81,sequence_19394,1,0,2,1,4,1,0,1,5,10,4,12,10,8,9,3,8,17,0,5,10,5,8,23,24,22,14,25
82,sequence_19374,1,0,2,3,5,2,3,3,9,6,0,1,1,5,10,0,16,4,7,7,5,7,5,7,17,6,0,7
83,sequence_19378,1,0,2,4,0,4,7,8,3,5,8,6,8,3,3,3,7,14,6,5,0,5,0,5,6,24,9,3
84,sequence_19441,1,1,1,1,4,1,0,6,1,7,10,7,4,6,4,6,13,8,4,4,1,4,3,4,1,18,27,1
85,sequence_19433,1,0,2,4,2,4,7,8,3,1,8,4,8,0,3,10,7,5,6,13,13,13,10,13,18,8,23,3
86,sequence_20062,1,1,0,0,3,6,6,4,2,0,6,0,12,13,13,14,15,9,13,14,7,21,6,21,11,5,4,21
87,sequence_19393,1,0,2,4,2,4,7,8,3,1,8,4,8,0,3,10,7,5,6,13,13,13,10,13,18,8,9,3
88,sequence_20065,1,0,0,0,3,6,7,4,2,1,6,0,9,0,3,14,15,11,13,14,7,14,19,14,11,20,22,16
89,sequence_19383,1,1,1,1,4,1,0,6,1,7,10,7,4,6,4,6,13,8,4,4,1,4,3,4,1,11,27,1
90,sequence_19422,1,0,2,1,4,1,0,1,5,10,4,12,10,14,9,6,0,18,14,0,16,0,12,23,22,0,17,12
91,sequence_19495,1,0,2,4,2,4,7,8,3,1,8,4,8,0,3,10,7,5,6,13,13,13,10,13,18,8,23,3
92,sequence_19431,1,0,2,3,5,2,3,3,9,6,0,1,0,5,10,15,16,6,19,7,6,16,9,16,17,10,13,18
93,sequence_20058,1,1,0,0,3,6,6,4,8,0,2,11,5,7,7,5,6,13,5,12,4,12,17,12,16,13,8,5
94,sequence_19488,1,0,2,3,0,2,3,3,9,6,0,1,1,5,6,3,16,12,7,18,20,18,5,18,0,6,0,7
95,sequence_19375,1,0,2,4,0,4,7,8,3,5,8,6,8,3,3,3,7,14,6,5,0,5,0,5,6,24,9,3
96,sequence_19511,0,2,3,2,1,5,2,2,4,2,5,9,3,11,5,16,10,1,10,10,8,10,11,10,25,14,26,27
97,sequence_53065,1,1,0,1,4,1,0,6,8,7,11,11,13,12,4,1,6,7,17,12,11,22,15,22,1,19,27,19
98,sequence_53074,1,1,0,4,2,0,4,4,2,3,11,3,13,10,15,1,1,0,16,20,15,20,18,20,13,16,18,19
99,sequence_20050,1,1,0,0,3,6,6,4,8,0,2,11,5,7,7,5,6,13,5,12,4,12,17,12,4,12,8,5
100,sequence_19515,1,1,1,1,4,1,0,6,1,7,10,7,4,6,4,9,13,8,4,4,10,4,3,4,1,15,27,1
101,sequence_20057,1,1,0,0,3,6,6,4,8,0,2,11,5,7,7,5,6,13,5,12,4,12,17,12,16,13,8,5
102,sequence_19438,1,1,1,4,2,0,4,0,7,3,1,3,2,10,1,4,12,0,1,19,3,19,20,19,23,16,1,14
103,sequence_19486,1,0,2,4,2,4,7,8,3,1,8,4,8,0,3,10,7,5,6,13,13,13,10,13,18,8,23,3
104,sequence_19389,1,0,2,1,4,1,0,1,5,10,4,12,10,14,9,6,0,18,14,0,16,0,12,23,22,0,17,12
105,sequence_19468,1,1,1,1,4,1,0,6,1,7,10,7,0,6,4,8,13,6,12,6,17,6,16,6,20,18,12,10
106,sequence_20068,1,1,0,0,3,6,6,4,2,0,6,0,12,13,13,14,15,9,13,14,7,21,6,21,11,5,4,21
107,sequence_19420,1,0,2,4,0,4,7,8,3,5,8,4,8,14,3,3,7,10,6,5,13,5,10,5,6,1,9,3
108,sequence_20076,1,1,0,0,3,6,6,4,2,0,6,0,12,13,13,14,15,9,13,8,21,21,6,21,21,5,4,21
109,sequence_20070,1,1,0,0,3,6,6,4,8,0,2,11,5,7,7,5,2,13,15,2,4,2,17,2,10,13,21,26
110,sequence_19399,1,0,2,1,4,1,0,1,5,10,4,12,10,8,9,3,8,17,0,5,10,5,8,23,24,22,14,25
111,sequence_19436,1,0,2,3,0,2,3,3,9,6,0,1,1,5,6,0,16,12,19,18,20,18,5,18,0,10,0,7
112,sequence_19492,1,0,2,3,5,2,3,3,9,6,0,1,1,5,10,15,11,12,19,7,6,16,9,16,17,10,19,18
113,sequence_19445,0,2,3,2,1,5,2,2,4,2,5,9,3,2,5,16,10,1,10,10,8,10,11,10,15,3,10,8
114,sequence_19403,0,2,3,2,1,5,2,2,4,8,3,2,3,9,14,2,3,15,2,3,2,3,13,3,2,21,2,17
115,sequence_19428,1,1,1,3,0,2,1,7,6,4,9,8,0,1,11,15,4,6,18,6,17,6,9,6,19,23,19,6
116,sequence_19377,1,0,2,1,4,1,0,1,5,10,4,12,10,8,9,3,8,17,0,5,10,5,8,23,24,22,14,25
117,sequence_19427,1,1,1,4,0,0,4,0,7,5,1,6,6,3,8,12,9,14,9,11,19,11,14,11,7,7,1,6
118,sequence_19521,0,2,3,2,1,3,5,5,0,9,3,10,7,4,2,7,5,3,2,9,9,9,22,9,8,4,16,13
119,sequence_20045,1,1,0,0,3,6,6,4,8,0,2,11,5,7,7,5,6,13,5,12,4,12,17,12,16,13,8,5
120,sequence_19412,1,1,1,4,0,0,4,0,7,5,1,6,6,3,8,12,9,14,9,11,19,11,14,11,7,7,6,23
121,sequence_19508,1,0,2,1,4,1,0,1,5,10,4,12,10,14,9,6,0,2,14,0,16,0,12,0,9,0,24,12
122,sequence_53080,1,1,0,4,2,0,4,4,2,3,11,3,13,10,15,1,12,0,16,20,15,20,18,20,13,19,18,19
123,sequence_20073,1,1,0,0,3,6,6,4,8,0,2,11,5,7,7,5,6,13,5,12,4,12,17,12,16,13,8,5
124,sequence_19442,1,1,1,3,5,2,1,7,6,4,9,8,11,1,11,11,4,4,3,15,14,15,7,15,5,2,3,2
125,sequence_53077,0,2,3,2,1,5,2,5,4,8,7,5,7,9,14,2,3,15,2,3,2,3,13,3,2,4,2,17
126,sequence_19429,0,2,3,2,1,5,2,2,4,2,5,9,3,2,5,16,10,1,10,10,8,10,11,10,15,3,10,8
127,sequence_19416,1,0,2,4,0,4,7,8,3,5,8,6,8,3,8,3,9,14,9,5,0,5,0,5,6,24,9,3
128,sequence_20055,1,0,0,0,3,6,7,4,2,1,6,0,9,0,3,14,15,11,13,14,7,14,19,14,11,20,22,16
129,sequence_19388,1,0,2,4,0,4,7,8,3,5,8,6,8,3,8,3,8,14,9,5,0,5,0,5,6,24,9,3
130,sequence_20049,1,0,0,0,3,6,6,3,8,0,2,0,5,7,10,13,2,11,15,2,6,16,21,16,10,12,21,26
131,sequence_20059,1,1,0,0,3,6,6,4,2,0,6,0,12,13,13,14,14,9,5,8,21,8,6,8,21,5,4,11
132,sequence_19467,1,1,1,4,2,0,4,0,7,3,1,3,2,10,1,4,12,0,1,19,12,19,20,19,3,16,20,14
133,sequence_19373,1,0,2,3,5,2,3,3,9,6,0,1,1,5,10,0,16,12,7,7,5,7,5,7,17,6,0,7
134,sequence_19396,1,0,2,4,0,4,7,8,3,5,8,6,8,8,8,3,8,10,0,5,0,5,0,5,6,24,9,3
135,sequence_19527,1,0,2,4,0,4,7,8,3,5,8,6,8,3,8,3,9,14,6,5,0,5,0,5,6,24,9,3
