,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_40826,0,0,0,0,0,0,0,0,0,0
1,sequence_40787,5,5,5,5,5,5,5,5,5,5
2,sequence_40789,5,5,5,5,5,5,5,5,5,5
3,sequence_40794,5,5,5,5,5,5,5,5,5,5
4,sequence_40806,1,1,1,1,1,1,1,1,1,1
5,sequence_40807,1,1,1,1,1,1,1,1,1,1
6,sequence_40809,1,1,1,1,1,1,1,1,1,1
7,sequence_40811,1,1,1,1,1,1,1,1,1,1
8,sequence_40813,1,1,1,1,1,1,1,1,1,1
9,sequence_40814,1,1,1,1,1,1,1,1,1,1
10,sequence_40845,1,1,1,1,1,1,1,1,1,1
11,sequence_40855,1,1,1,1,1,1,1,1,1,1
12,sequence_40857,5,5,5,5,5,5,5,5,5,5
13,sequence_40840,1,1,1,1,1,1,1,1,1,1
14,sequence_40841,5,5,5,5,5,5,5,5,5,5
15,sequence_40842,1,1,1,1,1,1,1,1,1,1
16,sequence_40844,0,0,0,0,0,0,0,0,0,0
17,sequence_40838,1,1,1,1,1,1,1,1,1,1
18,sequence_40816,0,0,0,0,0,0,0,0,0,0
19,sequence_40817,6,6,6,6,6,6,6,6,6,6
20,sequence_40818,6,6,6,6,6,6,6,6,6,6
21,sequence_40827,1,1,1,1,1,1,1,1,1,1
22,sequence_40828,5,5,5,5,5,5,5,5,5,5
23,sequence_40829,6,6,6,6,6,6,6,6,6,6
24,sequence_40831,5,5,5,5,5,5,5,5,5,5
25,sequence_40856,2,2,2,2,2,2,2,2,2,2
26,sequence_40815,2,2,2,2,2,2,2,2,2,2
27,sequence_40851,3,3,3,3,3,3,3,3,3,3
28,sequence_40847,2,2,2,2,2,2,2,2,2,2
29,sequence_40858,2,2,2,2,2,2,2,2,2,2
30,sequence_40852,3,3,3,3,3,3,3,3,3,3
31,sequence_40843,2,2,2,2,2,2,2,2,2,2
32,sequence_40846,2,2,2,2,2,2,2,2,2,2
33,sequence_40791,3,3,3,3,3,3,3,3,3,3
34,sequence_40793,3,3,3,3,3,3,3,3,3,3
35,sequence_40861,4,4,4,4,4,4,4,4,4,4
36,sequence_40812,4,4,4,4,4,4,4,4,4,4
37,sequence_40854,3,3,3,3,3,3,3,3,3,3
38,sequence_40853,4,4,4,4,4,4,4,4,4,4
39,sequence_40848,4,4,4,4,4,4,4,4,4,4
40,sequence_40849,4,4,4,4,4,4,4,4,4,4
41,sequence_40850,4,4,4,4,4,4,4,4,4,4
42,sequence_40792,5,5,5,5,5,5,5,5,5,5
43,sequence_40790,5,5,5,5,5,5,5,5,5,5
44,sequence_40860,1,1,1,1,1,1,1,1,1,1
45,sequence_40839,1,1,1,1,1,1,1,1,1,1
46,sequence_40835,6,6,6,6,6,6,6,6,6,6
47,sequence_40819,6,6,6,6,6,6,6,6,6,6
48,sequence_40824,6,6,6,6,6,6,6,6,6,6
49,sequence_40825,1,1,1,1,1,1,1,1,1,1
50,sequence_40797,0,0,0,0,0,0,0,0,0,0
51,sequence_40800,1,1,1,1,1,1,1,1,1,1
52,sequence_40803,6,6,6,6,6,6,6,6,6,6
53,sequence_40804,0,0,0,0,0,0,0,0,0,0
54,sequence_40805,5,5,5,5,5,5,5,5,5,5
55,sequence_40864,5,7,8,8,8,7,7,7,7,7
56,sequence_40808,7,8,7,7,7,8,8,8,8,8
57,sequence_40810,1,1,1,1,1,1,1,1,1,1
58,sequence_40862,1,1,1,1,1,1,1,1,1,1
59,sequence_40859,1,1,1,1,1,1,1,1,1,1
60,sequence_40836,6,6,6,6,6,6,6,6,6,6
61,sequence_40837,0,0,0,0,0,0,0,0,0,0
62,sequence_40820,5,5,5,5,5,5,5,5,5,5
63,sequence_40821,0,0,0,0,0,0,0,0,0,0
64,sequence_40822,1,1,1,1,1,1,1,1,1,1
65,sequence_40823,0,0,0,0,0,0,0,0,0,0
66,sequence_40834,5,5,5,5,5,5,5,5,5,5
67,sequence_40832,5,5,5,5,5,5,5,5,5,5
68,sequence_40833,5,5,5,5,5,5,5,5,5,5
69,sequence_40830,7,8,7,7,7,8,8,8,8,8
70,sequence_40798,7,8,7,7,7,8,8,8,8,8
71,sequence_40865,8,9,9,9,9,9,9,9,9,9
72,sequence_40863,7,7,8,8,8,7,7,7,7,7
73,sequence_40801,8,9,9,9,9,9,9,9,9,9
74,sequence_40802,8,9,9,9,9,9,9,9,9,9
75,sequence_40796,7,8,7,7,7,8,8,8,8,8
76,sequence_40795,0,0,0,0,0,0,0,0,0,0
77,sequence_40866,8,9,9,9,9,9,9,9,9,9
78,sequence_40799,8,9,9,9,9,9,9,9,9,9
79,sequence_40788,8,9,9,9,9,9,9,9,9,9
80,sequence_40867,8,9,9,9,9,9,9,9,9,9
