,secuencia,aglomerative-2,aglomerative-3,aglomerative-4,aglomerative-5,aglomerative-6,aglomerative-7,aglomerative-8,aglomerative-9,aglomerative-10,aglomerative-11,aglomerative-12,aglomerative-13,aglomerative-14,aglomerative-15,aglomerative-16,aglomerative-17,aglomerative-18,aglomerative-19,aglomerative-20,aglomerative-21,aglomerative-22,aglomerative-23,aglomerative-24,aglomerative-25,aglomerative-26,aglomerative-27,aglomerative-28,aglomerative-29
0,sequence_40826,0,2,2,2,2,2,0,2,2,2,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1,sequence_40787,0,2,2,2,2,2,0,8,8,8,8,3,1,0,15,15,15,15,15,15,15,15,15,7,7,3,3,1
2,sequence_40789,0,2,2,2,2,2,0,8,8,8,8,3,1,0,15,15,15,15,15,15,15,15,15,7,7,3,3,1
3,sequence_40794,0,2,2,2,2,2,0,8,8,8,8,3,1,0,15,15,15,15,15,15,15,15,15,7,7,3,3,1
4,sequence_40806,0,0,1,1,0,1,1,1,1,0,2,2,2,2,2,2,2,0,7,7,7,7,7,3,3,1,1,0
5,sequence_40807,0,0,3,3,1,0,2,0,0,4,4,4,4,1,0,4,1,1,0,5,5,5,5,5,2,2,0,3
6,sequence_40809,0,0,3,3,1,0,2,0,0,3,3,1,0,4,4,1,0,18,18,18,18,18,18,18,18,18,18,18
7,sequence_40811,0,0,3,3,1,0,2,0,0,3,3,1,0,4,4,1,0,5,5,2,0,10,10,10,10,10,10,10
8,sequence_40813,0,0,3,3,1,0,2,0,0,3,3,1,0,4,4,1,0,5,5,2,0,10,10,10,10,10,10,10
9,sequence_40814,0,0,3,3,1,0,2,0,0,4,4,4,4,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
10,sequence_40845,0,2,2,2,2,2,0,8,8,8,8,3,1,0,15,15,15,15,15,15,15,15,15,7,7,3,3,1
11,sequence_40855,0,0,3,3,1,0,2,0,0,4,4,4,4,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
12,sequence_40857,0,2,2,2,2,2,0,8,8,8,8,3,1,0,15,15,15,15,15,15,15,15,15,7,7,3,3,1
13,sequence_40840,0,0,3,3,1,0,2,0,0,3,3,1,0,4,4,1,0,5,5,2,0,10,10,10,10,10,10,10
14,sequence_40841,0,2,2,2,2,2,0,8,8,8,8,3,1,0,1,0,4,4,4,4,4,1,1,0,11,11,11,11
15,sequence_40842,0,0,1,1,0,1,1,1,1,0,2,2,2,2,2,2,2,0,9,9,9,9,9,9,9,9,9,9
16,sequence_40844,0,2,2,2,2,2,0,8,8,8,8,3,1,0,1,0,4,4,4,4,4,1,1,0,11,11,11,11
17,sequence_40838,0,0,3,3,1,0,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,1,0,27,27
18,sequence_40816,0,2,2,2,2,2,0,2,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
19,sequence_40817,0,2,2,2,2,2,0,2,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
20,sequence_40818,0,0,3,3,1,0,2,0,0,4,4,4,4,1,0,4,1,1,0,5,5,5,5,5,2,2,0,6
21,sequence_40827,0,0,3,3,1,0,2,0,0,4,4,4,4,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
22,sequence_40828,0,2,2,2,2,2,0,8,8,8,8,3,1,0,15,15,15,15,15,15,15,15,15,7,7,3,3,1
23,sequence_40829,0,0,3,3,1,0,2,0,0,4,4,4,4,1,0,4,1,1,0,5,5,5,5,5,2,2,0,3
24,sequence_40831,0,2,2,2,2,2,0,8,8,8,8,3,1,0,1,0,4,4,4,4,4,1,1,0,11,11,11,11
25,sequence_40856,1,1,0,4,4,4,4,4,4,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4
26,sequence_40815,1,1,0,4,4,4,4,4,4,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4
27,sequence_40851,1,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,6,6,6,6,6,6,2,2
28,sequence_40847,1,1,0,4,4,4,4,4,4,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4
29,sequence_40858,1,1,0,4,4,4,4,4,4,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4
30,sequence_40852,1,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,6,6,6,6,6,6,2,2
31,sequence_40843,0,0,1,1,0,1,1,1,1,0,11,11,11,11,11,11,11,11,11,11,11,11,23,23,23,23,23,23
32,sequence_40846,1,1,0,4,4,4,4,4,4,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4
33,sequence_40791,1,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,6,6,6,6,6,6,2,2
34,sequence_40793,1,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,6,6,6,6,6,6,2,2
35,sequence_40861,1,1,0,0,3,3,3,3,3,1,1,0,3,3,3,3,3,3,1,1,1,0,2,2,0,26,26,26
36,sequence_40812,1,1,0,0,3,3,3,3,3,1,1,0,3,3,3,3,3,3,1,1,1,0,11,11,5,5,5,5
37,sequence_40854,1,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,21,21,21,21,21,21,21,21
38,sequence_40853,1,1,0,0,3,3,3,3,3,1,1,0,3,3,3,3,3,3,1,1,1,0,11,11,5,5,5,5
39,sequence_40848,1,1,0,0,3,3,3,3,3,1,1,0,3,3,3,3,3,3,1,1,1,0,11,11,5,5,5,5
40,sequence_40849,1,1,0,0,3,3,3,3,3,1,1,0,3,3,3,3,3,3,1,1,1,0,2,2,0,15,15,15
41,sequence_40850,1,1,0,0,3,3,3,3,3,1,1,0,3,3,3,3,3,3,1,1,1,0,2,2,0,15,15,15
42,sequence_40792,0,2,2,2,2,2,0,8,8,8,8,3,1,0,15,15,15,15,15,15,15,15,15,7,7,3,3,1
43,sequence_40790,0,2,2,2,2,2,0,8,8,8,8,3,1,0,15,15,15,15,15,15,15,15,15,7,7,3,3,1
44,sequence_40860,0,0,3,3,1,0,2,0,0,4,4,4,4,1,0,4,1,1,0,20,20,20,20,20,20,20,20,20
45,sequence_40839,0,0,3,3,1,0,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,1,0,14,14
46,sequence_40835,0,0,3,3,1,0,2,0,0,3,3,1,0,4,4,1,0,5,5,2,0,22,22,22,22,22,22,22
47,sequence_40819,0,0,3,3,1,0,2,0,0,3,3,1,0,4,4,1,0,5,5,2,0,22,22,22,22,22,22,22
48,sequence_40824,0,0,3,3,1,0,2,0,0,4,4,4,4,1,0,4,1,1,0,5,5,5,5,5,2,2,0,6
49,sequence_40825,0,0,3,3,1,0,2,0,0,4,4,4,4,1,0,4,1,1,0,5,5,5,5,5,2,2,0,6
50,sequence_40797,0,2,2,2,2,2,0,2,2,2,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
51,sequence_40800,0,0,3,3,1,0,2,0,0,4,4,4,4,1,0,4,1,1,0,5,5,5,5,5,2,2,0,3
52,sequence_40803,0,0,3,3,1,0,2,0,0,4,4,4,4,1,0,4,1,1,0,5,5,5,5,5,2,2,0,3
53,sequence_40804,0,2,2,2,2,2,0,2,2,2,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
54,sequence_40805,0,2,2,2,2,2,0,8,8,8,8,3,1,0,1,0,4,4,4,4,4,1,1,0,11,11,11,11
55,sequence_40864,0,0,3,3,1,0,2,0,0,3,3,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,6,13
