id,label,target,labels,profile
sequence_47777,0,11.0,5-0-1-19,0-5-0-1-19
sequence_47708,2,111.0,23-0-19-12,2-23-0-19-12
sequence_47743,0,63.0,0-0-22-10,0-0-0-22-10
sequence_47674,1,38.0,1-0-11-18,1-1-0-11-18
sequence_47741,1,102.0,17-0-5-3,1-17-0-5-3
sequence_47724,2,48.0,1-0-7-18,2-1-0-7-18
sequence_47683,2,75.0,23-0-19-12,2-23-0-19-12
sequence_47745,0,83.0,0-0-22-10,0-0-0-22-10
sequence_47727,1,45.0,2-0-6-9,1-2-0-6-9
sequence_47779,0,11.0,5-0-1-19,0-5-0-1-19
sequence_47739,1,35.0,20-0-7-18,1-20-0-7-18
sequence_47732,2,30.0,15-0-18-15,2-15-0-18-15
sequence_47666,1,69.0,13-0-13-8,1-13-0-13-8
sequence_47661,0,52.0,4-0-17-14,0-4-0-17-14
sequence_47738,1,55.0,17-0-5-3,1-17-0-5-3
sequence_47714,2,51.0,9-0-21-13,2-9-0-21-13
sequence_47729,1,34.0,11-0-16-19,1-11-0-16-19
sequence_47752,2,67.0,0-0-22-10,2-0-0-22-10
sequence_47702,2,69.0,21-0-11-11,2-21-0-11-11
sequence_47798,1,23.0,10-0-12-2,1-10-0-12-2
sequence_47788,2,5.0,3-0-14-1,2-3-0-14-1
sequence_47806,0,73.0,7-0-3-6,0-7-0-3-6
sequence_47769,2,25.0,20-0-23-6,2-20-0-23-6
sequence_47785,0,25.0,8-0-10-7,0-8-0-10-7
sequence_47676,1,56.0,1-0-7-18,1-1-0-7-18
sequence_47810,0,5.57,6-0-0-0,0-6-0-0-0
sequence_47719,2,66.0,19-0-15-17,2-19-0-15-17
sequence_47737,2,27.0,11-0-16-20,2-11-0-16-20
sequence_47805,0,22.0,22-0-1-19,0-22-0-1-19
sequence_47786,0,18.0,5-0-1-19,0-5-0-1-19
sequence_47688,1,90.0,18-0-2-4,1-18-0-2-4
sequence_47723,2,69.0,19-0-21-17,2-19-0-21-17
sequence_47796,1,20.0,10-0-12-2,1-10-0-12-2
sequence_47783,0,24.5,2-0-6-9,0-2-0-6-9
sequence_47663,0,36.0,13-0-13-8,0-13-0-13-8
sequence_47725,2,57.0,9-0-21-13,2-9-0-21-13
sequence_47764,2,118.0,7-0-3-6,2-7-0-3-6
sequence_47662,1,28.0,2-0-13-9,1-2-0-13-9
sequence_47740,1,158.0,0-0-8-10,1-0-0-8-10
sequence_47694,2,51.0,9-0-9-4,2-9-0-9-4
sequence_47731,2,32.0,15-0-18-15,2-15-0-18-15
sequence_47734,1,110.0,2-0-6-9,1-2-0-6-9
sequence_47791,1,4.0,5-0-1-19,1-5-0-1-19
sequence_47801,0,4.0,6-0-0-0,0-6-0-0-0
sequence_47768,0,17.0,17-0-1-3,0-17-0-1-3
sequence_47755,2,100.0,16-0-20-16,2-16-0-20-16
sequence_47697,2,55.5,12-0-4-5,2-12-0-4-5
sequence_47733,0,25.0,15-0-18-15,0-15-0-18-15
sequence_47735,1,55.0,20-0-7-18,1-20-0-7-18
sequence_47811,0,24.0,2-0-6-9,0-2-0-6-9
sequence_47797,2,27.0,15-0-18-15,2-15-0-18-15
sequence_47770,2,25.0,8-0-10-7,2-8-0-10-7
sequence_47689,0,52.0,18-0-2-4,0-18-0-2-4
sequence_47765,2,118.0,7-0-3-6,2-7-0-3-6
sequence_47760,1,26.0,14-0-0-20,1-14-0-0-20
sequence_47790,2,9.0,3-0-14-1,2-3-0-14-1
sequence_47808,0,4.0,6-0-0-20,0-6-0-0-20
sequence_47670,2,97.0,4-0-17-14,2-4-0-17-14
sequence_47716,2,84.0,19-0-15-17,2-19-0-15-17
sequence_47677,1,103.0,23-0-19-17,1-23-0-19-17
sequence_47690,2,63.0,9-0-9-13,2-9-0-9-13
sequence_47700,1,65.0,21-0-5-3,1-21-0-5-3
sequence_47664,2,32.0,4-0-17-14,2-4-0-17-14
sequence_47668,1,48.0,4-0-17-14,1-4-0-17-14
sequence_47762,0,127.0,7-0-3-6,0-7-0-3-6
sequence_47704,2,98.0,23-0-19-12,2-23-0-19-12
sequence_47713,1,51.0,17-0-5-3,1-17-0-5-3
sequence_47773,2,19.0,3-0-14-1,2-3-0-14-1
sequence_47722,2,75.0,19-0-15-17,2-19-0-15-17
sequence_47799,0,24.0,22-0-23-7,0-22-0-23-7
sequence_47758,0,22.0,10-0-12-2,0-10-0-12-2
sequence_47761,0,120.0,7-0-3-6,0-7-0-3-6
sequence_47665,2,50.0,4-0-17-14,2-4-0-17-14
sequence_47749,0,81.0,0-0-22-10,0-0-0-22-10
sequence_47728,1,12.0,14-0-0-0,1-14-0-0-0
sequence_47804,2,23.0,8-0-10-7,2-8-0-10-7
sequence_47693,2,64.0,9-0-9-13,2-9-0-9-13
sequence_47778,2,26.0,1-0-23-6,2-1-0-23-6
sequence_47671,1,36.0,13-0-13-8,1-13-0-13-8
sequence_47699,2,62.0,9-0-9-13,2-9-0-9-13
sequence_47679,0,44.0,17-0-5-3,0-17-0-5-3
sequence_47730,2,35.0,10-0-12-2,2-10-0-12-2
sequence_47691,2,40.0,9-0-9-13,2-9-0-9-13
sequence_47794,2,18.0,8-0-10-19,2-8-0-10-19
sequence_47774,2,21.0,8-0-10-7,2-8-0-10-7
sequence_47687,2,92.0,9-0-9-13,2-9-0-9-13
sequence_47775,0,23.0,2-0-6-9,0-2-0-6-9
sequence_47803,2,12.0,3-0-14-1,2-3-0-14-1
sequence_47789,2,10.0,3-0-14-1,2-3-0-14-1
sequence_47795,0,7.0,6-0-0-0,0-6-0-0-0
sequence_47720,1,80.0,19-0-15-17,1-19-0-15-17
sequence_47709,2,119.0,23-0-19-12,2-23-0-19-12
sequence_47742,1,108.0,20-0-8-10,1-20-0-8-10
sequence_47751,2,34.0,12-0-4-5,2-12-0-4-5
sequence_47754,2,70.0,16-0-20-16,2-16-0-20-16
sequence_47772,0,12.0,6-0-0-0,0-6-0-0-0
sequence_47726,1,120.0,2-0-6-9,1-2-0-6-9
sequence_47748,2,79.0,0-0-22-10,2-0-0-22-10
sequence_47707,1,79.0,1-0-11-12,1-1-0-11-12
sequence_47812,2,121.0,7-0-3-6,2-7-0-3-6
sequence_47782,0,17.0,5-0-1-19,0-5-0-1-19
sequence_47747,0,72.0,0-0-22-10,0-0-0-22-10
sequence_47692,2,87.5,9-0-9-13,2-9-0-9-13
sequence_47681,0,44.0,1-0-11-11,0-1-0-11-11
sequence_47767,2,105.0,7-0-3-6,2-7-0-3-6
sequence_47718,2,81.0,19-0-15-17,2-19-0-15-17
sequence_47809,1,10.0,11-0-16-0,1-11-0-16-0
sequence_47763,2,122.0,7-0-3-6,2-7-0-3-6
sequence_47780,2,23.0,22-0-23-19,2-22-0-23-19
sequence_47807,0,42.0,7-0-3-6,0-7-0-3-6
sequence_47756,1,37.0,2-0-6-9,1-2-0-6-9
sequence_47744,0,69.0,0-0-22-10,0-0-0-22-10
sequence_47721,2,40.0,12-0-4-5,2-12-0-4-5
sequence_47771,1,18.0,5-0-1-2,1-5-0-1-2
sequence_47750,1,25.0,14-0-0-20,1-14-0-0-20
sequence_47787,0,5.0,6-0-0-0,0-6-0-0-0
sequence_47793,0,16.0,11-0-1-19,0-11-0-1-19
sequence_47746,2,94.0,16-0-20-16,2-16-0-20-16
sequence_47757,2,36.0,10-0-12-2,2-10-0-12-2
sequence_47802,2,4.0,3-0-14-1,2-3-0-14-1
sequence_47667,1,86.0,13-0-13-8,1-13-0-13-8
sequence_47675,1,57.0,21-0-11-18,1-21-0-11-18
sequence_47736,1,19.0,14-0-0-20,1-14-0-0-20
sequence_47684,1,23.0,14-0-0-20,1-14-0-0-20
sequence_47669,1,32.0,4-0-17-14,1-4-0-17-14
sequence_47672,1,76.0,1-0-5-3,1-1-0-5-3
sequence_47759,2,36.0,12-0-4-5,2-12-0-4-5
sequence_47712,2,49.0,9-0-21-13,2-9-0-21-13
sequence_47703,1,95.0,21-0-11-11,1-21-0-11-11
sequence_47753,2,74.0,16-0-20-16,2-16-0-20-16
sequence_47678,2,37.0,12-0-4-5,2-12-0-4-5
sequence_47680,0,73.0,21-0-11-11,0-21-0-11-11
sequence_47698,2,56.0,9-0-9-13,2-9-0-9-13
sequence_47711,1,57.0,20-0-7-18,1-20-0-7-18
sequence_47784,1,21.0,5-0-12-2,1-5-0-12-2
sequence_47685,2,24.0,12-0-4-5,2-12-0-4-5
sequence_47710,1,43.0,14-0-2-4,1-14-0-2-4
sequence_47673,1,65.5,17-0-5-3,1-17-0-5-3
sequence_47717,2,66.0,19-0-15-17,2-19-0-15-17
sequence_47715,1,101.0,20-0-8-17,1-20-0-8-17
sequence_47792,0,12.0,11-0-16-19,0-11-0-16-19
sequence_47696,2,47.0,12-0-4-5,2-12-0-4-5
sequence_47706,1,77.0,21-0-11-11,1-21-0-11-11
sequence_47766,0,4.19,6-0-0-0,0-6-0-0-0
sequence_47705,2,71.0,21-0-11-11,2-21-0-11-11
sequence_47701,2,63.0,21-0-11-11,2-21-0-11-11
sequence_47682,1,53.0,1-0-7-18,1-1-0-7-18
sequence_47800,2,20.0,8-0-10-7,2-8-0-10-7
sequence_47781,1,12.0,5-0-1-19,1-5-0-1-19
sequence_47695,1,52.0,14-0-2-20,1-14-0-2-20
sequence_47776,0,9.0,6-0-0-0,0-6-0-0-0
sequence_47686,2,22.0,12-0-4-5,2-12-0-4-5
