id,label,target,labels,profile
sequence_47777,1,11.0,26-9-9-0,1-26-9-9-0
sequence_47708,2,111.0,23-24-24-14,2-23-24-24-14
sequence_47743,0,63.0,26-9-9-10,0-26-9-9-10
sequence_47674,1,38.0,14-14-14-11,1-14-14-14-11
sequence_47741,0,102.0,26-9-9-10,0-26-9-9-10
sequence_47724,1,48.0,12-2-2-14,1-12-2-2-14
sequence_47683,1,75.0,12-2-2-14,1-12-2-2-14
sequence_47745,0,83.0,2-11-11-1,0-2-11-11-1
sequence_47727,1,45.0,5-10-10-13,1-5-10-10-13
sequence_47779,1,11.0,26-9-9-0,1-26-9-9-0
sequence_47739,2,35.0,6-18-18-7,2-6-18-18-7
sequence_47732,2,30.0,15-13-13-13,2-15-13-13-13
sequence_47666,0,69.0,0-1-1-8,0-0-1-1-8
sequence_47661,0,52.0,18-17-17-12,0-18-17-17-12
sequence_47738,0,55.0,26-9-9-10,0-26-9-9-10
sequence_47714,2,51.0,4-23-23-2,2-4-23-23-2
sequence_47729,1,34.0,7-19-19-0,1-7-19-19-0
sequence_47752,0,67.0,26-27-27-10,0-26-27-27-10
sequence_47702,1,69.0,14-14-14-11,1-14-14-14-11
sequence_47798,2,23.0,21-28-28-3,2-21-28-28-3
sequence_47788,0,5.0,19-6-6-9,0-19-6-6-9
sequence_47806,1,73.0,6-18-18-7,1-6-18-18-7
sequence_47769,1,25.0,6-18-18-7,1-6-18-18-7
sequence_47785,2,25.0,24-5-5-7,2-24-5-5-7
sequence_47676,1,56.0,12-2-2-14,1-12-2-2-14
sequence_47810,1,5.57,7-1-1-0,1-7-1-1-0
sequence_47719,2,66.0,12-2-2-14,2-12-2-2-14
sequence_47737,0,27.0,7-19-19-0,0-7-19-19-0
sequence_47805,0,22.0,22-4-4-3,0-22-4-4-3
sequence_47786,0,18.0,7-27-27-0,0-7-27-27-0
sequence_47688,2,90.0,28-16-16-6,2-28-16-16-6
sequence_47723,2,69.0,25-21-21-14,2-25-21-21-14
sequence_47796,0,20.0,22-4-4-3,0-22-4-4-3
sequence_47783,1,24.5,5-10-10-13,1-5-10-10-13
sequence_47663,0,36.0,0-1-1-8,0-0-1-1-8
sequence_47725,2,57.0,13-3-3-6,2-13-3-3-6
sequence_47764,1,118.0,6-18-18-7,1-6-18-18-7
sequence_47662,0,28.0,18-17-17-12,0-18-17-17-12
sequence_47740,0,158.0,19-6-6-9,0-19-6-6-9
sequence_47694,2,51.0,10-0-0-4,2-10-0-0-4
sequence_47731,0,32.0,22-4-4-3,0-22-4-4-3
sequence_47734,1,110.0,5-10-10-13,1-5-10-10-13
sequence_47791,0,4.0,2-11-11-1,0-2-11-11-1
sequence_47801,0,4.0,9-4-4-3,0-9-4-4-3
sequence_47768,0,17.0,26-9-9-10,0-26-9-9-10
sequence_47755,2,100.0,27-22-22-9,2-27-22-22-9
sequence_47697,2,55.5,13-3-3-6,2-13-3-3-6
sequence_47733,2,25.0,15-13-13-13,2-15-13-13-13
sequence_47735,1,55.0,6-18-18-7,1-6-18-18-7
sequence_47811,1,24.0,5-10-10-13,1-5-10-10-13
sequence_47797,2,27.0,15-13-13-13,2-15-13-13-13
sequence_47770,1,25.0,6-18-18-7,1-6-18-18-7
sequence_47689,0,52.0,17-7-7-8,0-17-7-7-8
sequence_47765,0,118.0,1-2-2-14,0-1-2-2-14
sequence_47760,1,26.0,7-19-19-10,1-7-19-19-10
sequence_47790,2,9.0,24-5-5-7,2-24-5-5-7
sequence_47808,1,4.0,7-19-19-0,1-7-19-19-0
sequence_47670,0,97.0,20-26-26-12,0-20-26-26-12
sequence_47716,2,84.0,11-12-12-15,2-11-12-12-15
sequence_47677,2,103.0,12-2-2-14,2-12-2-2-14
sequence_47690,2,63.0,16-25-25-6,2-16-25-25-6
sequence_47700,0,65.0,3-20-20-5,0-3-20-20-5
