,secuencia,birch-2,birch-3,birch-4,birch-5,birch-6,birch-7,birch-8,birch-9,birch-10,birch-11,birch-12,birch-13,birch-14,birch-15,birch-16,birch-17,birch-18,birch-19,birch-20,birch-21,birch-22,birch-23,birch-24,birch-25,birch-26,birch-27,birch-28,birch-29
0,sequence_51016,1,1,0,4,4,1,1,0,9,9,9,9,9,9,9,9,9,9,19,19,19,19,19,19,19,19,19,19
1,sequence_51170,0,2,2,0,5,5,2,2,2,2,0,11,11,11,11,11,11,11,11,11,11,11,11,5,5,2,2,0
2,sequence_32130,0,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,3,3,3,1,1,0,11,11,11,11,11
3,sequence_51136,0,2,2,0,0,4,4,4,1,0,6,6,6,6,6,2,2,2,2,2,2,0,23,23,23,23,23,23
4,sequence_51191,0,2,2,0,0,6,6,6,6,6,2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
5,sequence_51140,0,2,2,0,5,5,2,2,2,2,0,11,11,11,11,11,11,11,11,11,11,11,11,5,5,2,2,0
6,sequence_51149,0,2,2,0,5,5,2,2,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5
7,sequence_51181,0,2,2,0,5,5,2,2,2,2,0,11,11,11,11,11,11,11,11,11,11,11,11,5,5,2,2,0
8,sequence_51159,0,2,2,0,5,5,2,2,2,2,0,11,11,11,11,11,11,11,11,11,11,11,11,5,5,2,2,0
9,sequence_51175,0,2,2,0,5,5,2,2,2,2,0,11,11,11,11,11,11,11,11,11,11,11,11,5,5,2,2,0
10,sequence_51174,0,2,2,0,5,5,2,2,2,2,0,11,11,11,11,11,11,11,11,11,11,11,11,5,5,2,2,0
11,sequence_51169,0,2,2,0,0,4,4,4,1,0,11,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,7,7
12,sequence_51199,0,2,2,0,5,5,2,2,2,2,0,11,11,11,11,11,11,11,11,11,11,11,11,5,5,2,2,0
13,sequence_51144,0,2,2,0,5,5,2,2,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5
14,sequence_51183,0,2,2,0,5,5,2,2,2,2,0,11,11,11,11,11,11,11,11,11,11,11,11,5,5,2,2,0
