,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_51016,0,0,0,0,0,0,0,0,0,0
1,sequence_51170,3,3,3,4,4,4,4,4,4,1
2,sequence_32130,1,1,1,1,1,1,1,1,1,2
3,sequence_51136,7,8,8,3,3,3,3,3,3,4
4,sequence_51191,2,2,2,2,2,2,2,2,2,4
5,sequence_51140,3,3,3,4,4,4,4,4,4,1
6,sequence_51149,3,3,3,4,4,4,4,4,4,1
7,sequence_51181,3,3,3,4,4,4,4,4,4,1
8,sequence_51159,3,3,3,4,4,4,4,4,4,1
9,sequence_51175,3,3,3,4,4,4,4,4,4,1
10,sequence_51174,3,3,3,4,4,4,4,4,4,1
11,sequence_51169,3,3,3,4,4,4,4,4,4,1
12,sequence_51199,3,3,3,4,4,4,4,4,4,1
13,sequence_51144,3,3,3,4,4,4,4,4,4,1
14,sequence_51183,3,3,3,4,4,4,4,4,4,1
15,sequence_51157,3,3,3,4,4,4,4,4,4,1
16,sequence_51163,3,3,3,4,4,4,4,4,4,1
17,sequence_51173,3,3,3,4,4,4,4,4,4,1
18,sequence_51168,3,3,3,4,4,4,4,4,4,1
19,sequence_51171,3,3,3,4,4,4,4,4,4,1
20,sequence_51182,2,2,2,2,2,2,2,2,2,1
21,sequence_51131,7,8,8,3,3,3,3,3,3,4
22,sequence_51138,7,8,8,3,3,3,3,3,3,4
23,sequence_51196,2,2,2,2,2,2,2,2,2,4
24,sequence_51202,2,2,2,2,2,2,2,2,2,1
25,sequence_51192,2,2,2,2,2,2,2,2,2,4
26,sequence_51147,7,8,8,2,2,2,2,2,2,4
27,sequence_51151,3,3,3,4,4,4,4,4,4,1
28,sequence_51145,2,2,2,2,2,2,2,2,2,4
29,sequence_51187,2,2,2,2,2,2,2,2,2,4
30,sequence_51148,3,3,3,4,4,4,4,4,4,1
31,sequence_51141,3,3,3,4,4,4,4,4,4,1
32,sequence_51137,2,2,2,3,3,3,3,3,3,4
33,sequence_32151,1,1,1,1,1,1,1,1,1,2
34,sequence_32148,1,1,1,1,1,1,1,1,1,2
35,sequence_32117,1,1,1,1,1,1,1,1,1,2
36,sequence_32141,1,1,1,1,1,1,1,1,1,2
37,sequence_32124,1,1,1,1,1,1,1,1,1,2
38,sequence_32126,1,1,1,1,1,1,1,1,1,2
39,sequence_32127,1,1,1,1,1,1,1,1,1,2
40,sequence_32133,1,1,1,1,1,1,1,1,1,2
41,sequence_32131,1,1,1,1,1,1,1,1,1,2
42,sequence_32174,1,1,1,1,1,1,1,1,1,2
43,sequence_32114,1,1,1,1,1,1,1,1,1,2
44,sequence_32147,1,1,1,1,1,1,1,1,1,2
45,sequence_32119,1,1,1,1,1,1,1,1,1,2
46,sequence_32122,1,1,1,1,1,1,1,1,1,2
47,sequence_32125,1,1,1,1,1,1,1,1,1,2
48,sequence_32128,1,1,1,1,1,1,1,1,1,2
49,sequence_32129,1,1,1,1,1,1,1,1,1,2
50,sequence_32132,1,1,1,1,1,1,1,1,1,2
51,sequence_32167,5,5,5,6,6,6,6,6,6,5
52,sequence_50970,0,0,0,0,0,0,0,0,0,0
53,sequence_51045,0,0,0,0,0,0,0,0,0,0
54,sequence_51003,0,0,0,0,0,0,0,0,0,0
55,sequence_51032,0,0,0,0,0,0,0,0,0,3
56,sequence_51028,0,0,0,0,0,0,0,0,0,0
57,sequence_51025,0,0,0,0,0,0,0,0,0,0
58,sequence_51019,0,0,0,0,0,0,0,0,0,0
59,sequence_51017,0,4,0,5,0,5,0,0,0,0
60,sequence_51014,0,0,0,0,0,0,0,0,0,0
61,sequence_50984,0,0,0,0,0,0,0,0,0,0
62,sequence_51054,0,0,0,0,0,0,0,0,0,0
63,sequence_51002,0,0,0,0,0,0,0,0,0,0
64,sequence_51033,0,0,0,0,0,0,0,0,0,3
65,sequence_51027,0,0,0,0,0,0,0,0,0,0
66,sequence_51023,0,0,0,0,0,0,0,0,0,0
67,sequence_51012,0,0,0,0,0,0,0,0,0,0
68,sequence_51018,0,0,0,0,0,0,0,0,0,0
69,sequence_51015,0,0,0,0,0,0,0,0,0,0
70,sequence_50973,8,4,4,5,5,5,5,5,5,0
71,sequence_32112,6,7,7,8,8,8,8,8,8,2
72,sequence_50978,8,6,6,7,7,7,7,7,7,0
73,sequence_32162,6,7,7,8,8,8,8,8,8,5
74,sequence_50995,4,6,6,7,7,7,7,7,7,0
75,sequence_50972,0,6,6,7,7,7,7,7,7,0
76,sequence_32115,6,7,7,8,8,8,8,8,8,5
77,sequence_50979,8,6,6,7,7,7,7,7,7,3
78,sequence_32152,6,7,7,8,8,8,8,8,8,2
79,sequence_32113,5,5,5,6,6,6,6,6,6,5
80,sequence_32182,1,1,1,1,1,1,1,1,1,2
81,sequence_50987,4,6,4,7,5,7,5,5,5,0
