,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_51016,0,1,2,3,3,3,3,1,4,3,6,8,5,13,3,3,14,1,11,1,15,10,1,8,1,1,10,24
1,sequence_51170,1,2,1,1,4,6,2,3,5,4,4,3,1,2,0,2,2,3,8,5,2,3,2,18,2,20,6,11
2,sequence_32130,0,0,3,2,2,5,1,2,2,2,3,1,2,1,2,1,0,15,2,2,1,2,0,23,8,2,0,2
3,sequence_51136,1,2,1,1,0,4,5,7,3,6,2,12,10,12,5,13,9,11,12,10,21,9,7,13,15,16,11,8
4,sequence_51191,1,2,1,1,0,2,7,0,8,0,7,5,4,7,13,4,3,7,7,13,8,14,3,4,3,8,3,5
5,sequence_51140,1,2,1,1,4,6,2,3,5,4,4,3,1,2,0,2,2,3,8,5,17,3,2,18,2,20,2,1
6,sequence_51149,1,2,1,1,4,6,2,3,5,4,4,0,6,2,11,8,13,0,6,9,16,16,21,16,2,3,17,11
7,sequence_51181,1,2,1,1,4,6,2,3,5,4,4,3,1,2,0,2,2,3,8,5,2,3,2,18,2,20,6,11
8,sequence_51159,1,2,1,1,4,6,2,3,5,4,4,3,1,2,0,2,2,3,8,5,2,3,2,18,2,20,6,11
9,sequence_51175,1,2,1,1,4,6,2,3,5,4,4,3,1,2,0,2,2,3,8,5,2,3,2,18,2,20,6,11
10,sequence_51174,1,2,1,1,4,6,2,3,5,4,4,3,1,2,0,2,2,3,8,5,2,3,2,2,2,20,6,11
11,sequence_51169,1,2,1,1,4,6,2,3,5,4,4,3,1,2,0,12,2,13,8,5,18,3,2,19,2,20,24,23
12,sequence_51199,1,2,1,1,4,6,2,3,5,4,4,3,1,2,0,2,2,3,8,5,17,3,2,18,2,20,2,1
13,sequence_51144,1,2,1,1,4,6,2,3,5,4,4,0,6,2,11,8,13,0,6,9,16,16,23,16,2,3,17,11
14,sequence_51183,1,2,1,1,4,6,2,3,5,4,4,3,1,2,0,2,2,3,8,5,2,3,2,18,2,20,6,11
15,sequence_51157,1,2,1,1,4,6,2,3,5,4,4,3,1,2,0,2,2,3,8,5,2,3,2,18,2,20,6,11
16,sequence_51163,1,2,1,1,4,6,2,3,5,4,4,3,1,2,0,2,2,3,8,5,2,3,2,18,2,20,6,11
17,sequence_51173,1,2,1,1,4,6,2,3,5,4,4,3,1,2,0,2,2,3,8,5,2,3,2,18,2,20,6,11
18,sequence_51168,1,2,1,1,4,6,2,3,5,4,4,3,13,10,15,2,2,3,16,0,2,21,2,12,19,4,6,11
19,sequence_51171,1,2,1,1,4,6,2,3,5,4,4,3,1,2,0,2,2,3,8,5,2,3,2,18,2,20,6,11
20,sequence_51182,1,2,1,1,0,2,7,0,8,0,7,5,13,10,15,4,3,18,16,0,10,21,3,12,19,4,21,5
21,sequence_51131,1,2,1,1,0,2,7,0,8,0,7,12,10,12,5,13,17,7,19,13,4,13,14,13,21,16,25,20
22,sequence_51138,1,2,1,1,0,4,5,7,3,6,2,9,11,8,5,7,9,18,12,7,11,7,7,6,18,0,14,17
23,sequence_51196,1,2,1,1,0,2,7,0,8,0,7,5,4,7,13,4,16,7,7,10,8,14,3,4,3,8,3,5
24,sequence_51202,1,2,1,1,0,2,7,0,8,0,7,5,13,10,15,7,17,7,12,0,10,0,3,6,18,8,21,17
25,sequence_51192,1,2,1,1,0,2,7,0,8,6,7,5,4,12,13,4,17,7,7,13,11,14,3,4,3,8,3,5
26,sequence_51147,1,2,1,1,0,2,5,7,3,6,2,0,6,11,11,8,13,0,6,9,16,16,23,16,9,3,17,27
27,sequence_51151,1,2,1,1,4,6,2,3,5,4,4,0,6,2,11,8,13,0,6,9,16,16,21,16,2,3,17,11
28,sequence_51145,1,2,1,1,0,2,7,0,8,0,7,5,4,7,13,4,3,7,7,13,8,14,3,4,3,8,3,5
29,sequence_51187,1,2,1,1,0,2,7,0,8,0,7,5,4,7,13,4,3,7,7,13,8,14,3,4,3,8,3,5
30,sequence_51148,1,2,1,1,4,6,5,7,3,4,2,0,6,2,11,12,9,13,6,9,18,16,21,19,2,14,24,23
31,sequence_51141,1,2,1,1,4,6,2,3,5,4,4,3,13,10,15,2,16,3,16,0,17,21,2,12,19,4,2,28
32,sequence_51137,1,2,1,1,0,4,5,7,3,6,2,0,6,11,11,8,13,18,1,9,16,0,8,7,9,18,17,15
33,sequence_32151,0,0,3,2,2,5,1,2,2,2,3,1,2,1,2,1,0,15,2,2,1,2,0,23,8,2,0,2
34,sequence_32148,0,0,3,2,2,5,1,2,2,2,3,1,2,1,2,1,0,15,2,2,1,2,0,23,8,2,0,2
35,sequence_32117,0,0,3,2,2,5,1,2,2,2,3,1,2,1,2,1,0,15,2,2,1,2,0,23,8,2,0,2
36,sequence_32141,0,0,3,2,2,5,1,2,2,2,3,1,2,1,2,1,0,15,2,2,1,2,0,23,4,2,0,2
37,sequence_32124,0,0,3,2,2,5,1,2,2,2,3,1,2,1,2,1,0,15,2,2,1,2,0,23,8,2,0,2
38,sequence_32126,0,0,3,2,2,5,1,2,2,2,3,1,2,1,2,1,0,2,2,2,1,19,0,23,8,2,0,2
39,sequence_32127,0,0,3,2,2,5,1,2,2,2,3,1,2,1,2,1,0,15,2,2,1,2,0,0,8,2,0,2
40,sequence_32133,0,0,3,2,2,5,1,2,2,2,3,1,2,1,2,1,0,15,2,2,1,2,0,23,8,2,0,2
41,sequence_32131,0,0,3,2,2,5,1,2,2,2,3,1,2,1,2,1,0,15,2,2,1,2,0,20,4,2,0,2
42,sequence_32174,0,0,3,2,2,5,1,2,2,2,3,1,2,1,2,1,0,15,2,2,1,2,0,23,8,2,0,2
43,sequence_32114,0,0,3,2,2,5,1,2,2,2,3,1,2,1,2,1,0,15,2,2,1,2,0,23,8,2,0,2
44,sequence_32147,0,0,3,2,2,5,1,2,2,2,3,1,2,1,2,1,0,15,2,2,1,2,0,23,8,2,0,2
