,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_47787,1,1,3,2,2,5,3,5,3,2,4,5,9,5,4,5,7,6,17,4,2,9,0,23,4,10,2,19
1,sequence_47684,1,1,3,2,2,5,3,5,3,2,4,5,5,5,4,14,7,3,5,1,13,2,6,1,16,0,11,15
2,sequence_47789,1,1,3,2,2,5,3,5,3,2,4,5,9,5,4,5,7,6,17,4,2,9,0,10,4,10,2,19
3,sequence_47790,1,1,3,2,2,5,3,5,3,2,4,5,9,5,4,5,7,6,17,4,2,9,0,10,4,10,2,19
4,sequence_47781,1,1,0,1,4,0,1,7,7,0,10,11,8,4,8,7,4,9,8,7,18,13,4,8,11,5,18,16
5,sequence_47777,1,1,0,1,4,0,1,7,7,0,10,11,8,4,8,7,4,9,8,7,18,13,4,8,11,5,18,16
6,sequence_47779,1,1,0,1,4,0,1,7,7,0,10,11,8,4,8,7,4,9,8,7,18,13,4,8,11,5,18,16
7,sequence_47784,0,0,2,0,0,6,6,4,2,5,5,8,6,0,5,9,0,12,7,12,1,18,11,5,10,12,15,25
8,sequence_47786,1,1,3,2,2,5,0,3,0,10,11,4,4,12,7,3,14,5,9,13,10,7,10,7,12,14,7,11
9,sequence_47782,0,0,2,0,0,6,6,4,2,5,5,8,0,0,3,4,0,12,7,12,20,18,16,18,10,21,22,24
10,sequence_47772,1,1,3,2,2,2,7,8,3,9,3,9,9,1,6,8,2,13,16,17,15,17,19,23,22,7,20,3
11,sequence_47795,1,1,3,2,2,5,3,5,0,2,4,5,5,5,4,16,12,6,17,16,17,15,15,17,23,15,17,23
12,sequence_47776,1,1,3,2,2,2,7,8,3,9,3,9,9,1,6,8,2,13,16,17,15,17,19,23,22,7,20,3
13,sequence_47685,1,1,3,2,2,5,3,5,3,2,4,5,5,5,4,14,7,3,5,1,13,2,6,1,16,0,11,15
14,sequence_47679,1,1,0,1,4,0,1,1,7,0,10,0,10,7,13,13,9,1,3,9,19,20,8,4,18,9,6,5
15,sequence_47695,1,1,3,2,2,5,3,5,3,2,4,5,5,5,4,14,7,3,5,1,13,2,6,1,16,0,11,15
