,secuencia,aglomerative-2,aglomerative-3,aglomerative-4,aglomerative-5,aglomerative-6,aglomerative-7,aglomerative-8,aglomerative-9,aglomerative-10,aglomerative-11,aglomerative-12,aglomerative-13,aglomerative-14,aglomerative-15,aglomerative-16,aglomerative-17,aglomerative-18,aglomerative-19,aglomerative-20,aglomerative-21,aglomerative-22,aglomerative-23,aglomerative-24,aglomerative-25,aglomerative-26,aglomerative-27,aglomerative-28,aglomerative-29
0,sequence_47787,0,1,0,1,1,0,1,0,7,7,7,3,1,1,0,13,13,13,13,13,13,6,2,0,8,8,8,3
1,sequence_47684,0,2,2,2,0,4,4,1,0,10,4,4,4,4,1,1,0,4,4,4,4,4,4,4,4,4,4,4
2,sequence_47789,1,0,3,3,3,3,3,3,1,0,10,10,10,10,4,4,4,1,0,9,9,9,9,9,9,9,9,9
3,sequence_47790,0,1,0,0,2,2,2,2,2,2,2,2,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
4,sequence_47781,0,1,0,1,1,0,1,0,7,7,7,3,1,1,0,13,13,13,13,13,13,6,2,0,12,26,26,26
5,sequence_47777,0,1,0,1,1,0,1,0,7,7,7,3,1,1,0,13,13,13,13,13,13,6,2,0,12,26,26,26
6,sequence_47779,0,1,0,1,1,0,1,0,7,7,7,3,1,1,0,13,13,13,13,13,13,6,2,0,12,26,26,26
7,sequence_47784,0,1,0,1,1,0,1,0,7,7,7,3,1,1,0,16,16,16,16,16,7,7,7,7,7,7,3,1
8,sequence_47786,0,1,0,1,1,0,1,0,9,9,9,9,9,9,9,9,9,9,9,20,20,20,20,20,20,20,20,20
9,sequence_47782,0,1,0,1,1,0,1,0,7,7,7,3,1,1,0,16,16,16,16,16,7,7,7,7,7,7,3,1
10,sequence_47772,0,1,0,1,1,0,1,0,7,7,7,3,1,1,0,13,13,13,13,13,13,6,2,0,8,8,8,3
11,sequence_47795,0,1,0,0,5,5,5,5,5,5,5,5,5,2,2,0,17,17,17,17,17,17,17,17,17,17,17,8
12,sequence_47776,0,1,0,1,1,0,1,0,7,7,7,3,1,1,0,13,13,13,13,13,13,6,2,0,8,8,8,3
13,sequence_47685,0,2,2,2,0,4,4,1,0,3,3,1,0,5,5,5,5,5,5,5,5,5,5,2,2,0,7,7
14,sequence_47679,0,2,2,2,0,4,4,1,0,10,4,4,4,4,1,1,0,18,18,18,18,18,18,18,18,18,18,18
15,sequence_47695,0,2,2,2,0,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,0,23,11,11,11,11,11
16,sequence_47710,0,2,2,2,0,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,0,23,11,11,11,11,11
17,sequence_47686,1,0,1,4,4,1,0,4,4,4,1,0,13,13,13,6,6,6,6,6,6,2,0,23,23,23,23,23
18,sequence_47778,1,0,3,3,3,3,3,3,1,0,10,10,10,10,4,4,4,1,0,7,3,3,3,3,1,1,0,17
19,sequence_47780,1,0,3,3,3,3,3,3,1,0,10,10,10,10,4,4,4,1,0,7,3,3,3,3,1,1,0,17
