,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_47787,0,0,0,0,0,0,0,0,0,0
1,sequence_47684,1,1,1,1,1,1,1,1,1,1
2,sequence_47789,9,2,2,8,9,9,9,9,9,0
3,sequence_47790,6,7,7,6,6,6,6,6,6,8
4,sequence_47781,0,0,0,0,0,0,0,0,0,0
5,sequence_47777,0,0,0,0,0,0,0,0,0,0
6,sequence_47779,0,0,0,0,0,0,0,0,0,0
7,sequence_47784,0,0,0,0,0,0,0,0,0,0
8,sequence_47786,16,16,16,14,16,16,16,16,15,12
9,sequence_47782,0,0,0,0,0,0,0,0,0,0
10,sequence_47772,0,0,0,0,0,0,0,0,0,0
11,sequence_47795,15,15,15,11,15,15,15,15,7,9
12,sequence_47776,0,0,0,0,0,0,0,0,0,0
13,sequence_47685,10,10,10,9,10,10,10,10,10,6
14,sequence_47679,1,1,1,1,1,1,1,1,1,1
15,sequence_47695,3,4,4,3,3,3,3,3,3,7
16,sequence_47710,3,4,4,3,3,3,3,3,3,7
17,sequence_47686,5,6,6,5,5,5,5,5,5,3
18,sequence_47778,9,2,2,8,9,9,9,9,9,4
19,sequence_47780,9,2,2,8,9,9,9,9,9,4
20,sequence_47785,9,2,2,8,9,9,9,9,9,0
21,sequence_47803,2,3,3,2,2,2,2,2,2,4
22,sequence_47663,11,11,11,10,11,11,11,11,11,1
23,sequence_47757,0,9,9,0,0,0,0,0,0,0
24,sequence_47783,6,7,7,6,6,6,6,6,6,8
25,sequence_47796,15,15,15,11,15,15,15,15,7,9
26,sequence_47750,8,8,8,7,8,8,8,8,8,5
27,sequence_47760,0,0,0,0,0,0,0,0,0,0
28,sequence_47773,9,3,3,8,9,9,9,9,9,4
29,sequence_47768,0,0,0,7,0,0,0,0,0,5
30,sequence_47771,0,9,9,11,0,0,0,0,0,9
31,sequence_47681,10,10,10,9,10,10,10,10,10,6
32,sequence_47696,3,4,4,3,3,3,3,3,3,7
33,sequence_47680,1,1,1,1,1,1,1,1,1,1
34,sequence_47673,1,1,1,1,1,1,1,1,1,1
35,sequence_47700,1,1,1,1,1,1,1,1,1,1
36,sequence_47689,7,4,4,3,7,7,7,7,7,7
37,sequence_47683,14,14,14,13,14,14,14,14,14,11
38,sequence_47697,4,5,5,4,4,4,4,4,4,2
39,sequence_47678,5,6,6,5,5,5,5,5,5,3
40,sequence_47682,14,14,14,13,14,14,14,14,14,11
41,sequence_47724,14,14,14,13,14,14,14,14,14,11
42,sequence_47806,9,2,2,8,9,9,9,9,9,4
43,sequence_47807,9,3,3,8,9,9,9,9,9,4
44,sequence_47804,2,3,3,2,2,2,2,2,2,4
45,sequence_47800,2,3,3,2,2,2,2,2,2,4
46,sequence_47799,2,3,3,2,2,2,2,2,2,4
47,sequence_47664,11,11,11,10,11,11,11,11,11,6
