,id,target,labels
0,sequence_47787,5.0,4-3-3-0
1,sequence_47684,23.0,20-4-4-1
2,sequence_47789,10.0,15-9-9-9
3,sequence_47790,9.0,17-15-15-6
4,sequence_47781,12.0,2-26-26-0
5,sequence_47777,11.0,2-26-26-0
6,sequence_47779,11.0,2-26-26-0
7,sequence_47784,21.0,4-1-1-0
8,sequence_47786,18.0,11-20-20-16
9,sequence_47782,17.0,4-1-1-0
10,sequence_47772,12.0,4-3-3-0
11,sequence_47795,7.0,10-8-8-15
12,sequence_47776,9.0,4-3-3-0
13,sequence_47685,24.0,20-7-7-10
14,sequence_47679,44.0,23-18-18-1
15,sequence_47695,52.0,8-11-11-3
16,sequence_47710,43.0,28-11-11-3
17,sequence_47686,22.0,9-23-23-5
18,sequence_47778,26.0,15-17-17-9
19,sequence_47780,23.0,15-17-17-9
20,sequence_47785,25.0,15-9-9-9
21,sequence_47803,12.0,12-2-2-2
22,sequence_47663,36.0,20-4-4-11
23,sequence_47757,36.0,26-1-1-0
24,sequence_47783,24.5,6-10-10-6
25,sequence_47796,20.0,21-16-16-15
26,sequence_47750,25.0,4-3-3-8
27,sequence_47760,26.0,4-3-3-0
28,sequence_47773,19.0,25-9-9-9
29,sequence_47768,17.0,2-26-26-0
30,sequence_47771,18.0,26-1-1-0
31,sequence_47681,44.0,14-14-14-10
32,sequence_47696,47.0,24-13-13-3
33,sequence_47680,73.0,23-18-18-1
34,sequence_47673,65.5,1-18-18-1
35,sequence_47700,65.0,23-18-18-1
36,sequence_47689,52.0,8-11-11-7
37,sequence_47683,75.0,7-6-6-14
38,sequence_47697,55.5,22-24-24-4
39,sequence_47678,37.0,9-23-23-5
40,sequence_47682,53.0,7-6-6-14
41,sequence_47724,48.0,7-6-6-14
42,sequence_47806,73.0,15-17-17-9
43,sequence_47807,42.0,12-2-2-9
44,sequence_47804,23.0,12-2-2-2
45,sequence_47800,20.0,12-2-2-2
46,sequence_47799,24.0,12-2-2-2
47,sequence_47664,32.0,3-7-7-11
48,sequence_47666,69.0,8-4-4-11
49,sequence_47671,36.0,28-27-27-11
50,sequence_47727,45.0,6-10-10-6
51,sequence_47756,37.0,6-10-10-6
52,sequence_47775,23.0,6-10-10-6
53,sequence_47730,35.0,21-16-16-7
54,sequence_47758,22.0,21-16-16-7
55,sequence_47797,27.0,16-21-21-12
56,sequence_47798,23.0,12-2-2-2
57,sequence_47751,34.0,0-12-12-13
58,sequence_47741,102.0,13-25-25-8
59,sequence_47743,63.0,13-25-25-8
60,sequence_47752,67.0,0-3-3-8
61,sequence_47745,83.0,13-25-25-8
62,sequence_47747,72.0,13-25-25-8
63,sequence_47748,79.0,26-1-1-7
64,sequence_47749,81.0,26-1-1-7
65,sequence_47744,69.0,13-25-25-8
66,sequence_47721,40.0,9-23-23-5
67,sequence_47759,36.0,5-9-9-5
68,sequence_47774,21.0,25-9-9-9
69,sequence_47770,25.0,25-17-17-9
70,sequence_47713,51.0,1-18-18-1
71,sequence_47738,55.0,13-25-25-8
72,sequence_47769,25.0,25-17-17-9
73,sequence_47702,69.0,14-14-14-10
74,sequence_47672,76.0,14-14-14-10
75,sequence_47705,71.0,14-14-14-10
76,sequence_47694,51.0,24-13-13-3
77,sequence_47691,40.0,24-13-13-3
78,sequence_47701,63.0,23-18-18-1
79,sequence_47706,77.0,1-18-18-1
80,sequence_47675,57.0,1-18-18-14
81,sequence_47698,56.0,24-13-13-3
82,sequence_47688,90.0,8-11-11-7
83,sequence_47704,98.0,18-6-6-14
84,sequence_47708,111.0,7-6-6-14
85,sequence_47709,119.0,7-0-0-14
86,sequence_47677,103.0,7-6-6-14
87,sequence_47692,87.5,19-0-0-4
88,sequence_47703,95.0,18-6-6-14
89,sequence_47707,79.0,7-6-6-14
90,sequence_47762,127.0,18-22-22-14
91,sequence_47765,118.0,18-22-22-14
92,sequence_47767,105.0,18-22-22-14
93,sequence_47812,121.0,15-17-17-9
94,sequence_47761,120.0,18-22-22-14
95,sequence_47764,118.0,18-22-22-14
96,sequence_47763,122.0,15-17-17-9
97,sequence_47699,62.0,22-24-24-4
98,sequence_47687,92.0,19-0-0-4
99,sequence_47693,64.0,7-0-0-14
100,sequence_47690,63.0,19-0-0-4
101,sequence_47712,49.0,12-2-2-2
102,sequence_47714,51.0,22-24-24-4
103,sequence_47725,57.0,22-24-24-4
104,sequence_47669,32.0,24-13-13-3
105,sequence_47668,48.0,3-7-7-11
106,sequence_47670,97.0,3-27-27-11
107,sequence_47665,50.0,3-7-7-11
108,sequence_47661,52.0,3-7-7-11
109,sequence_47667,86.0,27-19-19-5
110,sequence_47726,120.0,6-10-10-6
111,sequence_47734,110.0,6-10-10-6
112,sequence_47811,24.0,6-10-10-6
113,sequence_47662,28.0,3-7-7-11
