,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_51016,0,2,2,0,4,5,1,1,8,3,2,11,9,4,0,3,7,3,10,14,17,6,3,20,1,6,21,8
1,sequence_51170,1,0,1,4,1,2,5,3,3,1,1,9,1,3,1,11,15,13,2,18,1,21,7,1,14,3,4,4
2,sequence_32130,0,1,3,2,3,3,2,6,2,2,9,2,8,2,3,0,0,2,19,7,2,1,1,24,11,12,14,20
3,sequence_51136,1,0,1,1,5,6,0,7,9,9,7,10,11,14,11,6,8,12,4,5,13,19,8,10,17,23,26,0
4,sequence_51191,1,0,1,1,5,6,3,0,1,8,3,12,4,5,7,10,11,11,6,13,6,14,9,4,3,14,16,6
5,sequence_51140,1,0,1,4,1,2,5,3,3,1,1,9,1,3,1,11,15,13,2,18,1,21,7,1,14,3,4,4
6,sequence_51149,1,0,1,4,1,2,5,3,3,1,1,9,1,3,1,11,1,0,2,18,1,2,7,11,10,3,4,4
7,sequence_51181,1,0,1,4,1,2,5,3,3,1,1,9,1,3,1,11,15,13,2,18,1,21,7,1,14,3,4,4
8,sequence_51159,1,0,1,4,1,2,5,3,3,1,1,9,1,3,1,11,15,13,2,18,1,21,7,1,14,3,4,4
9,sequence_51175,1,0,1,4,1,2,5,3,3,1,1,9,1,3,1,1,15,13,2,18,1,21,7,1,2,3,4,4
10,sequence_51174,1,0,1,4,1,2,5,3,3,1,1,9,1,3,1,11,15,13,2,0,1,2,7,1,14,1,4,4
11,sequence_51169,1,0,1,4,1,2,5,3,3,1,1,9,12,3,1,11,14,13,2,18,1,2,14,1,14,3,4,15
12,sequence_51199,1,0,1,4,1,2,5,3,3,1,1,9,1,3,1,11,15,13,2,18,1,21,7,1,14,3,4,4
13,sequence_51144,1,0,1,4,1,2,5,3,3,1,1,9,1,3,1,11,1,0,2,18,1,21,7,11,10,3,4,4
14,sequence_51183,1,0,1,4,1,2,5,3,3,1,1,9,1,3,1,11,15,13,2,18,1,21,7,1,14,3,4,4
