,secuencia,birch-2,birch-3,birch-4,birch-5,birch-6,birch-7,birch-8,birch-9,birch-10,birch-11,birch-12,birch-13,birch-14,birch-15,birch-16,birch-17,birch-18,birch-19,birch-20,birch-21,birch-22,birch-23,birch-24,birch-25,birch-26,birch-27,birch-28,birch-29
0,sequence_51016,0,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,5,2,2,0,8
1,sequence_51170,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,4,1,1,1,1,1,0,2,2
2,sequence_32130,0,0,3,3,3,3,3,1,0,6,2,2,2,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6
3,sequence_51136,1,1,0,2,2,0,7,7,7,7,7,7,7,3,3,3,1,0,9,20,9,9,9,9,9,9,9,9
4,sequence_51191,1,1,0,2,2,0,6,6,6,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5
5,sequence_51140,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,4,1,1,1,1,1,0,2,2
6,sequence_51149,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,4,1,1,1,1,1,0,27,27
7,sequence_51181,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,4,1,1,1,1,1,0,2,2
8,sequence_51159,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,4,1,1,1,1,1,0,2,2
9,sequence_51175,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,4,1,1,1,1,1,0,2,2
10,sequence_51174,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,2,2,0,11,11,11,11,11,11
11,sequence_51169,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,2,2,0,23,23,23,23,23,23
12,sequence_51199,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,4,1,1,1,1,1,0,2,2
13,sequence_51144,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,4,1,1,1,1,1,0,27,27
14,sequence_51183,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,4,1,1,1,1,1,0,2,2
15,sequence_51157,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,4,1,1,1,1,1,0,2,2
16,sequence_51163,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,4,1,1,1,1,1,0,2,2
17,sequence_51173,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,4,1,1,1,1,1,0,2,2
18,sequence_51168,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,4,1,1,1,1,1,0,2,2
19,sequence_51171,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,4,1,1,1,1,1,0,2,2
20,sequence_51182,1,1,0,2,2,0,6,6,6,2,0,8,3,1,1,1,0,18,18,18,18,18,18,18,18,18,18,18
21,sequence_51131,1,1,0,2,2,0,7,7,7,7,7,7,7,3,3,3,1,0,9,20,9,9,9,9,9,9,9,9
22,sequence_51138,1,1,0,2,2,0,7,7,7,7,7,7,7,3,3,3,1,0,19,19,19,19,19,19,19,19,19,19
23,sequence_51196,1,1,0,2,2,0,6,6,6,2,0,8,3,1,1,1,0,9,4,9,4,4,4,4,4,1,1,0
24,sequence_51202,1,1,0,2,2,0,7,7,7,7,7,7,7,3,3,3,1,0,19,19,19,19,19,19,19,19,19,19
25,sequence_51192,1,1,0,2,2,0,7,7,7,7,7,7,7,3,3,3,1,0,19,19,19,19,19,19,19,19,19,19
26,sequence_51147,1,1,0,2,2,0,6,6,6,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5
27,sequence_51151,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,4,1,1,1,1,1,0,27,27
28,sequence_51145,1,1,0,2,2,0,6,6,6,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5
29,sequence_51187,1,1,0,2,2,0,6,6,6,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5
30,sequence_51148,1,1,0,2,2,0,7,7,7,7,7,7,7,3,3,3,1,0,9,20,9,9,9,9,9,9,9,9
31,sequence_51141,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,4,1,1,1,1,1,0,2,2
32,sequence_51137,1,1,0,2,2,0,6,6,6,2,0,8,3,1,1,1,0,9,4,9,4,4,4,4,4,1,1,0
33,sequence_32151,0,0,3,3,3,3,3,1,0,6,2,2,2,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6
34,sequence_32148,0,0,3,3,3,3,3,1,0,6,2,2,2,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6
35,sequence_32117,0,0,3,3,3,3,3,1,0,6,2,2,2,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6
36,sequence_32141,0,0,3,3,3,3,3,1,0,6,2,2,2,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6
37,sequence_32124,0,0,3,3,3,3,3,1,0,6,2,2,2,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6
38,sequence_32126,0,0,3,3,3,3,3,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4
39,sequence_32127,0,0,3,3,3,3,3,1,0,6,2,2,2,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6
40,sequence_32133,0,0,3,3,3,3,3,1,0,6,2,2,2,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6
41,sequence_32131,0,0,3,3,3,3,3,1,0,6,2,2,2,2,0,16,16,16,16,16,16,16,16,16,16,16,16,16
42,sequence_32174,0,0,3,3,3,3,3,1,0,6,2,2,2,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6
43,sequence_32114,0,0,3,3,3,3,3,1,0,6,2,2,2,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6
44,sequence_32147,0,0,3,3,3,3,3,1,0,6,2,2,2,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6
45,sequence_32119,0,0,3,3,3,3,3,1,0,6,2,2,2,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6
46,sequence_32122,0,0,3,3,3,3,3,1,0,6,2,2,2,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6
47,sequence_32125,0,0,3,3,3,3,3,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4
48,sequence_32128,0,0,3,3,3,3,3,1,0,6,2,2,2,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6
49,sequence_32129,0,0,3,3,3,3,3,1,0,6,2,2,2,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6
50,sequence_32132,0,0,3,3,3,3,3,1,0,6,2,2,2,2,0,16,16,16,16,16,16,16,16,16,16,16,16,16
51,sequence_32167,0,0,1,1,1,1,1,0,9,9,9,9,9,9,9,9,9,4,1,1,0,22,22,22,22,10,10,10
52,sequence_50970,0,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,5,2,2,0,8
53,sequence_51045,0,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,5,2,2,0,28
54,sequence_51003,0,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,5,2,2,0,8
55,sequence_51032,0,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,5,2,2,0,8
56,sequence_51028,0,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,5,2,2,0,8
57,sequence_51025,0,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,24,24,24,24,24
58,sequence_51019,0,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,5,2,2,0,8
59,sequence_51017,0,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,5,2,2,0,8
60,sequence_51014,0,2,2,0,0,2,0,3,3,3,3,1,0,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15
61,sequence_50984,0,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,5,2,2,0,8
62,sequence_51054,0,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,5,2,2,0,28
