,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_53082,0,0,0,0,0,0,0,0,0,0
1,sequence_19402,15,16,15,16,15,16,15,15,16,16
2,sequence_20054,10,10,10,10,10,10,10,10,10,10
3,sequence_20048,5,5,5,5,5,5,5,5,5,5
4,sequence_20036,10,10,10,10,10,10,10,10,10,10
5,sequence_19525,1,1,1,1,1,1,1,1,1,1
6,sequence_20061,33,33,33,33,33,33,33,33,33,31
7,sequence_19496,12,12,12,12,12,12,12,12,12,12
8,sequence_19477,17,18,17,18,17,18,17,17,18,7
9,sequence_19363,2,2,2,2,2,2,2,2,2,2
10,sequence_19500,14,15,14,15,14,15,14,14,15,15
11,sequence_19453,26,26,26,26,26,26,26,26,26,25
12,sequence_53075,3,3,3,3,3,3,3,3,3,3
13,sequence_19522,21,21,21,21,21,21,21,21,21,20
14,sequence_19523,1,1,1,1,1,1,1,1,1,1
15,sequence_53078,3,3,3,3,3,3,3,3,3,3
16,sequence_20069,18,19,18,19,18,19,18,18,19,18
17,sequence_53062,37,37,37,37,37,37,37,37,38,35
18,sequence_20060,33,33,33,33,33,33,33,33,33,31
19,sequence_53066,4,4,4,4,4,4,4,4,4,4
20,sequence_19417,5,5,5,5,5,5,5,5,5,5
21,sequence_19391,11,11,11,11,11,11,11,11,11,11
22,sequence_19447,9,9,9,9,9,9,9,9,9,9
23,sequence_53079,21,21,21,21,21,21,21,21,21,20
24,sequence_20042,8,8,8,8,8,8,8,8,8,8
25,sequence_19419,19,20,19,20,19,20,19,19,20,19
26,sequence_19425,25,25,25,25,25,25,25,25,25,24
27,sequence_19450,17,18,17,18,17,18,17,17,18,9
28,sequence_53085,31,31,31,31,31,31,31,31,31,33
29,sequence_19509,1,1,1,1,1,1,1,1,1,1
30,sequence_53059,3,3,3,3,3,3,3,3,3,3
31,sequence_19430,26,26,26,26,26,26,26,26,26,25
32,sequence_20052,10,10,10,10,10,10,10,10,10,10
33,sequence_19369,6,6,6,6,6,6,6,6,6,6
34,sequence_53064,4,4,4,4,4,4,4,4,4,4
35,sequence_20072,7,7,7,7,7,7,7,7,7,7
