,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_53082,1,2,2,2,2,5,1,3,1,4,2,4,10,13,14,4,6,10,5,8,1,5,19,6,20,24,6,5
1,sequence_19402,0,0,0,4,5,1,2,8,3,8,4,10,0,0,12,8,10,3,3,5,0,22,10,19,17,26,14,9
2,sequence_20054,0,1,3,0,1,6,5,5,6,1,8,2,5,12,8,9,4,18,11,0,4,13,7,15,15,19,17,7
3,sequence_20048,0,0,0,4,5,1,2,4,3,3,0,0,13,6,1,6,5,11,14,14,5,4,0,10,6,7,0,7
4,sequence_20036,0,1,3,1,3,3,3,2,5,5,1,5,11,10,9,1,2,5,2,7,17,21,14,17,15,14,9,7
5,sequence_19525,0,1,3,0,1,6,5,5,6,1,8,2,5,12,8,9,4,14,11,0,4,13,7,8,25,8,7,25
6,sequence_20061,0,1,3,1,3,3,3,2,5,2,1,9,1,10,2,13,7,0,12,7,16,1,1,17,11,10,9,1
7,sequence_19496,0,1,3,0,1,6,5,1,6,1,8,11,5,7,15,0,16,14,19,0,9,6,4,5,3,8,25,19
8,sequence_19477,0,1,3,1,3,0,3,1,0,2,5,8,8,7,0,13,1,12,12,16,18,15,6,13,5,23,19,1
9,sequence_19363,0,0,0,4,5,1,0,4,7,8,5,8,0,14,0,8,10,12,1,5,0,22,10,19,17,26,14,9
10,sequence_19500,0,0,0,4,5,1,0,8,7,3,4,0,0,14,11,16,11,7,13,19,16,8,12,23,24,20,12,24
11,sequence_19453,0,1,1,3,0,4,6,6,8,9,3,12,4,4,3,11,13,16,9,15,20,17,20,3,0,6,8,18
12,sequence_53075,0,1,3,1,3,3,3,2,5,10,1,7,12,9,13,10,17,17,18,20,7,18,11,24,22,13,24,23
13,sequence_19522,0,0,0,4,5,1,2,8,3,3,4,10,7,0,1,6,11,3,13,4,14,12,18,9,9,11,16,26
14,sequence_19523,0,1,3,0,1,6,5,5,6,1,8,2,5,12,8,9,16,14,11,0,4,2,4,5,25,8,7,25
15,sequence_53078,0,1,3,0,1,3,5,5,5,10,8,7,12,9,13,10,17,17,8,20,7,18,11,18,25,13,24,12
16,sequence_20069,0,0,0,4,5,1,0,4,7,8,0,0,13,6,10,3,14,11,14,18,11,11,21,10,1,18,21,13
17,sequence_53062,1,2,2,2,4,5,7,3,1,6,2,4,9,3,14,14,0,10,16,1,6,3,19,20,2,25,2,21
18,sequence_20060,0,1,3,1,3,3,3,2,5,5,1,9,1,10,9,1,7,0,12,7,10,1,1,17,11,14,9,1
19,sequence_53066,0,0,0,4,5,1,2,4,3,10,0,7,12,9,10,8,17,17,14,14,7,4,21,18,22,18,0,12
20,sequence_19417,0,0,0,4,5,1,2,8,3,3,4,10,7,0,1,6,5,3,1,4,5,4,0,2,6,0,16,11
21,sequence_19391,0,1,1,3,0,4,6,6,8,9,3,12,4,4,3,11,13,16,9,15,13,17,20,21,12,6,8,18
22,sequence_19447,0,1,3,1,3,0,3,1,0,2,5,5,8,1,0,13,1,15,0,6,3,15,6,13,5,4,18,6
23,sequence_53079,0,0,0,4,5,1,2,8,3,10,4,7,7,0,11,6,17,3,13,14,14,12,18,9,9,11,5,26
24,sequence_20042,0,1,1,3,0,4,6,6,8,9,3,12,4,8,4,11,13,8,4,17,8,10,13,12,16,19,20,15
25,sequence_19419,0,1,1,3,0,4,6,6,8,9,3,12,4,8,3,11,13,8,4,17,8,9,13,12,23,12,11,22
26,sequence_19425,0,1,1,3,0,4,6,0,2,0,9,6,3,5,2,5,9,2,6,10,21,0,3,11,10,17,1,0
27,sequence_19450,0,1,3,1,3,0,3,1,0,2,5,8,8,1,0,13,1,15,0,6,18,15,6,13,5,4,18,6
28,sequence_53085,0,1,1,3,0,4,4,0,2,7,11,6,6,5,2,15,15,2,17,2,19,14,15,14,19,13,13,14
29,sequence_19509,0,1,3,0,1,6,5,5,6,1,8,11,5,12,8,9,4,14,8,0,9,13,7,8,25,8,7,19
30,sequence_53059,0,1,3,0,1,3,5,5,5,10,8,7,12,9,13,10,17,17,8,20,7,18,11,18,22,19,24,12
31,sequence_19430,0,1,1,3,0,4,6,6,8,9,9,12,4,4,3,5,13,16,9,15,15,17,20,21,0,6,10,3
32,sequence_20052,0,1,3,0,1,6,5,5,6,1,8,11,5,12,8,9,4,14,8,11,4,13,7,8,15,19,20,7
33,sequence_19369,1,2,2,2,4,2,7,7,4,6,7,1,2,3,6,14,12,1,7,9,12,16,16,22,13,15,15,20
34,sequence_53064,0,0,0,4,5,1,0,4,7,10,0,7,13,9,10,3,17,17,14,14,7,18,21,10,22,18,0,13
35,sequence_20072,0,1,3,1,3,0,3,2,0,2,5,8,8,7,0,13,1,12,12,7,18,15,6,17,11,14,9,1
36,sequence_20038,0,0,0,4,5,1,0,4,7,8,0,0,13,14,10,3,10,12,14,18,0,22,21,10,17,18,21,13
37,sequence_20039,0,1,1,3,0,4,4,6,9,7,10,3,6,8,4,12,15,9,15,3,2,10,9,4,16,1,20,15
38,sequence_19506,0,0,0,4,5,1,2,8,3,8,4,10,7,0,1,8,5,3,13,4,14,12,0,9,9,0,14,11
39,sequence_20064,1,2,2,2,4,2,7,7,4,6,6,1,2,2,6,2,3,4,10,13,6,7,17,1,7,15,26,2
40,sequence_19530,0,0,0,4,5,1,2,8,3,8,4,10,7,0,15,8,8,3,13,5,14,12,10,9,9,26,14,9
41,sequence_19498,0,1,3,1,3,3,3,2,5,5,1,9,8,10,9,1,7,5,12,12,10,1,22,0,11,3,19,1
42,sequence_19504,1,2,2,2,4,2,7,7,4,6,6,1,2,3,6,2,3,4,7,13,12,16,16,7,7,15,15,10
43,sequence_19386,0,0,0,4,5,1,0,4,7,8,5,8,0,14,0,8,10,7,1,5,0,22,10,19,17,26,14,9
44,sequence_19519,0,0,0,4,5,1,0,8,7,8,4,0,0,14,11,16,10,7,13,19,0,8,12,23,24,20,12,24
45,sequence_19404,1,2,2,2,4,2,7,7,4,6,7,1,9,3,5,14,12,13,16,9,12,16,2,20,13,22,15,20
46,sequence_19446,0,0,0,4,5,1,2,8,3,3,4,10,7,0,1,6,11,3,3,4,5,2,18,9,18,11,16,4
47,sequence_20063,0,0,0,4,5,1,0,8,7,3,0,0,13,6,10,3,14,7,14,19,16,11,8,10,24,18,21,13
48,sequence_20043,1,2,2,2,4,2,7,7,4,6,7,1,2,3,5,14,12,13,16,9,12,3,2,7,13,22,4,20
49,sequence_19497,0,1,1,3,0,4,4,6,9,7,10,3,3,8,4,12,15,9,15,3,2,19,9,4,4,1,22,8
50,sequence_19490,0,0,0,4,5,1,2,8,3,8,4,10,7,0,11,6,8,3,13,4,14,12,18,9,9,11,5,26
51,sequence_19376,0,1,1,3,0,4,6,6,8,9,9,12,4,4,3,5,13,16,4,15,13,17,20,21,12,6,10,3
52,sequence_19406,0,1,3,1,3,0,3,1,0,2,5,8,8,7,0,13,1,15,0,6,3,15,6,13,5,4,18,6
53,sequence_19405,0,0,0,4,5,1,0,4,7,3,0,0,13,14,12,16,14,11,1,18,5,4,21,2,1,7,23,4
54,sequence_19382,0,0,0,4,5,1,0,4,7,3,0,0,0,14,12,16,14,7,1,18,5,8,12,2,24,7,23,4
55,sequence_20067,0,0,0,4,5,1,0,4,7,3,0,0,13,6,10,3,14,11,14,18,11,11,21,10,1,7,21,13
56,sequence_19409,0,1,1,3,0,4,6,0,2,0,9,6,3,5,2,5,9,2,6,10,21,0,3,11,12,17,1,3
57,sequence_19354,0,1,3,1,3,0,3,1,0,2,5,8,8,7,0,13,1,15,0,6,3,15,6,13,5,4,18,6
58,sequence_20040,0,1,3,0,1,6,5,5,6,1,8,2,5,12,8,9,4,18,8,0,4,13,7,15,15,19,17,7
59,sequence_19370,1,2,2,2,4,2,7,7,4,6,7,1,2,3,6,14,12,4,7,9,12,16,16,22,13,15,15,20
60,sequence_19432,0,1,3,0,1,6,5,5,6,1,8,2,5,12,8,9,4,18,11,0,4,2,7,15,21,8,17,25
61,sequence_19371,0,0,0,4,5,1,2,4,3,8,4,10,7,0,1,6,5,3,1,4,5,4,0,2,6,0,23,11
62,sequence_19434,0,1,1,3,0,4,6,6,8,9,3,12,4,8,3,11,13,8,4,17,8,9,13,12,23,12,11,22
63,sequence_19505,0,0,0,4,5,1,2,8,3,3,4,10,7,0,1,6,5,3,13,4,14,12,0,9,24,0,5,11
64,sequence_53070,0,1,1,3,0,4,6,0,2,9,11,6,4,4,2,5,13,16,17,15,13,17,20,14,12,6,10,3
65,sequence_19392,0,1,1,3,0,4,6,6,8,9,3,12,4,8,3,11,13,8,4,17,8,9,13,12,23,12,11,22
66,sequence_19357,0,1,3,1,3,0,3,2,0,5,1,5,11,10,9,1,2,5,2,12,17,21,14,0,14,21,3,16
67,sequence_20056,1,2,2,2,4,2,7,7,4,6,6,1,2,3,5,2,3,4,10,13,12,3,2,7,7,2,4,10
68,sequence_19526,0,1,1,3,0,4,6,6,8,9,3,12,4,4,3,11,13,8,4,17,20,9,4,12,0,16,8,27
69,sequence_20046,0,1,1,3,0,4,4,6,9,7,10,3,6,8,4,12,15,9,15,3,2,10,9,4,16,1,20,15
70,sequence_19443,0,0,0,4,5,1,0,8,7,3,0,0,0,14,12,16,11,7,3,10,16,11,23,2,18,17,27,4
71,sequence_19410,0,1,3,1,3,0,3,1,0,2,5,8,11,7,0,13,1,6,19,16,3,15,6,13,5,23,18,6
72,sequence_19390,0,1,1,3,0,4,6,6,8,9,9,12,4,4,3,5,13,16,9,15,13,17,20,21,12,6,10,3
73,sequence_19439,0,1,1,3,0,4,6,0,2,0,9,6,3,5,2,5,9,2,6,10,15,0,3,11,10,17,1,3
74,sequence_20071,0,1,1,3,0,4,4,6,2,7,10,3,6,5,4,12,15,12,15,3,20,10,9,4,16,16,11,27
75,sequence_19451,0,1,3,1,3,0,3,2,0,5,1,5,8,1,9,1,2,5,2,12,10,1,22,0,14,21,3,16
76,sequence_20041,0,1,3,0,1,6,5,1,6,2,5,8,5,7,15,0,16,12,19,11,18,6,4,5,3,19,25,19
77,sequence_19415,0,1,3,1,3,0,3,1,0,2,5,8,8,7,0,13,1,6,19,16,18,15,6,13,5,23,18,6
78,sequence_20035,0,1,1,3,0,4,4,6,9,7,10,3,6,8,4,12,15,9,15,3,2,10,9,4,16,1,22,15
79,sequence_20051,0,0,0,4,5,1,2,4,3,8,0,10,13,6,10,8,5,11,14,14,11,4,8,10,6,18,0,13
80,sequence_19397,0,1,3,0,1,6,5,5,6,1,8,11,5,12,8,0,4,14,8,11,9,6,7,8,21,19,25,19
81,sequence_19394,0,0,0,4,5,1,2,8,3,8,4,10,7,0,15,8,8,3,3,5,0,22,10,19,17,26,14,9
82,sequence_19374,0,1,1,3,0,4,6,6,8,9,9,12,4,4,3,5,13,16,9,15,13,17,20,21,12,6,10,3
83,sequence_19378,0,1,3,0,1,6,5,1,6,1,5,11,5,7,15,0,16,6,19,16,9,6,4,5,3,23,25,19
84,sequence_19441,0,0,0,4,5,1,0,8,7,3,0,0,0,14,12,16,11,7,3,10,5,11,23,2,18,17,27,4
85,sequence_19433,0,1,3,0,1,6,5,5,6,1,8,2,5,12,8,9,4,18,11,0,13,2,20,15,21,8,17,25
86,sequence_20062,0,1,3,1,3,3,3,2,5,5,1,9,11,10,9,1,7,5,12,7,10,1,22,17,11,14,9,1
87,sequence_19393,0,1,3,0,1,6,5,5,6,1,8,11,5,1,15,0,4,14,2,11,9,6,7,8,21,3,19,19
88,sequence_20065,0,1,3,0,1,6,5,5,6,1,8,2,5,12,8,9,4,14,8,0,4,13,7,8,15,8,7,7
89,sequence_19383,0,0,0,4,5,1,0,8,7,3,0,0,0,14,12,16,11,7,3,19,5,11,23,2,18,7,27,4
90,sequence_19422,0,0,0,4,5,1,2,8,3,3,4,10,7,0,11,6,8,3,3,4,14,12,18,9,9,11,16,26
91,sequence_19495,0,1,3,0,1,6,5,5,6,1,8,11,5,12,8,9,4,14,8,0,4,13,7,8,25,8,7,19
92,sequence_19431,0,1,1,3,0,4,6,6,8,9,3,12,4,4,3,11,13,16,4,15,8,17,13,3,0,12,10,18
93,sequence_20058,0,0,0,4,5,1,0,4,7,8,0,0,13,6,10,3,14,11,14,18,11,11,21,10,1,18,21,13
94,sequence_19488,0,1,1,3,0,4,6,6,8,9,3,12,4,4,3,11,13,16,9,15,13,17,20,21,0,6,8,18
95,sequence_19375,0,1,3,0,1,6,5,1,6,1,8,2,5,7,15,0,16,6,19,16,3,6,4,5,3,8,25,19
96,sequence_19511,1,2,2,2,4,2,7,7,4,6,7,1,2,3,5,14,3,13,10,13,12,7,2,7,13,2,4,10
97,sequence_53065,0,0,0,4,5,1,0,4,7,3,0,7,13,6,10,3,14,7,14,14,16,11,8,10,18,18,0,13
98,sequence_53074,0,1,3,1,3,3,3,2,5,10,1,7,12,9,13,10,17,17,18,20,7,18,11,24,22,13,24,23
99,sequence_20050,0,0,0,4,5,1,0,4,7,3,0,0,13,6,10,3,14,11,14,18,11,4,8,10,6,7,0,13
100,sequence_19515,0,0,0,4,5,1,0,4,7,8,4,0,0,14,12,16,10,7,1,19,0,22,12,23,17,20,23,24
101,sequence_20057,0,0,0,4,5,1,0,4,7,3,0,0,13,6,10,3,14,11,14,18,11,11,8,10,1,7,21,13
102,sequence_19438,0,1,3,1,3,0,3,2,0,5,1,5,8,1,9,1,2,15,0,6,17,21,14,0,14,3,19,16
103,sequence_19486,0,1,3,0,1,6,5,5,6,1,8,2,5,12,8,9,4,14,11,0,4,13,7,8,25,8,7,25
104,sequence_19389,0,0,0,4,5,1,2,8,3,3,4,10,7,0,1,6,11,3,3,4,5,12,18,9,9,11,16,26
105,sequence_19468,0,0,0,4,5,1,0,8,7,3,4,0,0,14,11,16,11,7,13,19,16,8,12,23,24,20,12,24
106,sequence_20068,0,1,3,1,3,3,3,2,5,5,1,9,11,10,9,1,7,5,12,7,17,21,14,17,11,14,9,7
107,sequence_19420,0,1,3,0,1,6,5,1,6,1,5,11,1,7,11,0,16,0,19,11,9,6,1,16,21,23,5,19
108,sequence_20076,0,1,3,1,3,3,3,2,5,5,1,9,8,10,9,1,7,5,12,7,10,1,22,17,11,14,9,1
109,sequence_20070,0,1,1,3,0,4,4,6,9,7,10,3,6,8,4,12,15,9,15,3,2,10,9,4,16,16,11,15
110,sequence_19399,0,0,0,4,5,1,2,8,3,8,4,10,7,0,15,8,8,3,3,5,0,22,10,19,17,26,14,9
111,sequence_19436,0,1,1,3,0,4,6,6,8,9,3,12,4,4,3,11,13,8,4,17,8,17,13,3,0,12,8,18
112,sequence_19492,0,1,1,3,0,4,6,6,8,9,3,12,4,8,4,11,13,8,4,17,8,9,13,12,23,12,11,22
113,sequence_19445,1,2,2,2,4,2,7,7,4,6,6,1,2,3,6,2,3,4,7,13,12,16,16,7,7,15,15,10
114,sequence_19403,1,2,2,2,4,2,7,7,4,6,7,1,9,3,5,14,0,13,16,9,6,7,17,20,2,25,2,21
115,sequence_19428,0,1,1,3,0,4,6,0,2,0,9,6,3,5,2,5,9,2,6,2,21,0,3,3,10,16,1,0
116,sequence_19377,0,0,0,4,5,1,2,8,3,8,4,10,7,0,15,8,8,3,3,5,0,22,10,19,17,26,14,9
117,sequence_19427,0,1,3,1,3,0,3,1,0,2,5,8,8,1,0,13,1,15,0,6,18,15,6,13,5,4,18,6
118,sequence_19521,1,2,2,2,2,5,1,3,1,6,7,4,10,11,7,7,12,1,7,9,6,16,5,22,8,5,15,28
119,sequence_20045,0,0,0,4,5,1,0,4,7,3,0,0,13,6,10,3,14,11,14,18,11,11,8,10,6,18,0,13
120,sequence_19412,0,1,3,1,3,0,3,1,0,2,5,8,8,7,0,13,1,12,0,16,18,15,6,13,5,23,18,6
121,sequence_19508,0,0,0,4,5,1,2,8,3,8,4,10,7,0,1,6,5,3,13,4,14,12,0,9,9,0,16,11
122,sequence_53080,0,1,3,1,3,3,3,2,5,10,1,7,12,9,13,10,17,17,18,20,7,18,11,24,22,13,24,23
123,sequence_20073,0,0,0,4,5,1,0,4,7,3,0,0,13,6,10,3,14,11,14,18,11,11,8,10,1,18,21,13
124,sequence_19442,0,1,1,3,0,4,6,0,2,0,9,6,3,5,2,5,9,2,6,10,15,0,3,11,12,17,1,3
125,sequence_53077,1,2,2,2,4,5,1,3,4,4,6,1,10,2,14,4,6,10,7,1,1,5,19,6,2,15,26,2
126,sequence_19429,1,2,2,2,4,2,7,7,4,6,6,1,2,3,6,2,3,4,7,13,12,16,16,7,7,15,15,10
127,sequence_19416,0,1,3,0,1,6,5,1,6,1,5,2,5,7,15,0,16,6,0,11,3,6,4,5,3,4,25,6
