,secuencia,aglomerative-2,aglomerative-3,aglomerative-4,aglomerative-5,aglomerative-6,aglomerative-7,aglomerative-8,aglomerative-9,aglomerative-10,aglomerative-11,aglomerative-12,aglomerative-13,aglomerative-14,aglomerative-15,aglomerative-16,aglomerative-17,aglomerative-18,aglomerative-19,aglomerative-20,aglomerative-21,aglomerative-22,aglomerative-23,aglomerative-24,aglomerative-25,aglomerative-26,aglomerative-27,aglomerative-28,aglomerative-29
0,sequence_53082,1,1,1,0,5,5,5,5,5,5,5,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5
1,sequence_19402,0,2,2,2,2,2,0,1,0,10,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,4
2,sequence_20054,0,0,3,1,0,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,6,6,2,2,0
3,sequence_20048,0,2,2,2,2,2,0,1,0,9,9,9,9,9,4,4,4,1,0,20,20,20,20,20,20,20,20,20
4,sequence_20036,0,0,3,1,0,1,1,0,4,1,0,3,3,3,3,3,1,0,3,3,3,1,0,24,24,24,24,24
5,sequence_19525,0,0,3,1,0,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,6,6,2,2,0
6,sequence_20061,0,0,3,1,0,1,1,0,4,1,0,3,3,3,3,3,1,0,3,3,3,1,0,24,24,24,24,24
7,sequence_19496,0,0,3,1,0,1,1,0,9,4,4,4,4,4,1,1,0,18,18,18,18,18,18,18,18,18,18,18
8,sequence_19477,0,0,3,1,0,1,1,0,4,1,0,3,3,3,3,3,1,0,3,3,3,1,0,13,13,6,6,6
9,sequence_19363,0,2,2,2,2,2,0,1,0,10,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,4
10,sequence_19500,0,2,2,2,2,2,0,8,8,8,3,1,1,0,9,9,9,4,4,1,1,0,23,23,23,23,23,23
11,sequence_19453,0,0,0,3,1,0,7,7,7,7,7,7,7,7,7,7,3,3,1,0,5,5,5,5,5,5,5,2
12,sequence_53075,0,0,0,4,4,4,4,4,1,0,8,8,8,8,8,8,8,8,8,8,8,3,1,1,0,13,27,27
13,sequence_19522,0,2,2,2,2,2,0,1,0,9,9,9,9,9,4,4,4,1,0,10,10,10,10,10,10,10,10,10
14,sequence_19523,0,2,2,2,2,2,0,1,0,9,9,9,9,9,4,4,4,1,0,10,10,10,10,10,10,10,10,10
15,sequence_53078,0,0,0,4,4,4,4,4,1,0,8,8,8,8,8,8,8,8,8,8,8,3,1,1,0,13,27,27
16,sequence_20069,0,2,2,2,2,2,0,8,8,8,3,1,1,0,15,15,15,15,15,15,15,15,7,7,3,3,1,1
17,sequence_53062,1,1,1,0,3,3,3,3,3,3,1,0,2,2,2,0,7,7,7,7,7,7,3,3,1,1,0,12
18,sequence_20060,0,0,3,1,0,1,1,0,4,1,0,3,3,3,3,3,1,0,3,3,3,1,0,24,24,24,24,24
19,sequence_53066,0,0,0,4,4,4,4,4,1,0,8,8,8,8,8,8,8,8,8,8,8,3,1,1,0,26,26,26
20,sequence_19417,0,2,2,2,2,2,0,1,0,9,9,9,9,9,4,4,4,1,0,20,20,20,20,20,20,20,20,20
21,sequence_19391,0,0,0,3,1,0,7,7,7,7,7,7,7,7,7,7,3,3,1,0,5,5,5,5,5,5,5,2
22,sequence_19447,0,0,3,1,0,1,1,0,9,4,4,4,4,4,1,1,0,9,19,19,19,19,19,19,19,19,19,19
23,sequence_53079,0,0,0,4,4,4,4,4,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
24,sequence_20042,0,0,0,3,1,0,2,2,2,2,2,2,0,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
25,sequence_19419,0,0,0,3,1,0,7,7,7,7,7,7,7,7,7,7,3,3,1,0,21,21,21,21,21,21,21,21
26,sequence_19425,0,0,0,3,1,0,2,2,2,2,2,2,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
27,sequence_19450,0,0,3,1,0,1,1,0,9,4,4,4,4,4,1,1,0,9,19,19,19,19,19,19,19,19,19,19
28,sequence_53085,0,0,0,4,4,4,4,4,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
29,sequence_19509,0,0,3,1,0,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,6,6,2,2,0
30,sequence_53059,0,0,0,4,4,4,4,4,1,0,8,8,8,8,8,8,8,8,8,8,8,3,1,1,0,13,27,27
31,sequence_19430,0,0,0,3,1,0,7,7,7,7,7,7,7,7,7,7,3,3,1,0,5,5,5,5,5,5,5,2
32,sequence_20052,0,0,3,1,0,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,6,6,2,2,0
33,sequence_19369,1,1,1,0,3,3,3,3,3,3,1,0,6,6,6,2,2,2,2,2,0,8,8,8,8,8,3,3
34,sequence_53064,0,0,0,4,4,4,4,4,1,0,8,8,8,8,8,8,8,8,8,8,8,3,1,1,0,26,26,26
35,sequence_20072,0,0,3,1,0,1,1,0,4,1,0,3,3,3,3,3,1,0,3,3,3,1,0,13,13,6,6,6
36,sequence_20038,0,2,2,2,2,2,0,1,0,10,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,4
37,sequence_20039,0,0,0,3,1,0,2,2,2,2,2,2,0,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
38,sequence_19506,0,2,2,2,2,2,0,1,0,9,9,9,9,9,4,4,4,1,0,20,20,20,20,20,20,20,20,20
39,sequence_20064,1,1,1,0,3,3,3,3,3,3,1,0,6,6,6,2,2,2,2,2,0,22,22,22,22,22,22,22
40,sequence_19530,0,2,2,2,2,2,0,1,0,10,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,4
41,sequence_19498,0,0,3,1,0,1,1,0,4,1,0,5,5,5,5,5,5,5,5,5,2,2,2,0,15,15,15,15
42,sequence_19504,1,1,1,0,3,3,3,3,3,3,1,0,6,6,6,2,2,2,2,2,0,8,8,8,8,8,3,3
43,sequence_19386,0,2,2,2,2,2,0,1,0,10,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,4
44,sequence_19519,0,2,2,2,2,2,0,8,8,8,3,1,1,0,9,9,9,4,4,1,1,0,23,23,23,23,23,23
45,sequence_19404,1,1,1,0,3,3,3,3,3,3,1,0,2,2,2,0,7,7,7,7,7,7,3,3,1,1,0,12
46,sequence_19446,0,2,2,2,2,2,0,1,0,9,9,9,9,9,4,4,4,1,0,10,10,10,10,10,10,10,10,10
47,sequence_20063,0,2,2,2,2,2,0,8,8,8,3,1,1,0,15,15,15,15,15,15,15,15,7,7,3,3,1,1
48,sequence_20043,1,1,1,0,3,3,3,3,3,3,1,0,2,2,2,0,7,7,7,7,7,7,3,3,1,1,0,12
49,sequence_19497,0,0,0,3,1,0,2,2,2,2,2,2,0,1,0,6,6,6,6,6,6,6,6,2,2,0,13,13
50,sequence_19490,0,2,2,2,2,2,0,1,0,9,9,9,9,9,4,4,4,1,0,10,10,10,10,10,10,10,10,10
51,sequence_19376,0,0,0,3,1,0,7,7,7,7,7,7,7,7,7,7,3,3,1,0,5,5,5,5,5,5,5,2
52,sequence_19406,0,0,3,1,0,1,1,0,9,4,4,4,4,4,1,1,0,9,19,19,19,19,19,19,19,19,19,19
53,sequence_19405,0,2,2,2,2,2,0,8,8,8,3,1,1,0,9,9,9,4,4,1,1,0,15,15,7,7,7,7
54,sequence_19382,0,2,2,2,2,2,0,8,8,8,3,1,1,0,9,9,9,4,4,1,1,0,15,15,7,7,7,7
55,sequence_20067,0,2,2,2,2,2,0,8,8,8,3,1,1,0,15,15,15,15,15,15,15,15,7,7,3,3,1,1
56,sequence_19409,0,0,0,3,1,0,2,2,2,2,2,2,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
57,sequence_19354,0,0,3,1,0,1,1,0,9,4,4,4,4,4,1,1,0,9,19,19,19,19,19,19,19,19,19,19
58,sequence_20040,0,0,3,1,0,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,6,6,2,2,0
59,sequence_19370,1,1,1,0,3,3,3,3,3,3,1,0,6,6,6,2,2,2,2,2,0,8,8,8,8,8,3,3
60,sequence_19432,0,0,3,1,0,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,6,6,2,2,0
61,sequence_19371,0,2,2,2,2,2,0,1,0,9,9,9,9,9,4,4,4,1,0,20,20,20,20,20,20,20,20,20
62,sequence_19434,0,0,0,3,1,0,7,7,7,7,7,7,7,7,7,7,3,3,1,0,21,21,21,21,21,21,21,21
63,sequence_19505,0,2,2,2,2,2,0,1,0,9,9,9,9,9,4,4,4,1,0,20,20,20,20,20,20,20,20,20
64,sequence_53070,0,0,0,4,4,4,4,4,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
65,sequence_19392,0,0,0,3,1,0,7,7,7,7,7,7,7,7,7,7,3,3,1,0,21,21,21,21,21,21,21,21
66,sequence_19357,0,0,3,1,0,1,1,0,4,1,0,5,5,5,5,5,5,5,5,5,2,2,2,0,25,25,25,25
67,sequence_20056,1,1,1,0,3,3,3,3,3,3,1,0,2,2,2,0,7,7,7,7,7,7,3,3,1,1,0,12
68,sequence_19526,0,0,0,3,1,0,7,7,7,7,7,7,7,7,7,7,3,3,1,0,5,5,5,5,5,5,5,2
69,sequence_20046,0,0,0,3,1,0,2,2,2,2,2,2,0,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
70,sequence_19443,0,2,2,2,2,2,0,8,8,8,3,1,1,0,9,9,9,4,4,1,1,0,15,15,7,7,7,7
71,sequence_19410,0,0,3,1,0,1,1,0,9,4,4,4,4,4,1,1,0,9,19,19,19,19,19,19,19,19,19,19
72,sequence_19390,0,0,0,3,1,0,7,7,7,7,7,7,7,7,7,7,3,3,1,0,5,5,5,5,5,5,5,2
73,sequence_19439,0,0,0,3,1,0,2,2,2,2,2,2,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
74,sequence_20071,0,0,0,3,1,0,2,2,2,2,2,2,0,1,0,6,6,6,6,6,6,6,6,2,2,0,8,8
75,sequence_19451,0,0,3,1,0,1,1,0,4,1,0,5,5,5,5,5,5,5,5,5,2,2,2,0,15,15,15,15
76,sequence_20041,0,0,3,1,0,1,1,0,4,1,0,3,3,3,3,3,1,0,3,3,3,1,0,13,13,6,6,6
77,sequence_19415,0,0,3,1,0,1,1,0,9,4,4,4,4,4,1,1,0,9,19,19,19,19,19,19,19,19,19,19
78,sequence_20035,0,0,0,3,1,0,2,2,2,2,2,2,0,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
79,sequence_20051,0,2,2,2,2,2,0,1,0,9,9,9,9,9,4,4,4,1,0,20,20,20,20,20,20,20,20,20
80,sequence_19397,0,0,3,1,0,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,6,6,2,2,0
81,sequence_19394,0,2,2,2,2,2,0,1,0,10,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,4
82,sequence_19374,0,0,0,3,1,0,7,7,7,7,7,7,7,7,7,7,3,3,1,0,5,5,5,5,5,5,5,2
83,sequence_19378,0,0,3,1,0,1,1,0,9,4,4,4,4,4,1,1,0,18,18,18,18,18,18,18,18,18,18,18
84,sequence_19441,0,2,2,2,2,2,0,8,8,8,3,1,1,0,9,9,9,4,4,1,1,0,15,15,7,7,7,7
85,sequence_19433,0,0,3,1,0,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,6,6,2,2,0
86,sequence_20062,0,0,3,1,0,1,1,0,4,1,0,3,3,3,3,3,1,0,3,3,3,1,0,24,24,24,24,24
87,sequence_19393,0,0,3,1,0,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,6,6,2,2,0
88,sequence_20065,0,0,3,1,0,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,6,6,2,2,0
89,sequence_19383,0,2,2,2,2,2,0,8,8,8,3,1,1,0,9,9,9,4,4,1,1,0,15,15,7,7,7,7
90,sequence_19422,0,2,2,2,2,2,0,1,0,9,9,9,9,9,4,4,4,1,0,10,10,10,10,10,10,10,10,10
91,sequence_19495,0,0,3,1,0,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,6,6,2,2,0
92,sequence_19431,0,0,0,3,1,0,7,7,7,7,7,7,7,7,7,7,3,3,1,0,5,5,5,5,5,5,5,2
93,sequence_20058,0,2,2,2,2,2,0,8,8,8,3,1,1,0,15,15,15,15,15,15,15,15,7,7,3,3,1,1
94,sequence_19488,0,0,0,3,1,0,7,7,7,7,7,7,7,7,7,7,3,3,1,0,5,5,5,5,5,5,5,2
95,sequence_19375,0,0,3,1,0,1,1,0,9,4,4,4,4,4,1,1,0,18,18,18,18,18,18,18,18,18,18,18
96,sequence_19511,1,1,1,0,3,3,3,3,3,3,1,0,2,2,2,0,7,7,7,7,7,7,3,3,1,1,0,12
97,sequence_53065,0,2,2,2,2,2,0,8,8,8,3,1,1,0,15,15,15,15,15,15,15,15,7,7,3,3,1,1
98,sequence_53074,0,0,0,4,4,4,4,4,1,0,8,8,8,8,8,8,8,8,8,8,8,3,1,1,0,13,27,27
99,sequence_20050,0,2,2,2,2,2,0,8,8,8,3,1,1,0,15,15,15,15,15,15,15,15,7,7,3,3,1,1
100,sequence_19515,0,2,2,2,2,2,0,8,8,8,3,1,1,0,9,9,9,4,4,1,1,0,23,23,23,23,23,23
101,sequence_20057,0,2,2,2,2,2,0,8,8,8,3,1,1,0,15,15,15,15,15,15,15,15,7,7,3,3,1,1
102,sequence_19438,0,0,3,1,0,1,1,0,4,1,0,5,5,5,5,5,5,5,5,5,2,2,2,0,25,25,25,25
103,sequence_19486,0,0,3,1,0,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,6,6,2,2,0
104,sequence_19389,0,2,2,2,2,2,0,1,0,9,9,9,9,9,4,4,4,1,0,10,10,10,10,10,10,10,10,10
105,sequence_19468,0,2,2,2,2,2,0,8,8,8,3,1,1,0,9,9,9,4,4,1,1,0,23,23,23,23,23,23
106,sequence_20068,0,0,3,1,0,1,1,0,4,1,0,3,3,3,3,3,1,0,3,3,3,1,0,24,24,24,24,24
