,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_53082,0,0,0,0,0,0,0,0,0,0
1,sequence_19402,17,17,17,17,17,17,17,17,17,17
2,sequence_20054,13,13,13,13,13,13,13,13,13,13
3,sequence_20048,2,2,2,2,2,2,2,2,2,2
4,sequence_20036,9,9,9,9,9,9,9,9,9,9
5,sequence_19525,15,15,15,15,15,15,15,15,15,15
6,sequence_20061,12,12,12,12,12,12,12,12,12,12
7,sequence_19496,11,11,11,11,11,11,11,11,11,11
8,sequence_19477,19,19,19,19,19,19,19,19,19,19
9,sequence_19363,1,1,1,1,1,1,1,1,1,1
10,sequence_19500,16,16,16,16,16,16,16,16,16,16
11,sequence_19453,27,27,27,27,27,27,27,27,27,27
12,sequence_53075,32,32,32,32,32,32,32,32,32,32
13,sequence_19522,23,23,23,23,23,23,23,23,23,23
14,sequence_19523,15,15,15,15,15,15,15,15,15,15
15,sequence_53078,3,3,3,3,3,3,3,3,3,3
16,sequence_20069,20,20,20,20,20,20,20,20,20,20
17,sequence_53062,36,36,36,36,36,36,36,36,35,36
18,sequence_20060,12,12,12,12,12,12,12,12,12,12
19,sequence_53066,7,7,7,7,7,7,7,7,7,7
20,sequence_19417,2,2,2,2,2,2,2,2,2,2
21,sequence_19391,10,10,10,10,10,10,10,10,10,10
22,sequence_19447,19,19,19,19,19,19,19,19,19,19
23,sequence_53079,23,23,23,23,23,23,23,23,23,23
24,sequence_20042,7,7,7,7,7,7,7,7,7,7
25,sequence_19419,7,7,7,7,7,7,7,7,7,7
26,sequence_19425,21,21,21,21,21,21,21,21,21,21
27,sequence_19450,19,19,19,19,19,19,19,19,19,19
28,sequence_53085,21,21,21,21,21,21,21,21,21,21
29,sequence_19509,15,15,15,15,15,15,15,15,15,15
30,sequence_53059,3,3,3,3,3,3,3,3,3,3
31,sequence_19430,27,27,27,27,27,27,27,27,27,27
32,sequence_20052,3,3,3,3,3,3,3,3,3,3
33,sequence_19369,4,4,4,4,4,4,4,4,4,4
34,sequence_53064,14,14,14,14,14,14,14,14,14,14
35,sequence_20072,5,5,5,5,5,5,5,5,5,5
36,sequence_20038,1,1,1,1,1,1,1,1,1,1
37,sequence_20039,9,9,9,9,9,9,9,9,9,9
38,sequence_19506,23,23,23,23,23,23,23,23,23,23
39,sequence_20064,25,25,25,25,25,25,25,25,25,25
40,sequence_19530,17,17,17,17,17,17,17,17,17,17
41,sequence_19498,32,32,32,32,32,32,32,32,32,32
42,sequence_19504,18,18,18,18,18,18,18,18,18,18
43,sequence_19386,1,1,1,1,1,1,1,1,1,1
44,sequence_19519,1,1,1,1,1,1,1,1,1,1
45,sequence_19404,6,6,6,6,6,6,6,6,6,6
46,sequence_19446,23,23,23,23,23,23,23,23,23,23
47,sequence_20063,20,20,20,20,20,20,20,20,20,20
48,sequence_20043,6,6,6,6,6,6,6,6,6,6
49,sequence_19497,21,21,21,21,21,21,21,21,21,34
50,sequence_19490,23,23,23,23,23,23,23,23,23,23
51,sequence_19376,10,10,10,10,10,10,10,10,10,10
52,sequence_19406,8,8,8,8,8,8,8,8,8,8
53,sequence_19405,24,24,24,24,24,24,24,24,24,24
54,sequence_19382,24,24,24,24,24,24,24,24,24,24
55,sequence_20067,20,20,20,20,20,20,20,20,20,20
56,sequence_19409,21,21,21,21,21,21,21,21,21,34
57,sequence_19354,8,8,8,8,8,8,8,8,8,8
58,sequence_20040,13,13,13,13,13,13,13,13,13,13
59,sequence_19370,4,4,4,4,4,4,4,4,4,4
60,sequence_19432,15,15,15,15,15,15,15,15,15,15
61,sequence_19371,2,2,2,2,2,2,2,2,2,2
62,sequence_19434,22,22,22,22,22,22,22,22,22,22
63,sequence_19505,2,2,2,2,2,2,2,2,2,2
64,sequence_53070,27,27,27,27,27,27,27,27,27,27
65,sequence_19392,7,7,7,7,7,7,7,7,7,7
66,sequence_19357,29,29,29,29,29,29,29,29,29,34
67,sequence_20056,31,31,31,31,31,31,31,31,31,31
68,sequence_19526,7,7,7,7,7,7,7,7,7,7
69,sequence_20046,9,9,9,9,9,9,9,9,9,9
70,sequence_19443,21,21,21,21,21,21,21,21,21,21
71,sequence_19410,8,8,8,8,8,8,8,8,8,8
72,sequence_19390,10,10,10,10,10,10,10,10,10,10
73,sequence_19439,21,21,21,21,21,21,21,21,21,21
74,sequence_20071,5,5,5,5,5,5,5,5,5,5
75,sequence_19451,32,32,32,32,32,32,32,32,32,32
76,sequence_20041,11,11,11,11,11,11,11,11,11,11
77,sequence_19415,8,8,8,8,8,8,8,8,8,8
78,sequence_20035,9,9,9,9,9,9,9,9,9,9
79,sequence_20051,2,2,2,2,2,2,2,2,2,2
80,sequence_19397,11,11,11,11,11,11,11,11,11,11
81,sequence_19394,17,17,17,17,17,17,17,17,17,17
82,sequence_19374,10,10,10,10,10,10,10,10,10,10
83,sequence_19378,11,11,11,11,11,11,11,11,11,11
84,sequence_19441,21,21,21,21,21,21,21,21,21,21
85,sequence_19433,15,15,15,15,15,15,15,15,15,15
86,sequence_20062,12,12,12,12,12,12,12,12,12,12
87,sequence_19393,7,7,7,7,7,7,7,7,7,7
88,sequence_20065,13,13,13,13,13,13,13,13,13,13
89,sequence_19383,24,24,24,24,24,24,24,24,24,24
90,sequence_19422,23,23,23,23,23,23,23,23,23,23
91,sequence_19495,15,15,15,15,15,15,15,15,15,15
92,sequence_19431,22,22,22,22,22,22,22,22,22,22
93,sequence_20058,20,20,20,20,20,20,20,20,20,20
94,sequence_19488,10,10,10,10,10,10,10,10,10,10
95,sequence_19375,11,11,11,11,11,11,11,11,11,11
96,sequence_19511,31,31,31,31,31,31,31,31,31,31
97,sequence_53065,14,14,14,14,14,14,14,14,14,14
98,sequence_53074,33,33,33,33,33,33,33,33,33,33
99,sequence_20050,24,24,24,24,24,24,24,24,24,24
100,sequence_19515,1,1,1,1,1,1,1,1,1,1
101,sequence_20057,20,20,20,20,20,20,20,20,20,20
102,sequence_19438,33,33,33,33,33,33,33,33,33,33
103,sequence_19486,15,15,15,15,15,15,15,15,15,15
104,sequence_19389,2,2,2,2,2,2,2,2,2,2
105,sequence_19468,16,16,16,16,16,16,16,16,16,16
106,sequence_20068,12,12,12,12,12,12,12,12,12,12
107,sequence_19420,11,11,11,11,11,11,11,11,11,11
108,sequence_20076,12,12,12,12,12,12,12,12,12,12
109,sequence_20070,20,20,20,20,20,20,20,20,20,20
110,sequence_19399,17,17,17,17,17,17,17,17,17,17
111,sequence_19436,22,22,22,22,22,22,22,22,22,22
112,sequence_19492,22,22,22,22,22,22,22,22,22,22
113,sequence_19445,18,18,18,18,18,18,18,18,18,18
114,sequence_19403,36,36,36,36,36,36,36,36,35,36
115,sequence_19428,19,19,19,19,19,19,19,19,19,19
116,sequence_19377,17,17,17,17,17,17,17,17,17,17
117,sequence_19427,19,19,19,19,19,19,19,19,19,19
118,sequence_19521,4,4,4,4,4,4,4,4,4,4
119,sequence_20045,20,20,20,20,20,20,20,20,20,20
120,sequence_19412,8,8,8,8,8,8,8,8,8,8
121,sequence_19508,23,23,23,23,23,23,23,23,23,23
122,sequence_53080,32,32,32,32,32,32,32,32,32,32
123,sequence_20073,20,20,20,20,20,20,20,20,20,20
124,sequence_19442,21,21,21,21,21,21,21,21,21,21
125,sequence_53077,25,25,25,25,25,25,25,25,25,25
126,sequence_19429,18,18,18,18,18,18,18,18,18,18
127,sequence_19416,11,11,11,11,11,11,11,11,11,11
128,sequence_20055,13,13,13,13,13,13,13,13,13,13
129,sequence_19388,11,11,11,11,11,11,11,11,11,11
130,sequence_20049,7,7,7,7,7,7,7,7,7,7
131,sequence_20059,5,5,5,5,5,5,5,5,5,5
132,sequence_19467,33,33,33,33,33,33,33,33,33,33
133,sequence_19373,10,10,10,10,10,10,10,10,10,10
134,sequence_19396,11,11,11,11,11,11,11,11,11,11
135,sequence_19527,11,11,11,11,11,11,11,11,11,11
136,sequence_19435,22,22,22,22,22,22,22,22,22,22
137,sequence_53069,29,29,29,29,29,29,29,29,29,29
138,sequence_19418,2,2,2,2,2,2,2,2,2,2
139,sequence_20075,9,9,9,9,9,9,9,9,9,9
140,sequence_19423,33,33,33,33,33,33,33,33,33,33
141,sequence_19516,33,33,33,33,33,33,33,33,33,33
