,secuencia,birch-2,birch-3,birch-4,birch-5,birch-6,birch-7,birch-8,birch-9,birch-10,birch-11,birch-12,birch-13,birch-14,birch-15,birch-16,birch-17,birch-18,birch-19,birch-20,birch-21,birch-22,birch-23,birch-24,birch-25,birch-26,birch-27,birch-28,birch-29
0,sequence_53082,1,1,1,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1,sequence_19402,0,2,2,0,1,1,0,1,0,4,4,4,4,4,1,0,17,17,17,17,17,17,17,17,17,17,17,17
2,sequence_20054,0,2,2,0,5,5,5,5,5,5,2,0,7,3,3,1,0,12,12,12,12,12,12,12,25,25,25,25
3,sequence_20048,0,2,2,0,1,1,0,1,0,10,10,10,10,10,4,4,4,4,1,0,21,21,21,21,21,21,21,21
4,sequence_20036,0,0,0,2,2,0,7,7,7,7,7,7,3,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
5,sequence_19525,0,2,2,0,5,5,5,5,5,5,2,0,7,3,3,1,0,18,18,18,18,18,18,18,18,18,18,18
6,sequence_20061,0,0,3,3,3,3,3,3,1,0,5,5,5,5,5,5,5,2,2,2,2,2,0,0,12,12,12,12
7,sequence_19496,0,2,2,0,5,5,5,5,5,5,2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
8,sequence_19477,0,0,3,3,3,3,3,3,1,0,11,11,11,11,11,11,11,11,11,11,11,11,5,5,5,5,2,2
9,sequence_19363,0,0,0,4,4,4,1,0,3,3,3,3,1,0,10,10,10,10,10,10,10,4,4,4,4,4,4,1
10,sequence_19500,0,0,0,4,4,4,1,0,3,3,3,3,1,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
11,sequence_19453,0,2,2,0,1,1,0,8,8,8,8,8,8,8,8,3,1,1,0,4,4,1,1,1,0,3,3,3
12,sequence_53075,0,0,0,2,2,0,4,4,4,1,1,1,0,7,7,7,3,3,3,3,1,0,11,11,11,11,5,5
13,sequence_19522,0,2,2,0,1,1,0,1,0,4,4,4,4,4,1,0,7,7,7,7,3,3,3,3,1,0,11,11
14,sequence_19523,0,2,2,0,5,5,5,5,5,5,2,0,7,3,3,1,0,18,18,18,18,18,18,18,18,18,18,18
15,sequence_53078,0,0,0,2,2,0,4,4,4,1,1,1,0,7,7,7,3,3,3,3,1,0,11,11,11,11,5,5
16,sequence_20069,0,0,0,2,2,0,7,7,7,7,7,7,3,1,0,8,8,8,8,8,8,8,8,8,3,1,1,0
17,sequence_53062,1,1,1,1,0,2,2,2,2,2,0,2,2,2,2,2,2,0,9,9,9,9,9,9,9,9,9,4
18,sequence_20060,0,0,3,3,3,3,3,3,1,0,5,5,5,5,5,5,5,2,2,2,2,2,0,0,12,12,12,12
