,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_53082,1,2,1,2,2,2,5,2,1,7,7,0,2,4,4,7,7,3,9,14,9,14,2,12,18,2,15,12
1,sequence_19402,0,0,2,0,1,5,0,7,2,5,6,6,9,9,15,5,13,17,13,3,21,7,14,15,9,15,14,24
2,sequence_20054,0,0,2,0,4,0,2,3,6,0,4,1,11,7,1,15,12,10,15,5,20,4,15,18,12,24,18,0
3,sequence_20048,0,0,2,3,1,5,6,7,7,5,6,12,9,5,10,1,12,10,15,10,21,4,8,7,25,19,8,19
4,sequence_20036,0,1,3,3,0,3,3,8,0,6,9,2,0,2,12,11,3,13,4,7,19,9,23,23,16,18,27,28
5,sequence_19525,0,0,2,0,4,0,2,3,6,0,4,1,11,7,1,15,0,12,3,5,6,20,15,11,13,1,18,3
6,sequence_20061,0,1,3,3,0,3,3,8,4,8,9,10,0,2,12,2,3,13,4,7,15,9,5,23,16,4,27,28
7,sequence_19496,0,0,2,0,4,0,2,3,6,0,4,3,7,7,1,14,0,12,3,16,0,10,4,22,7,1,9,3
8,sequence_19477,0,1,3,4,3,3,4,1,4,1,10,8,10,13,3,13,10,2,6,12,14,5,10,9,10,11,24,18
9,sequence_19363,0,1,0,1,5,1,0,4,8,6,3,5,6,13,15,5,13,1,13,12,8,12,14,6,17,0,14,22
10,sequence_19500,0,1,0,1,5,1,7,4,8,4,5,5,6,10,14,8,6,8,1,18,10,21,12,24,6,25,23,11
11,sequence_19453,0,0,2,0,1,5,2,6,5,9,2,9,4,0,8,10,14,4,7,15,16,13,19,3,24,26,1,15
12,sequence_53075,0,1,3,4,3,3,4,1,4,8,1,4,0,3,6,2,8,7,4,17,19,2,5,2,16,4,27,23
13,sequence_19522,0,0,2,0,1,5,6,7,2,5,6,6,1,9,7,0,1,0,12,1,4,0,0,19,15,6,22,6
14,sequence_19523,0,0,2,0,4,0,2,3,6,0,4,1,11,7,5,15,0,12,3,5,6,20,11,11,13,1,18,3
15,sequence_53078,0,0,2,0,4,0,2,3,6,0,4,1,11,7,1,1,12,7,2,5,20,20,15,18,13,1,8,3
16,sequence_20069,0,1,0,3,0,1,3,8,7,10,9,10,3,2,12,12,4,5,18,4,1,11,18,10,5,16,6,14
17,sequence_53062,1,2,1,2,2,4,1,2,9,3,0,7,5,1,11,9,2,11,0,2,2,3,7,1,20,7,26,27
18,sequence_20060,0,1,3,3,0,3,3,8,4,8,9,10,0,2,12,2,3,13,4,7,15,9,5,23,16,4,27,28
19,sequence_53066,0,0,2,0,1,5,6,7,2,5,6,12,9,5,10,1,16,17,8,10,5,8,8,7,25,19,4,19
20,sequence_19417,0,0,2,0,1,5,6,7,2,5,6,12,9,9,7,0,1,4,12,1,21,0,20,19,0,6,4,6
21,sequence_19391,0,0,2,0,1,5,2,6,5,9,2,12,7,8,9,10,14,17,11,1,0,17,20,3,3,26,19,15
22,sequence_19447,0,1,3,4,3,3,4,1,4,1,10,8,10,13,3,13,10,2,6,12,14,5,10,9,14,9,24,18
23,sequence_53079,0,0,2,0,1,5,6,7,2,5,6,6,1,9,7,0,16,0,2,20,4,0,0,19,15,25,22,21
24,sequence_20042,0,0,2,3,1,5,2,6,5,9,2,12,4,5,10,1,12,10,15,10,5,4,8,7,25,19,8,19
25,sequence_19419,0,0,2,0,1,5,2,6,5,9,2,12,4,8,9,10,14,6,7,10,5,8,8,5,22,14,19,19
26,sequence_19425,0,1,0,1,5,6,7,0,3,4,5,11,8,6,2,6,6,8,1,9,3,16,12,24,6,23,20,11
27,sequence_19450,0,1,3,4,3,3,4,1,4,1,10,8,10,13,3,13,10,2,6,12,14,5,10,9,10,9,24,18
28,sequence_53085,0,1,0,1,5,6,7,0,3,2,5,11,8,11,2,16,6,8,1,9,11,19,17,16,11,5,20,9
29,sequence_19509,0,0,2,0,4,0,2,3,6,0,4,1,11,7,1,15,0,12,3,5,6,20,15,5,13,1,18,3
30,sequence_53059,0,0,2,0,4,0,2,3,6,0,4,12,7,5,10,1,12,7,2,10,20,4,15,18,22,19,8,19
31,sequence_19430,0,0,2,0,1,5,2,6,5,9,2,9,4,0,5,6,14,4,11,1,16,17,11,11,24,8,1,7
32,sequence_20052,0,0,2,3,4,0,2,3,6,0,4,12,7,5,10,1,12,10,15,10,20,4,8,18,22,19,8,19
33,sequence_19369,1,2,1,2,2,4,1,5,9,3,11,7,13,14,11,4,9,14,10,19,17,22,21,14,8,21,3,10
34,sequence_53064,0,1,0,1,0,1,0,8,7,10,3,5,3,12,15,5,16,1,8,4,1,12,6,8,25,0,6,1
35,sequence_20072,0,1,3,3,0,3,3,8,4,1,9,10,10,2,3,13,4,13,17,7,15,9,5,23,16,4,25,28
36,sequence_20038,0,1,0,3,0,1,0,8,7,10,9,10,3,2,15,5,4,5,18,4,1,11,14,8,5,16,25,22
37,sequence_20039,0,1,0,3,0,1,3,8,7,10,9,2,3,2,12,12,17,5,5,7,1,11,23,23,16,18,0,5
38,sequence_19506,0,0,2,0,1,5,6,7,2,5,6,6,1,9,7,0,1,0,12,3,4,0,0,19,15,25,22,21
39,sequence_20064,1,2,1,2,2,4,1,5,1,3,11,0,5,14,0,9,9,14,10,6,12,22,16,21,23,13,26,2
40,sequence_19530,0,0,2,0,1,5,6,7,2,5,6,6,9,9,7,0,13,17,13,3,4,7,0,15,9,15,14,24
41,sequence_19498,0,1,3,4,3,3,4,1,4,8,1,4,0,3,6,2,8,16,16,17,7,2,1,2,10,9,11,8
42,sequence_19504,1,2,1,2,2,4,1,5,9,3,11,7,13,14,0,9,9,14,10,19,17,22,16,14,8,21,3,10
43,sequence_19386,0,1,0,1,5,1,0,4,8,6,3,5,6,13,15,5,13,1,13,12,8,7,14,6,17,0,14,22
44,sequence_19519,0,1,0,1,5,1,0,4,8,1,5,5,6,10,15,8,13,8,13,18,10,7,14,6,17,0,23,22
45,sequence_19404,1,2,1,2,2,4,1,5,9,3,0,7,12,1,11,4,11,9,19,2,13,6,7,20,8,22,12,27
46,sequence_19446,0,0,2,0,1,5,6,7,2,5,6,6,1,9,7,0,1,4,12,1,4,0,0,19,0,6,22,6
47,sequence_20063,0,1,0,3,0,1,3,8,7,10,9,10,3,2,12,12,4,5,18,4,1,11,18,10,5,16,6,14
48,sequence_20043,1,2,1,2,2,4,1,5,9,3,0,7,12,1,11,4,11,9,19,2,13,6,7,20,8,20,12,25
49,sequence_19497,0,1,0,1,5,6,7,0,3,2,3,2,8,11,2,3,6,8,5,9,11,19,17,16,11,10,20,9
50,sequence_19490,0,0,2,0,1,5,6,7,2,5,6,6,1,9,7,0,1,0,12,3,4,0,0,19,15,25,22,21
51,sequence_19376,0,0,2,0,1,5,2,6,5,9,2,12,4,8,9,10,14,6,11,1,5,17,20,5,3,14,19,6
52,sequence_19406,0,1,3,4,3,3,4,1,0,6,10,8,10,13,3,13,10,2,6,12,14,5,10,9,14,11,10,4
53,sequence_19405,0,1,0,1,5,6,0,4,8,4,3,5,6,12,14,5,17,1,5,13,8,12,6,8,19,0,16,1
54,sequence_19382,0,1,0,1,5,6,0,4,8,4,5,5,6,12,14,8,17,1,5,18,10,12,6,24,19,0,16,1
55,sequence_20067,0,1,0,3,0,6,3,8,7,10,9,10,3,2,12,12,4,5,18,4,1,11,18,10,5,16,6,14
56,sequence_19409,0,1,0,1,5,6,7,0,3,2,3,11,8,12,2,3,6,8,5,13,11,1,6,16,19,5,17,20
57,sequence_19354,0,1,3,4,3,3,4,1,0,6,10,8,10,13,3,13,10,2,6,12,14,5,10,9,14,11,10,4
58,sequence_20040,0,0,2,3,4,0,2,3,6,0,4,1,11,5,10,1,12,10,15,10,20,4,15,18,12,24,8,0
59,sequence_19370,1,2,1,2,2,4,1,5,9,3,11,7,13,14,11,4,9,14,10,19,17,22,21,14,8,21,3,10
60,sequence_19432,0,0,2,0,4,0,2,3,6,0,4,1,11,7,1,15,0,12,3,5,6,20,15,11,13,1,18,3
61,sequence_19371,0,0,2,0,1,5,6,7,2,5,6,12,9,9,7,0,1,4,12,1,21,12,20,19,0,6,4,6
62,sequence_19434,0,0,2,0,1,5,2,6,5,9,2,9,4,0,8,10,14,6,7,15,16,13,19,5,24,8,1,7
63,sequence_19505,0,0,2,0,1,5,6,7,2,5,6,6,1,9,7,0,1,4,12,3,4,0,0,19,15,25,22,21
64,sequence_53070,0,0,2,0,1,5,2,6,5,9,2,9,4,0,5,6,15,4,11,1,16,17,11,11,3,8,1,7
65,sequence_19392,0,0,2,0,1,5,2,6,5,9,2,12,4,8,9,10,14,6,7,10,5,8,8,5,22,14,19,19
66,sequence_19357,0,1,3,4,3,3,4,1,0,6,1,4,0,3,6,11,5,16,14,0,8,15,22,0,1,3,21,13
