,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_51016,1,1,1,3,3,0,0,6,7,4,7,3,3,3,0,13,15,9,17,3,0,0,7,4,6,6,6,23
1,sequence_51170,0,2,2,1,4,5,3,4,1,5,1,1,0,8,1,6,4,8,3,16,11,5,6,0,2,2,2,5
2,sequence_32130,0,0,3,4,2,2,2,2,2,3,2,2,2,4,3,10,11,1,2,8,1,21,2,1,4,4,4,3
3,sequence_51136,0,2,2,1,0,4,1,0,9,1,10,10,9,12,11,1,12,7,13,11,10,15,12,6,16,16,16,16
4,sequence_51191,0,2,2,1,0,1,7,7,4,9,6,5,8,11,10,4,16,12,1,19,9,14,18,11,12,12,12,6
5,sequence_51140,0,2,2,1,4,5,3,4,1,5,1,1,0,8,1,6,4,8,3,16,11,5,6,0,2,2,2,5
6,sequence_51149,0,2,2,1,4,5,3,4,1,5,1,1,0,8,1,6,4,2,3,16,11,5,4,0,2,2,2,5
7,sequence_51181,0,2,2,1,4,5,3,4,1,5,1,1,0,8,1,6,4,8,3,16,11,5,6,0,2,2,2,5
8,sequence_51159,0,2,2,1,4,5,3,4,1,5,1,1,0,8,1,6,4,8,3,2,11,5,6,0,2,2,2,5
9,sequence_51175,0,2,2,1,4,5,3,4,1,5,1,1,0,8,1,12,4,8,15,16,11,5,6,0,2,2,2,2
10,sequence_51174,0,2,2,1,4,5,3,4,1,5,1,1,0,8,1,6,4,8,3,16,11,1,5,0,2,2,2,25
11,sequence_51169,0,2,2,1,4,5,3,4,1,5,1,1,11,8,13,6,13,8,18,16,11,5,19,19,25,25,25,27
12,sequence_51199,0,2,2,1,4,5,3,4,1,5,1,1,0,8,1,6,4,8,3,16,11,5,6,0,2,2,2,5
13,sequence_51144,0,2,2,1,4,5,3,4,1,5,1,1,0,8,1,6,4,2,3,16,11,5,6,0,2,2,2,5
14,sequence_51183,0,2,2,1,4,5,3,4,1,5,1,1,0,8,1,6,4,8,3,16,11,5,6,0,2,2,2,5
15,sequence_51157,0,2,2,1,4,5,3,4,1,5,1,1,0,8,1,6,4,8,3,16,11,5,6,0,2,2,2,5
16,sequence_51163,0,2,2,1,4,5,3,4,1,5,1,1,0,8,1,12,4,8,15,16,11,5,6,0,2,2,2,2
17,sequence_51173,0,2,2,1,4,5,3,4,1,5,1,1,0,8,1,6,4,8,3,16,11,5,6,0,2,2,2,5
