,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_53082,0,0,0,0,0,0,0,0,0,0
1,sequence_19402,14,14,14,14,14,14,14,12,12,12
2,sequence_20054,8,8,8,8,8,8,8,6,6,6
3,sequence_20048,8,8,8,8,8,8,8,6,6,6
4,sequence_20036,8,8,8,8,8,8,8,6,6,6
5,sequence_19525,13,13,13,13,13,13,13,11,11,11
6,sequence_20061,12,12,12,12,12,12,12,10,10,10
7,sequence_19496,10,10,10,10,10,10,10,8,8,8
8,sequence_19477,27,27,27,27,27,27,27,26,26,26
9,sequence_19363,14,14,14,14,14,14,14,12,12,12
10,sequence_19500,19,19,19,19,19,19,19,17,17,17
11,sequence_19453,24,24,24,24,24,24,24,23,23,23
12,sequence_53075,1,1,1,1,1,1,1,1,1,1
13,sequence_19522,19,19,19,19,19,19,19,17,17,17
14,sequence_19523,13,13,13,13,13,13,13,11,11,11
15,sequence_53078,1,1,1,1,1,1,1,1,1,1
16,sequence_20069,2,2,2,2,2,2,2,2,2,2
17,sequence_53062,3,3,3,3,3,3,3,32,32,32
18,sequence_20060,12,12,12,12,12,12,12,10,10,10
19,sequence_53066,22,22,22,22,22,22,22,21,21,21
20,sequence_19417,20,20,20,20,20,20,20,18,18,18
21,sequence_19391,9,9,9,9,9,9,9,7,7,7
22,sequence_19447,7,7,7,7,7,7,7,5,5,5
23,sequence_53079,19,19,19,19,19,19,19,17,17,17
24,sequence_20042,5,5,5,5,5,5,5,3,3,3
25,sequence_19419,21,21,21,21,21,21,21,20,20,20
26,sequence_19425,23,23,23,23,23,23,23,22,22,22
27,sequence_19450,18,18,18,18,18,18,18,16,16,16
28,sequence_53085,31,31,31,31,31,31,31,30,30,30
29,sequence_19509,13,13,13,13,13,13,13,11,11,11
30,sequence_53059,1,1,1,1,1,1,1,1,1,1
31,sequence_19430,24,24,24,24,24,24,24,23,23,23
32,sequence_20052,8,8,8,8,8,8,8,6,6,6
33,sequence_19369,33,33,33,33,33,33,33,32,32,32
34,sequence_53064,22,22,22,22,22,22,22,21,21,21
35,sequence_20072,4,4,4,4,4,4,4,10,10,10
36,sequence_20038,2,2,2,2,2,2,2,2,2,2
37,sequence_20039,5,5,5,5,5,5,5,3,3,3
38,sequence_19506,19,19,19,19,19,19,19,17,17,17
39,sequence_20064,25,25,25,25,25,25,25,24,24,24
40,sequence_19530,19,19,19,19,19,19,19,17,17,17
41,sequence_19498,27,27,27,27,27,27,27,26,26,26
42,sequence_19504,15,15,15,15,15,15,15,13,13,13
43,sequence_19386,14,14,14,14,14,14,14,12,12,12
44,sequence_19519,17,17,17,17,17,17,17,15,15,15
45,sequence_19404,6,6,6,6,6,6,6,4,4,4
46,sequence_19446,11,11,11,11,11,11,11,9,9,9
47,sequence_20063,2,2,2,2,2,2,2,2,2,2
48,sequence_20043,6,6,6,6,6,6,6,4,4,4
49,sequence_19497,30,30,30,30,30,30,30,29,29,29
50,sequence_19490,19,19,19,19,19,19,19,17,17,17
51,sequence_19376,9,9,9,9,9,9,9,7,7,7
52,sequence_19406,7,7,7,7,7,7,7,5,5,5
53,sequence_19405,20,20,20,20,20,20,20,18,18,18
54,sequence_19382,20,20,20,20,20,20,20,18,18,18
55,sequence_20067,2,2,2,2,2,2,2,2,2,2
56,sequence_19409,9,9,9,9,9,9,9,7,7,7
57,sequence_19354,7,7,7,7,7,7,7,5,5,5
58,sequence_20040,8,8,8,8,8,8,8,6,6,6
59,sequence_19370,15,15,15,15,15,15,15,13,13,13
60,sequence_19432,13,13,13,13,13,13,13,11,11,11
61,sequence_19371,20,20,20,20,20,20,20,18,18,18
62,sequence_19434,16,16,16,16,16,16,16,14,14,14
63,sequence_19505,17,17,17,17,17,17,17,15,15,15
64,sequence_53070,24,24,24,24,24,24,24,23,23,23
65,sequence_19392,21,21,21,21,21,21,21,20,20,20
66,sequence_19357,20,20,20,20,20,20,20,18,18,18
67,sequence_20056,28,28,28,28,28,28,28,27,27,27
68,sequence_19526,21,21,21,21,21,21,21,20,20,20
69,sequence_20046,5,5,5,5,5,5,5,3,3,3
70,sequence_19443,11,11,11,11,11,11,11,9,9,9
71,sequence_19410,7,7,7,7,7,7,7,5,5,5
72,sequence_19390,9,9,9,9,9,9,9,7,7,7
73,sequence_19439,24,24,24,24,24,24,24,23,23,23
74,sequence_20071,4,4,4,4,4,4,4,2,2,2
75,sequence_19451,18,18,18,18,18,18,18,16,16,16
76,sequence_20041,10,10,10,10,10,10,10,8,8,8
77,sequence_19415,10,10,10,10,10,10,10,8,8,8
78,sequence_20035,5,5,5,5,5,5,5,3,3,3
79,sequence_20051,22,22,22,22,22,22,22,21,21,21
80,sequence_19397,10,10,10,10,10,10,10,8,8,8
81,sequence_19394,14,14,14,14,14,14,14,12,12,12
82,sequence_19374,9,9,9,9,9,9,9,7,7,7
83,sequence_19378,10,10,10,10,10,10,10,8,8,8
84,sequence_19441,11,11,11,11,11,11,11,9,9,9
85,sequence_19433,24,24,24,24,24,24,24,23,23,23
86,sequence_20062,12,12,12,12,12,12,12,10,10,10
