,secuencia,birch-2,birch-3,birch-4,birch-5,birch-6,birch-7,birch-8,birch-9,birch-10,birch-11,birch-12,birch-13,birch-14,birch-15,birch-16,birch-17,birch-18,birch-19,birch-20,birch-21,birch-22,birch-23,birch-24,birch-25,birch-26,birch-27,birch-28,birch-29
0,sequence_51016,0,2,2,0,5,5,2,0,4,4,4,4,4,4,4,1,0,18,18,18,18,18,18,18,18,18,18,18
1,sequence_51170,0,0,3,3,3,3,3,3,3,1,1,1,1,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
2,sequence_32130,1,1,0,2,2,2,0,8,8,3,3,3,3,3,1,0,17,17,17,17,17,17,17,17,17,17,17,17
3,sequence_51136,0,0,1,1,0,4,4,4,1,0,5,5,5,5,5,5,5,2,0,1,0,22,22,22,22,22,22,22
4,sequence_51191,0,0,1,1,0,4,4,4,1,0,5,5,5,5,5,5,5,2,0,1,0,7,3,3,1,0,7,7
5,sequence_51140,0,0,3,3,3,3,3,3,3,1,1,1,1,1,0,4,4,4,4,4,4,4,4,4,4,1,0,11
6,sequence_51149,0,0,1,1,0,6,6,6,6,6,6,2,0,6,6,6,6,6,2,2,2,2,2,0,12,12,12,12
7,sequence_51181,0,0,3,3,3,3,3,3,3,1,1,1,1,1,0,4,4,4,4,4,4,4,4,4,4,1,0,11
8,sequence_51159,0,0,3,3,3,3,3,3,3,1,1,1,1,1,0,4,4,4,4,4,4,4,4,4,4,1,0,11
9,sequence_51175,0,0,1,1,0,6,6,6,6,6,6,2,0,6,6,6,6,6,2,2,2,2,2,0,12,12,12,12
10,sequence_51174,0,0,3,3,3,3,3,3,3,1,1,1,1,1,0,4,4,4,4,4,4,4,4,4,4,1,0,28
11,sequence_51169,0,0,3,3,3,3,3,3,3,1,1,1,1,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
12,sequence_51199,0,0,3,3,3,3,3,3,3,1,1,1,1,1,0,4,4,4,4,4,4,4,4,4,4,1,0,11
13,sequence_51144,0,0,1,1,0,6,6,6,6,6,6,2,0,6,6,6,6,6,2,2,2,2,2,0,12,12,12,12
14,sequence_51183,0,0,3,3,3,3,3,3,3,1,1,1,1,1,0,4,4,4,4,4,4,4,4,4,4,1,0,11
15,sequence_51157,0,0,3,3,3,3,3,3,3,1,1,1,1,1,0,4,4,4,4,4,4,4,4,4,4,1,0,11
16,sequence_51163,0,0,1,1,0,6,6,6,6,6,6,2,0,6,6,6,6,6,2,2,2,2,2,0,12,12,12,12
17,sequence_51173,0,0,3,3,3,3,3,3,3,1,1,1,1,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
18,sequence_51168,0,0,3,3,3,3,3,3,3,1,1,1,1,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
19,sequence_51171,0,0,3,3,3,3,3,3,3,1,1,1,1,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
20,sequence_51182,0,0,1,1,0,4,4,4,1,0,5,5,5,5,5,5,5,2,0,1,0,7,3,3,1,0,27,27
21,sequence_51131,0,0,1,1,0,4,4,4,1,0,5,5,5,5,5,5,5,2,0,20,20,20,20,20,20,20,20,20
22,sequence_51138,0,0,3,3,3,3,3,3,3,1,1,1,1,1,0,4,4,4,4,4,4,4,4,4,4,1,0,28
23,sequence_51196,0,0,1,1,0,4,4,4,1,0,5,5,5,5,5,5,5,2,0,1,0,7,3,3,1,0,7,7
24,sequence_51202,0,0,1,1,0,4,4,4,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5
25,sequence_51192,0,0,1,1,0,6,6,6,6,6,6,2,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
26,sequence_51147,0,0,1,1,0,4,4,4,1,0,5,5,5,5,5,5,5,2,0,20,20,20,20,20,20,20,20,20
27,sequence_51151,0,0,1,1,0,6,6,6,6,6,6,2,0,6,6,6,6,6,2,2,2,2,2,0,8,8,8,8
28,sequence_51145,0,0,1,1,0,6,6,6,6,6,6,2,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
29,sequence_51187,0,0,1,1,0,4,4,4,1,0,5,5,5,5,5,5,5,2,0,1,0,7,3,3,1,0,7,7
30,sequence_51148,0,0,1,1,0,6,6,6,6,6,6,2,0,6,6,6,6,6,2,2,2,2,2,0,8,8,8,8
31,sequence_51141,0,0,3,3,3,3,3,3,3,1,1,1,1,1,0,4,4,4,4,4,4,4,4,4,4,1,0,11
32,sequence_51137,0,0,1,1,0,4,4,4,1,0,5,5,5,5,5,5,5,2,0,1,0,22,22,22,22,22,22,22
33,sequence_32151,1,1,0,2,2,2,0,8,8,3,3,3,3,3,1,0,17,17,17,17,17,17,17,17,17,17,17,17
34,sequence_32148,1,1,0,2,2,2,0,8,8,3,3,3,3,3,1,0,15,15,15,15,15,15,7,7,7,7,3,3
35,sequence_32117,1,1,0,2,2,2,0,8,8,3,3,3,3,3,1,0,17,17,17,17,17,17,17,17,17,17,17,17
36,sequence_32141,1,1,0,2,2,2,0,8,8,3,3,3,3,3,1,0,17,17,17,17,17,17,17,17,17,17,17,17
37,sequence_32124,1,1,0,2,2,2,0,8,8,3,3,3,3,3,1,0,17,17,17,17,17,17,17,17,17,17,17,17
38,sequence_32126,1,1,0,2,2,2,0,5,5,5,2,0,13,13,13,13,13,13,6,6,6,6,6,2,2,2,2,0
39,sequence_32127,1,1,0,2,2,2,0,8,8,3,3,3,3,3,1,0,15,15,15,15,15,15,7,7,7,7,3,3
40,sequence_32133,1,1,0,2,2,2,0,8,8,3,3,3,3,3,1,0,17,17,17,17,17,17,17,17,17,17,17,17
41,sequence_32131,1,1,0,2,2,2,0,8,8,3,3,3,3,3,1,0,17,17,17,17,17,17,17,17,17,17,17,17
42,sequence_32174,1,1,0,2,2,2,0,8,8,3,3,3,3,3,1,0,15,15,15,15,15,15,7,7,7,7,3,3
43,sequence_32114,1,1,0,2,2,2,0,8,8,3,3,3,3,3,1,0,17,17,17,17,17,17,17,17,17,17,17,17
44,sequence_32147,1,1,0,2,2,2,0,8,8,3,3,3,3,3,1,0,17,17,17,17,17,17,17,17,17,17,17,17
45,sequence_32119,1,1,0,2,2,2,0,8,8,3,3,3,3,3,1,0,17,17,17,17,17,17,17,17,17,17,17,17
46,sequence_32122,1,1,0,2,2,2,0,8,8,3,3,3,3,3,1,0,17,17,17,17,17,17,17,17,17,17,17,17
47,sequence_32125,1,1,0,2,2,2,0,5,5,5,2,0,13,13,13,13,13,13,6,6,6,6,6,2,2,2,2,0
48,sequence_32128,1,1,0,2,2,2,0,8,8,3,3,3,3,3,1,0,15,15,15,15,15,15,7,7,7,7,3,3
49,sequence_32129,1,1,0,2,2,2,0,5,5,5,2,0,6,2,2,2,2,0,19,19,19,19,19,19,19,19,19,19
50,sequence_32132,1,1,0,2,2,2,0,8,8,3,3,3,3,3,1,0,17,17,17,17,17,17,17,17,17,17,17,17
51,sequence_32167,1,1,0,4,4,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4
52,sequence_50970,0,2,2,0,5,5,2,0,4,4,4,4,4,4,4,1,0,18,18,18,18,18,18,18,18,18,18,18
53,sequence_51045,0,2,2,0,5,5,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
54,sequence_51003,0,2,2,0,5,5,2,0,4,4,4,4,4,4,4,1,0,18,18,18,18,18,18,18,18,18,18,18
55,sequence_51032,0,2,2,0,5,5,2,0,4,4,4,4,4,4,4,1,0,18,18,18,18,18,18,18,18,18,18,18
56,sequence_51028,0,2,2,0,5,5,2,0,4,4,4,4,4,4,4,1,0,5,5,5,5,5,5,5,5,5,5,2
57,sequence_51025,0,2,2,0,5,5,2,0,4,4,4,4,4,4,4,1,0,5,5,5,5,5,5,5,5,5,5,2
58,sequence_51019,0,2,2,0,5,5,2,0,4,4,4,4,4,4,4,1,0,18,18,18,18,18,18,18,18,18,18,18
59,sequence_51017,0,2,2,0,5,5,2,0,4,4,4,4,4,4,4,1,0,18,18,18,18,18,18,18,18,18,18,18
