,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_51016,1,1,2,2,0,5,5,7,7,7,10,6,1,13,0,1,6,8,14,0,2,10,9,4,23,24,3,22
1,sequence_51170,1,2,1,3,3,2,2,3,9,9,0,3,8,2,9,3,1,4,0,2,10,14,22,3,3,6,4,4
2,sequence_32130,0,0,0,1,1,3,0,1,6,10,2,1,9,1,2,2,2,1,3,18,16,9,15,1,1,0,2,16
3,sequence_51136,1,2,3,0,5,4,4,5,4,3,5,4,3,14,4,8,4,3,10,3,3,0,3,19,10,9,7,19
4,sequence_51191,1,2,3,0,5,4,4,5,4,3,5,4,3,14,4,0,16,2,10,7,9,4,16,14,4,16,7,12
5,sequence_51140,1,2,1,3,3,2,2,3,9,9,0,3,8,2,9,3,1,6,0,2,10,14,0,3,3,6,4,23
6,sequence_51149,1,2,1,3,3,2,2,2,1,8,4,2,0,11,3,13,14,10,9,6,5,6,10,15,6,3,6,8
7,sequence_51181,1,2,1,3,3,2,2,3,9,8,4,2,12,11,3,9,9,6,0,6,5,6,0,15,6,22,11,23
8,sequence_51159,1,2,1,3,3,2,2,3,9,9,0,3,8,2,9,3,1,6,0,2,10,14,0,3,3,6,4,23
9,sequence_51175,1,2,1,3,3,2,2,2,1,8,4,2,0,11,3,13,14,10,9,6,5,6,10,15,6,22,11,23
10,sequence_51174,1,2,1,3,3,2,2,3,9,9,0,3,8,2,9,3,1,4,0,2,10,3,0,3,3,6,4,4
11,sequence_51169,1,2,1,3,3,2,2,3,9,9,0,3,8,2,9,3,1,4,0,2,10,14,22,3,3,6,4,4
12,sequence_51199,1,2,1,3,3,2,2,3,9,8,3,2,12,11,9,9,9,6,0,6,10,14,0,3,21,22,11,2
13,sequence_51144,1,2,1,3,3,2,2,2,1,8,4,2,0,11,3,13,14,10,9,6,5,6,10,15,6,3,6,8
14,sequence_51183,1,2,1,3,3,2,2,3,9,9,0,3,8,2,9,3,1,6,0,2,10,14,0,3,3,6,4,4
15,sequence_51157,1,2,1,3,3,2,2,3,9,8,4,2,12,11,9,9,9,6,0,6,10,6,0,3,6,22,11,23
16,sequence_51163,1,2,1,3,3,2,2,2,1,8,4,2,0,11,3,13,14,10,9,6,5,6,10,15,6,3,11,23
17,sequence_51173,1,2,1,3,3,2,2,3,9,9,0,3,8,2,9,3,1,4,0,2,10,3,22,3,3,6,4,4
18,sequence_51168,1,2,1,3,3,2,2,3,9,9,0,3,8,2,9,3,1,4,0,2,10,3,22,3,3,6,4,4
19,sequence_51171,1,2,1,3,3,2,2,3,9,9,0,3,8,2,9,3,1,4,0,2,10,3,22,3,3,6,4,4
20,sequence_51182,1,2,3,0,5,4,4,2,4,3,5,4,5,14,7,16,4,3,4,12,9,4,12,2,22,16,1,12
21,sequence_51131,1,2,3,0,5,4,4,5,4,3,5,7,5,14,11,5,4,3,16,3,0,15,12,2,17,2,22,28
22,sequence_51138,1,2,1,3,3,2,2,3,9,8,4,2,12,11,11,9,9,6,16,6,0,6,12,2,17,2,11,13
23,sequence_51196,1,2,3,0,5,4,4,5,4,3,5,4,3,14,4,0,16,2,10,7,20,0,16,14,4,16,7,12
24,sequence_51202,1,2,3,0,5,4,4,5,4,3,3,7,5,10,7,15,5,12,6,7,20,18,12,8,13,4,15,11
25,sequence_51192,1,2,3,0,5,4,4,2,1,4,5,4,7,5,1,16,13,18,7,12,11,16,18,6,0,14,24,20
