,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_51016,9,9,0,0,0,0,0,0,0,0
1,sequence_51170,4,4,5,5,5,5,5,5,6,5
2,sequence_32130,0,0,1,1,1,1,1,1,1,1
3,sequence_51136,2,2,7,3,3,3,7,7,4,3
4,sequence_51191,3,3,4,4,4,4,4,4,5,4
5,sequence_51140,4,4,5,5,5,5,5,5,6,5
6,sequence_51149,5,5,6,6,6,6,6,6,7,6
7,sequence_51181,5,5,6,6,6,6,6,6,7,6
8,sequence_51159,4,4,5,5,5,5,5,5,6,5
9,sequence_51175,5,5,6,6,6,6,6,6,7,6
10,sequence_51174,4,4,5,5,5,5,5,5,6,5
11,sequence_51169,4,4,5,5,5,5,5,5,6,5
12,sequence_51199,5,5,6,6,6,6,6,6,7,6
13,sequence_51144,5,5,6,6,6,6,6,6,7,6
14,sequence_51183,4,4,5,5,5,5,5,5,6,5
15,sequence_51157,5,5,6,6,6,6,6,6,7,6
16,sequence_51163,5,5,6,6,6,6,6,6,7,6
17,sequence_51173,4,4,5,5,5,5,5,5,6,5
18,sequence_51168,4,4,5,5,5,5,5,5,6,5
19,sequence_51171,4,4,5,5,5,5,5,5,6,5
20,sequence_51182,3,3,4,4,4,4,4,4,5,4
21,sequence_51131,2,2,4,3,3,3,4,4,4,3
22,sequence_51138,5,5,6,6,6,6,6,6,7,6
23,sequence_51196,3,3,4,4,4,4,4,4,5,4
24,sequence_51202,12,12,11,12,11,12,11,11,12,12
25,sequence_51192,6,6,7,7,7,7,7,7,8,7
26,sequence_51147,11,11,12,11,10,11,12,12,13,13
27,sequence_51151,6,6,7,7,7,7,7,7,8,7
28,sequence_51145,6,6,7,7,7,7,7,7,8,7
29,sequence_51187,3,3,4,4,4,4,4,4,5,4
30,sequence_51148,5,5,6,6,6,6,6,6,7,6
31,sequence_51141,5,5,6,6,6,6,6,6,7,6
32,sequence_51137,2,2,4,3,3,3,4,4,4,3
33,sequence_32151,0,0,1,1,1,1,1,1,1,1
34,sequence_32148,0,0,1,1,1,1,1,1,1,1
35,sequence_32117,0,0,1,1,1,1,1,1,1,1
36,sequence_32141,0,0,1,1,1,1,1,1,1,1
37,sequence_32124,0,0,1,1,1,1,1,1,1,1
38,sequence_32126,0,0,1,1,1,1,1,1,1,1
39,sequence_32127,0,0,1,1,1,1,1,1,1,1
40,sequence_32133,0,0,1,1,1,1,1,1,1,1
41,sequence_32131,0,0,1,1,1,1,1,1,1,1
42,sequence_32174,0,0,1,1,1,1,1,1,1,1
43,sequence_32114,0,0,1,1,1,1,1,1,1,1
