,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_47787,1,0,3,3,5,5,4,6,3,6,3,2,5,8,7,8,12,9,1,8,9,5,6,2,23,3,22,23
1,sequence_47684,1,0,3,3,5,5,4,6,3,6,3,2,5,3,7,8,2,9,16,11,9,15,14,2,6,17,27,2
2,sequence_47789,0,0,3,3,5,0,2,0,6,1,4,7,4,6,9,13,9,4,1,2,2,17,3,11,14,12,11,5
3,sequence_47790,0,0,3,3,5,0,2,0,6,1,4,7,4,6,9,13,9,4,1,2,2,17,3,11,14,12,11,5
4,sequence_47781,1,2,0,2,1,1,1,1,1,2,5,6,12,10,0,11,0,3,17,19,3,0,5,13,5,2,15,15
5,sequence_47777,1,2,0,2,1,1,1,1,1,2,5,6,12,10,0,11,0,3,17,0,3,0,5,13,5,2,15,15
6,sequence_47779,1,2,0,2,1,1,1,1,1,2,5,6,12,10,0,11,0,3,3,0,3,0,5,13,5,2,15,15
7,sequence_47784,1,2,0,2,1,1,1,1,1,2,5,6,12,10,0,11,0,18,17,19,19,0,5,13,5,2,15,15
8,sequence_47786,1,2,0,2,1,1,1,1,1,2,5,6,12,10,0,11,0,3,17,19,3,0,5,13,5,2,15,15
9,sequence_47782,1,2,0,2,1,1,1,1,1,2,5,6,12,10,0,11,0,3,17,19,3,0,5,13,5,2,15,15
10,sequence_47772,1,0,3,3,5,5,4,6,3,6,3,2,5,8,7,8,12,9,1,8,9,5,6,2,23,3,22,23
11,sequence_47795,1,0,3,3,5,5,4,6,3,6,3,2,5,8,7,8,12,9,1,8,9,5,6,2,23,3,22,23
12,sequence_47776,1,0,3,3,5,5,4,6,3,6,3,2,5,8,7,8,12,9,1,8,9,5,6,2,23,3,22,23
13,sequence_47685,0,0,3,3,5,0,2,0,6,1,4,11,0,6,6,2,17,11,12,16,5,8,12,14,9,19,13,11
14,sequence_47679,1,2,2,2,2,6,0,7,7,3,2,3,9,4,8,10,14,10,9,17,7,11,17,12,15,11,26,0
15,sequence_47695,1,0,3,3,5,5,4,6,3,6,3,2,0,3,15,8,2,1,16,11,18,5,14,20,2,17,27,20
16,sequence_47710,1,0,3,3,5,5,4,6,3,6,3,2,0,3,15,8,2,1,16,11,18,5,14,20,2,17,27,20
17,sequence_47686,0,0,3,3,5,0,2,0,6,1,4,11,0,6,6,2,17,11,12,16,5,8,12,14,25,10,13,11
