,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_47787,0,0,0,0,0,0,0,0,0,0
1,sequence_47684,20,20,20,20,20,20,20,20,20,20
2,sequence_47789,1,1,1,1,1,1,1,1,1,1
3,sequence_47790,1,1,1,1,1,1,1,1,1,1
4,sequence_47781,19,19,19,19,19,19,19,19,19,19
5,sequence_47777,19,19,19,19,19,19,19,19,19,19
6,sequence_47779,19,19,19,19,19,19,19,19,19,19
7,sequence_47784,2,2,2,2,2,2,2,2,2,2
8,sequence_47786,19,19,19,19,19,19,19,19,19,19
9,sequence_47782,19,19,19,19,19,19,19,19,19,19
10,sequence_47772,0,0,0,0,0,0,0,0,0,0
11,sequence_47795,0,0,0,0,0,0,0,0,0,0
12,sequence_47776,0,0,0,0,0,0,0,0,0,0
13,sequence_47685,5,5,5,5,5,5,5,5,5,5
14,sequence_47679,3,3,3,3,3,3,3,3,3,3
15,sequence_47695,20,20,20,20,20,20,20,20,20,20
16,sequence_47710,4,4,4,4,4,4,4,4,4,4
17,sequence_47686,5,5,5,5,5,5,5,5,5,5
18,sequence_47778,6,6,6,6,6,6,6,6,6,6
19,sequence_47780,19,19,19,19,19,19,19,19,19,19
20,sequence_47785,7,7,7,7,7,7,7,7,7,7
21,sequence_47803,1,1,1,1,1,1,1,1,1,1
22,sequence_47663,8,8,8,8,8,8,8,8,8,8
23,sequence_47757,2,2,2,2,2,2,2,2,2,2
24,sequence_47783,9,9,9,9,9,9,9,9,9,9
25,sequence_47796,2,2,2,2,2,2,2,2,2,2
26,sequence_47750,20,20,20,20,20,20,20,20,20,20
27,sequence_47760,20,20,20,20,20,20,20,20,20,20
28,sequence_47773,1,1,1,1,1,1,1,1,1,1
29,sequence_47768,3,3,3,3,3,3,3,3,3,3
30,sequence_47771,2,2,2,2,2,2,2,2,2,2
31,sequence_47681,11,11,11,11,11,11,11,11,11,11
32,sequence_47696,5,5,5,5,5,5,5,5,5,5
33,sequence_47680,11,11,11,11,11,11,11,11,11,11
34,sequence_47673,3,3,3,3,3,3,3,3,3,3
35,sequence_47700,3,3,3,3,3,3,3,3,3,3
36,sequence_47689,4,4,4,4,4,4,4,4,4,4
37,sequence_47683,12,12,12,12,12,12,12,12,12,12
38,sequence_47697,5,5,5,5,5,5,5,5,5,5
39,sequence_47678,5,5,5,5,5,5,5,5,5,5
40,sequence_47682,18,18,18,18,18,18,18,18,18,18
41,sequence_47724,18,18,18,18,18,18,18,18,18,18
