,secuencia,K-means-2,K-means-3,K-means-4,K-means-5,K-means-6,K-means-7,K-means-8,K-means-9,K-means-10,K-means-11,K-means-12,K-means-13,K-means-14,K-means-15,K-means-16,K-means-17,K-means-18,K-means-19,K-means-20,K-means-21,K-means-22,K-means-23,K-means-24,K-means-25,K-means-26,K-means-27,K-means-28,K-means-29
0,sequence_53082,1,2,2,2,0,5,4,5,1,4,11,5,7,7,10,2,14,11,11,17,11,6,9,11,11,15,11,7
1,sequence_19402,0,1,0,3,1,2,0,6,0,9,9,1,12,3,6,5,8,13,13,12,7,11,15,7,7,11,26,9
2,sequence_20054,0,0,1,4,2,0,5,8,4,5,5,8,6,0,8,10,9,5,5,7,15,17,7,15,12,12,12,18
3,sequence_20048,0,0,1,4,2,6,3,4,7,5,5,0,6,0,8,4,9,5,5,7,15,17,7,15,15,12,15,14
4,sequence_20036,0,1,1,4,2,6,3,4,7,3,3,0,9,13,4,10,9,5,5,7,15,1,18,15,15,12,15,10
5,sequence_19525,0,0,3,1,4,0,5,8,4,0,0,8,3,5,11,12,0,18,18,8,12,3,13,12,12,14,12,2
6,sequence_20061,0,1,1,4,2,6,3,4,7,3,3,0,9,13,4,10,17,15,15,6,16,1,18,16,16,10,16,10
7,sequence_19496,0,0,3,1,4,0,5,8,4,0,0,8,3,5,11,15,0,16,16,8,4,3,13,4,4,9,27,1
8,sequence_19477,0,1,0,3,3,4,1,3,9,1,1,1,4,6,6,1,3,12,12,4,1,2,6,1,1,7,1,19
9,sequence_19363,0,1,0,3,1,2,0,6,0,9,9,1,4,3,6,5,8,13,13,12,7,11,15,7,7,26,7,9
10,sequence_19500,0,1,0,3,1,2,0,6,0,9,9,7,12,14,3,11,11,8,8,16,10,9,23,10,10,1,10,24
11,sequence_19453,0,0,3,1,4,0,7,7,3,7,7,10,13,2,1,14,12,7,7,2,8,19,8,8,8,18,8,15
12,sequence_53075,0,1,1,4,3,4,1,3,2,10,10,11,10,9,12,3,15,1,1,15,20,18,21,20,20,0,20,20
13,sequence_19522,0,0,3,1,1,2,0,6,6,8,8,6,1,11,5,7,2,0,0,5,0,7,10,0,0,16,0,21
14,sequence_19523,0,0,3,1,4,0,5,8,4,0,0,8,3,5,11,12,0,18,18,8,12,3,11,12,12,14,12,8
15,sequence_53078,0,0,1,4,4,0,5,8,4,10,10,8,10,0,8,3,15,18,18,15,20,18,21,20,20,0,4,2
16,sequence_20069,0,1,1,4,2,6,3,4,7,3,3,0,9,13,4,16,5,15,15,6,9,21,12,9,9,8,9,3
17,sequence_53062,1,2,2,2,0,1,2,1,5,2,2,12,2,8,14,6,6,2,19,0,6,10,1,22,22,13,22,27
18,sequence_20060,0,1,1,4,2,6,3,4,7,3,3,0,9,13,4,10,17,15,15,6,16,1,18,16,16,10,16,10
19,sequence_53066,0,0,1,4,1,2,0,2,6,10,10,11,10,11,5,3,15,10,10,5,20,14,21,20,20,11,4,20
20,sequence_19417,0,0,3,1,1,2,0,6,6,8,8,6,1,11,5,7,2,0,0,5,0,7,5,0,0,16,0,21
21,sequence_19391,0,0,3,1,4,0,7,7,3,7,7,10,8,2,1,0,10,17,17,2,8,0,2,8,8,24,8,15
22,sequence_19447,0,1,0,3,3,4,1,3,9,1,1,9,11,4,7,9,3,14,14,11,1,8,0,24,24,19,24,8
23,sequence_53079,0,0,3,1,1,2,0,2,6,10,10,6,10,11,5,7,15,10,10,5,14,7,5,14,14,16,14,11
24,sequence_20042,0,0,1,4,2,6,7,4,3,5,5,4,6,0,8,4,10,3,3,7,21,13,4,21,21,22,21,14
25,sequence_19419,0,0,3,1,4,3,7,7,3,7,7,4,8,2,1,0,10,17,17,2,19,15,2,19,19,4,19,12
26,sequence_19425,0,1,0,0,5,3,6,0,8,6,6,3,5,14,9,13,12,7,7,3,13,5,19,13,13,18,13,16
27,sequence_19450,0,1,0,3,3,4,1,3,9,1,1,9,4,4,6,1,3,12,12,11,1,2,0,24,24,19,24,19
28,sequence_53085,0,1,0,0,5,3,6,0,8,10,10,11,5,9,13,13,13,10,10,13,17,5,22,17,17,23,17,0
29,sequence_19509,0,0,3,1,4,0,5,8,4,0,0,8,3,5,11,12,0,18,18,8,4,3,13,4,4,9,4,2
30,sequence_53059,0,0,1,4,4,0,5,8,4,10,10,8,10,0,8,3,15,5,5,15,20,18,21,20,20,0,4,2
31,sequence_19430,0,0,3,1,4,0,7,7,3,7,7,10,13,2,1,14,12,7,7,2,12,0,8,23,23,18,23,15
32,sequence_20052,0,0,1,4,2,6,5,8,4,5,5,8,6,0,8,10,9,5,5,7,15,17,7,15,15,12,15,14
33,sequence_19369,1,2,2,2,0,1,2,1,5,2,2,2,2,8,0,8,7,2,2,14,2,4,20,2,2,17,2,6
34,sequence_53064,0,1,1,4,2,6,3,4,0,10,10,11,10,9,12,3,15,10,10,12,20,14,21,20,20,8,20,20
35,sequence_20072,0,1,1,4,2,6,3,4,7,3,3,0,9,13,4,10,17,15,15,6,16,1,18,16,25,10,25,22
36,sequence_20038,0,1,1,4,2,6,3,4,7,3,3,0,9,13,4,16,17,15,15,6,7,21,12,7,25,8,25,22
37,sequence_20039,0,1,1,4,2,6,3,4,7,3,3,0,9,13,4,4,5,3,3,9,21,13,4,21,21,22,21,28
38,sequence_19506,0,0,3,1,1,2,0,2,6,8,8,6,12,11,5,7,2,0,0,5,14,7,10,14,14,16,14,11
39,sequence_20064,1,2,2,2,0,5,2,5,1,2,2,5,2,8,2,8,6,2,2,14,3,22,16,3,3,2,3,4
40,sequence_19530,0,0,3,1,1,2,0,2,6,8,8,6,12,11,5,7,8,13,13,5,14,11,10,14,14,11,26,9
41,sequence_19498,0,1,0,3,3,4,1,3,2,1,1,9,4,6,12,1,3,1,1,4,1,2,6,1,1,7,1,25
42,sequence_19504,1,2,2,2,0,1,2,1,5,2,2,2,2,8,0,8,7,2,2,19,2,22,20,2,2,17,2,23
43,sequence_19386,0,1,0,3,1,2,0,6,0,9,9,1,4,3,6,5,8,13,13,12,7,11,15,7,7,26,7,9
44,sequence_19519,0,1,0,3,1,2,0,6,0,9,9,7,12,3,6,5,8,8,8,12,7,11,15,7,7,26,7,9
45,sequence_19404,1,2,2,2,0,1,2,1,5,2,4,12,2,1,14,6,7,4,19,18,6,4,1,22,22,13,22,6
46,sequence_19446,0,0,3,1,1,2,0,6,6,8,8,6,1,14,5,7,2,0,0,16,0,7,5,0,0,16,0,21
47,sequence_20063,0,1,1,4,2,6,3,4,7,3,3,0,9,13,4,16,5,15,15,6,9,21,12,9,9,8,9,3
48,sequence_20043,1,2,2,2,0,1,2,1,5,2,4,12,2,1,14,6,6,4,19,18,6,10,1,6,6,21,6,6
49,sequence_19497,0,1,0,0,5,3,6,0,8,6,6,3,5,12,9,13,4,6,6,9,5,5,14,5,5,20,5,0
50,sequence_19490,0,0,3,1,1,2,0,2,6,8,8,6,12,11,5,7,2,0,0,5,14,7,10,14,14,16,14,11
51,sequence_19376,0,0,3,1,4,3,7,7,3,7,7,4,8,2,1,14,10,17,17,2,19,0,2,19,19,4,19,15
52,sequence_19406,0,1,0,3,3,4,1,3,9,1,1,1,11,4,6,9,3,12,12,20,18,8,11,18,18,6,18,19
53,sequence_19405,0,1,0,3,1,2,0,6,0,9,9,7,1,3,3,5,11,9,9,12,10,9,15,10,10,26,10,17
54,sequence_19382,0,1,0,3,1,2,0,6,0,9,9,7,1,3,3,5,11,9,9,12,10,9,15,10,10,26,10,17
55,sequence_20067,0,1,1,4,2,6,3,4,7,3,3,0,9,13,4,16,5,15,15,6,9,21,12,9,9,8,9,3
56,sequence_19409,0,1,0,0,5,3,6,0,8,6,6,3,5,12,9,13,4,6,6,3,13,5,14,13,13,20,13,16
57,sequence_19354,0,1,0,3,3,4,1,3,9,1,1,1,11,4,6,9,3,12,12,20,18,8,11,18,18,6,18,19
58,sequence_20040,0,0,1,4,2,0,5,8,4,5,5,8,6,0,8,10,9,5,5,7,15,17,7,15,15,12,15,14
59,sequence_19370,1,2,2,2,0,1,2,1,5,2,2,2,2,8,0,8,7,2,2,19,2,4,20,2,2,17,2,6
