,secuencia,affinity-0.5,affinity-0.55,affinity-0.6000000000000001,affinity-0.6500000000000001,affinity-0.7000000000000002,affinity-0.7500000000000002,affinity-0.8000000000000003,affinity-0.8500000000000003,affinity-0.9000000000000004,affinity-0.9500000000000004
0,sequence_53082,0,0,0,0,0,0,0,0,0,0
1,sequence_19402,4,4,4,4,7,1,1,14,14,14
2,sequence_20054,6,6,6,6,5,6,6,5,5,5
3,sequence_20048,6,6,6,6,5,6,6,5,5,5
4,sequence_20036,6,6,6,6,5,6,6,5,5,5
5,sequence_19525,12,12,12,12,12,12,12,12,12,12
6,sequence_20061,11,11,11,11,11,11,11,11,11,11
7,sequence_19496,9,9,9,9,9,9,9,9,9,9
8,sequence_19477,15,15,15,15,15,15,15,15,15,15
9,sequence_19363,4,4,4,4,7,1,1,1,1,1
10,sequence_19500,13,13,13,13,13,13,13,13,13,13
11,sequence_19453,25,25,25,25,25,25,25,25,25,25
12,sequence_53075,1,1,1,1,1,2,2,2,2,2
13,sequence_19522,19,19,19,19,19,19,19,19,19,19
14,sequence_19523,12,12,12,12,12,12,12,12,12,12
15,sequence_53078,1,1,1,1,1,2,2,2,2,2
16,sequence_20069,16,16,16,16,16,16,16,16,16,16
17,sequence_53062,35,35,35,35,35,35,35,35,35,35
18,sequence_20060,11,11,11,11,11,11,11,11,11,11
19,sequence_53066,23,23,23,23,23,23,23,23,23,23
20,sequence_19417,21,21,21,21,21,21,21,21,21,21
21,sequence_19391,8,8,8,8,8,8,8,8,8,8
22,sequence_19447,15,15,15,15,15,15,15,15,15,15
23,sequence_53079,19,19,19,19,19,19,19,19,19,19
24,sequence_20042,3,3,3,3,3,4,4,3,3,3
25,sequence_19419,7,7,7,7,6,7,7,7,7,7
26,sequence_19425,17,17,17,17,17,17,17,17,17,17
27,sequence_19450,15,15,15,15,15,15,15,15,15,15
28,sequence_53085,33,33,33,33,33,33,33,33,33,33
29,sequence_19509,12,12,12,12,12,12,12,12,12,12
30,sequence_53059,23,23,23,23,23,23,23,23,23,23
31,sequence_19430,25,25,25,25,25,25,25,25,25,25
32,sequence_20052,6,6,6,6,5,6,6,5,5,5
33,sequence_19369,2,2,2,2,2,3,3,6,6,6
34,sequence_53064,23,23,23,23,23,23,23,23,23,23
35,sequence_20072,20,20,20,20,20,20,20,20,20,20
36,sequence_20038,20,20,20,20,20,20,20,20,20,20
37,sequence_20039,3,3,3,3,3,4,4,3,3,3
38,sequence_19506,19,19,19,19,7,19,19,19,19,19
39,sequence_20064,26,26,26,26,26,26,26,26,26,26
40,sequence_19530,19,19,19,19,19,19,19,14,14,14
41,sequence_19498,30,30,30,30,30,30,30,30,30,30
42,sequence_19504,14,14,14,14,14,14,14,6,6,6
43,sequence_19386,4,4,4,4,7,1,1,1,1,1
44,sequence_19519,4,4,4,4,13,1,1,1,1,1
45,sequence_19404,2,2,2,2,2,3,3,6,6,6
46,sequence_19446,10,10,10,10,10,10,10,10,10,10
47,sequence_20063,16,16,16,16,16,16,16,16,16,16
48,sequence_20043,22,22,22,22,22,22,22,22,22,22
49,sequence_19497,32,32,32,32,32,32,32,32,32,32
50,sequence_19490,19,19,19,19,19,19,19,19,19,19
51,sequence_19376,8,8,8,8,8,8,8,8,8,8
52,sequence_19406,5,5,5,5,4,5,5,4,4,4
53,sequence_19405,21,21,21,21,21,21,21,21,21,21
54,sequence_19382,21,21,21,21,21,21,21,21,21,21
55,sequence_20067,16,16,16,16,16,16,16,16,16,16
56,sequence_19409,32,32,32,32,32,32,32,32,32,32
57,sequence_19354,5,5,5,5,4,5,5,4,4,4
58,sequence_20040,6,6,6,6,5,6,6,5,5,5
59,sequence_19370,2,2,2,2,2,3,3,6,6,6
60,sequence_19432,12,12,12,12,12,12,12,12,12,12
61,sequence_19371,21,21,21,21,21,21,21,21,21,21
62,sequence_19434,18,18,18,18,18,18,18,18,18,18
63,sequence_19505,13,13,13,13,13,13,13,13,13,13
64,sequence_53070,25,25,25,25,25,25,25,25,25,25
65,sequence_19392,7,7,7,7,6,7,7,7,7,7
66,sequence_19357,31,31,31,31,31,31,31,31,31,31
67,sequence_20056,22,22,22,22,22,22,22,22,22,22
68,sequence_19526,7,7,7,7,6,7,7,7,7,7
69,sequence_20046,3,3,3,3,3,4,4,3,3,3
70,sequence_19443,10,10,10,10,10,10,10,10,10,10
71,sequence_19410,5,5,5,5,4,5,5,4,4,4
72,sequence_19390,8,8,8,8,8,8,8,8,8,8
73,sequence_19439,17,17,17,17,17,17,17,17,17,17
74,sequence_20071,20,20,20,20,20,20,20,20,20,20
75,sequence_19451,30,30,30,30,30,30,30,30,30,30
76,sequence_20041,20,20,20,20,20,20,20,20,20,20
77,sequence_19415,9,9,9,9,9,9,9,9,9,9
78,sequence_20035,3,3,3,3,3,4,4,3,3,3
79,sequence_20051,23,23,23,23,23,23,23,23,23,23
80,sequence_19397,9,9,9,9,9,9,9,9,9,9
81,sequence_19394,4,4,4,4,7,1,1,14,14,14
82,sequence_19374,8,8,8,8,8,8,8,8,8,8
83,sequence_19378,9,9,9,9,9,9,9,9,9,9
84,sequence_19441,10,10,10,10,10,10,10,10,10,10
85,sequence_19433,12,12,12,12,12,12,12,12,12,12
86,sequence_20062,11,11,11,11,11,11,11,11,11,11
87,sequence_19393,7,7,7,7,6,7,7,7,7,7
88,sequence_20065,6,6,6,6,5,6,6,5,5,5
89,sequence_19383,10,10,10,10,10,10,10,10,10,10
90,sequence_19422,19,19,19,19,19,19,19,19,19,19
91,sequence_19495,12,12,12,12,12,12,12,12,12,12
92,sequence_19431,18,18,18,18,18,18,18,18,18,18
93,sequence_20058,16,16,16,16,16,16,16,16,16,16
94,sequence_19488,8,8,8,8,8,8,8,8,8,8
95,sequence_19375,9,9,9,9,9,9,9,9,9,9
96,sequence_19511,29,29,29,29,29,29,29,29,29,29
97,sequence_53065,23,23,23,23,23,23,23,23,23,23
98,sequence_53074,1,1,1,1,1,2,2,2,2,2
99,sequence_20050,21,21,21,21,21,21,21,21,21,21
100,sequence_19515,4,4,4,4,4,1,1,1,1,1
101,sequence_20057,16,16,16,16,16,16,16,16,16,16
102,sequence_19438,31,31,31,31,31,31,31,31,31,31
103,sequence_19486,12,12,12,12,12,12,12,12,12,12
104,sequence_19389,19,19,19,19,19,19,19,19,19,19
105,sequence_19468,13,13,13,13,13,13,13,13,13,13
106,sequence_20068,11,11,11,11,11,11,11,11,11,11
107,sequence_19420,9,9,9,9,9,9,9,9,9,9
108,sequence_20076,11,11,11,11,11,11,11,11,11,11
109,sequence_20070,3,3,3,3,3,4,4,3,3,3
110,sequence_19399,9,9,9,9,7,9,9,14,14,14
111,sequence_19436,18,18,18,18,18,18,18,18,18,18
112,sequence_19492,18,18,18,18,18,18,18,18,18,18
113,sequence_19445,14,14,14,14,14,14,14,6,6,6
114,sequence_19403,35,35,35,35,35,35,35,35,35,35
115,sequence_19428,24,24,24,24,24,24,24,24,24,24
116,sequence_19377,9,9,9,9,7,9,9,14,14,14
117,sequence_19427,15,15,15,15,15,15,15,15,15,15
118,sequence_19521,2,2,2,2,2,3,3,6,6,6
119,sequence_20045,16,16,16,16,16,16,16,16,16,16
120,sequence_19412,5,5,5,5,4,5,5,4,4,4
121,sequence_19508,19,19,19,19,19,19,19,19,19,19
122,sequence_53080,1,1,1,1,1,2,2,2,2,2
123,sequence_20073,16,16,16,16,16,16,16,16,16,16
124,sequence_19442,17,17,17,17,17,17,17,17,17,17
125,sequence_53077,0,0,0,0,0,0,0,0,0,0
126,sequence_19429,14,14,14,14,14,14,14,6,6,6
127,sequence_19416,5,5,5,5,4,5,5,4,4,4
128,sequence_20055,6,6,6,6,5,6,6,5,5,5
129,sequence_19388,5,5,5,5,4,5,5,4,4,4
130,sequence_20049,7,7,7,7,6,7,7,7,7,7
131,sequence_20059,20,20,20,20,20,20,20,20,20,20
132,sequence_19467,31,31,31,31,31,31,31,31,31,31
133,sequence_19373,8,8,8,8,8,8,8,8,8,8
134,sequence_19396,9,9,9,9,9,9,9,9,9,9
135,sequence_19527,9,9,9,9,9,9,9,9,9,9
136,sequence_19435,18,18,18,18,18,18,18,18,18,18
137,sequence_53069,27,27,27,27,27,27,27,27,27,27
138,sequence_19418,19,19,19,19,19,19,19,19,19,19
139,sequence_20075,3,3,3,3,3,4,4,3,3,3
140,sequence_19423,31,31,31,31,31,31,31,31,31,31
141,sequence_19516,31,31,31,31,31,31,31,31,31,31
142,sequence_19512,29,29,29,29,29,29,29,29,29,29
