,secuencia,meanshift-2,meanshift-3,meanshift-4,meanshift-5,meanshift-6,meanshift-7,meanshift-8,meanshift-9,meanshift-10,meanshift-11,meanshift-12,meanshift-13,meanshift-14,meanshift-15,meanshift-16,meanshift-17,meanshift-18,meanshift-19,meanshift-20,meanshift-21,meanshift-22,meanshift-23,meanshift-24,meanshift-25,meanshift-26,meanshift-27,meanshift-28,meanshift-29
0,sequence_40826,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,0,1,1,1,1,1,1,1,1,1,1
1,sequence_40787,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3
2,sequence_40789,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,34,35,35,35,35,35,35,35,35,35,35
3,sequence_40794,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,19,19,19,19,19,19,19,19,19,19
4,sequence_40806,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,20,20,20,20,20,20,20,20,20,20
5,sequence_40807,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,43,42,42,42,42,42,42,42,42,42,42
6,sequence_40809,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,54,53,53,53,53,53,53,53,53,53,53
7,sequence_40811,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,24,24,24,24,24,24,24,24,24,24
8,sequence_40813,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,42,41,41,41,41,41,41,41,41,41,41
9,sequence_40814,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,10,10,10,10,10,10,10,10,10,10
10,sequence_40845,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,18,18,18,18,18,18,18,18,18,18
11,sequence_40855,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,48,47,47,47,47,47,47,47,47,47,47
12,sequence_40857,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,17,17,17,17,17,17,17,17,17,17
13,sequence_40840,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,56,55,55,55,55,55,55,55,55,55,55
14,sequence_40841,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,51,50,50,50,50,50,50,50,50,50,50
15,sequence_40842,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,21,21,21,21,21,21,21,21,21,21
16,sequence_40844,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,70,69,69,69,69,69,69,69,69,69,69
17,sequence_40838,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,29,29,29,29,29,29,29,29,29,29
