,id,target,labels
0,sequence_53082,55.0,22
1,sequence_19402,43.0,8
2,sequence_20054,49.0,7
3,sequence_20048,39.8,14
4,sequence_20036,52.9,21
5,sequence_19525,48.8,7
6,sequence_20061,45.0,12
7,sequence_19496,48.3,0
8,sequence_19477,61.5,20
9,sequence_19363,54.6,1
10,sequence_19500,51.2,12
11,sequence_19453,47.3,13
12,sequence_53075,51.6,9
13,sequence_19522,45.4,14
14,sequence_19523,50.8,4
15,sequence_53078,43.3,2
16,sequence_20069,53.4,12
17,sequence_53062,49.1,6
18,sequence_20060,52.6,12
19,sequence_53066,39.2,2
20,sequence_19417,47.9,14
21,sequence_19391,46.8,13
22,sequence_19447,51.0,19
23,sequence_53079,47.8,2
24,sequence_20042,49.4,11
25,sequence_19419,53.3,3
26,sequence_19425,56.9,24
27,sequence_19450,46.0,20
28,sequence_53085,51.2,22
29,sequence_19509,50.6,0
30,sequence_53059,47.1,2
31,sequence_19430,45.7,4
32,sequence_20052,42.9,8
33,sequence_19369,47.9,13
34,sequence_53064,48.4,6
35,sequence_20072,48.7,21
36,sequence_20038,49.1,1
37,sequence_20039,52.6,16
38,sequence_19506,49.3,14
39,sequence_20064,47.3,11
40,sequence_19530,45.6,8
41,sequence_19498,63.2,20
42,sequence_19504,50.6,7
43,sequence_19386,50.7,1
44,sequence_19519,50.3,12
45,sequence_19404,51.3,21
46,sequence_19446,39.5,14
47,sequence_20063,48.9,12
48,sequence_20043,46.6,16
49,sequence_19497,54.9,16
50,sequence_19490,52.9,14
51,sequence_19376,53.0,3
52,sequence_19406,53.8,20
53,sequence_19405,48.7,5
54,sequence_19382,52.0,10
55,sequence_20067,50.8,10
56,sequence_19409,51.1,5
57,sequence_19354,60.0,19
58,sequence_20040,47.2,7
59,sequence_19370,51.7,0
60,sequence_19432,51.0,7
61,sequence_19371,49.0,4
62,sequence_19434,48.0,3
63,sequence_19505,42.4,10
64,sequence_53070,45.7,15
65,sequence_19392,50.5,3
66,sequence_19357,58.5,19
67,sequence_20056,56.9,16
68,sequence_19526,49.3,3
69,sequence_20046,47.4,16
70,sequence_19443,48.0,5
71,sequence_19410,49.9,21
72,sequence_19390,46.3,4
73,sequence_19439,49.5,18
74,sequence_20071,44.9,16
75,sequence_19451,51.0,21
76,sequence_20041,48.5,0
77,sequence_19415,52.8,21
78,sequence_20035,52.5,16
79,sequence_20051,42.5,8
80,sequence_19397,49.6,8
81,sequence_19394,45.4,8
82,sequence_19374,50.7,4
83,sequence_19378,52.4,0
84,sequence_19441,49.0,5
85,sequence_19433,50.1,7
86,sequence_20062,57.9,21
87,sequence_19393,53.7,3
88,sequence_20065,46.5,7
89,sequence_19383,50.5,5
90,sequence_19422,46.6,8
91,sequence_19495,58.9,0
92,sequence_19431,50.5,11
93,sequence_20058,54.9,12
94,sequence_19488,51.3,7
95,sequence_19375,49.9,0
96,sequence_19511,62.4,18
97,sequence_53065,44.8,6
98,sequence_53074,48.3,9
99,sequence_20050,47.9,12
100,sequence_19515,50.4,5
101,sequence_20057,51.9,10
102,sequence_19438,56.1,19
103,sequence_19486,54.2,7
104,sequence_19389,44.0,14
105,sequence_19468,54.8,10
106,sequence_20068,50.6,10
107,sequence_19420,40.6,20
108,sequence_20076,55.7,21
109,sequence_20070,51.8,16
110,sequence_19399,47.5,8
111,sequence_19436,46.4,11
112,sequence_19492,58.5,11
113,sequence_19445,45.5,7
114,sequence_19403,50.9,1
115,sequence_19428,49.3,16
116,sequence_19377,50.3,8
117,sequence_19427,53.8,20
118,sequence_19521,53.0,13
119,sequence_20045,48.8,12
120,sequence_19412,55.3,20
121,sequence_19508,49.5,14
122,sequence_53080,50.4,9
123,sequence_20073,51.0,12
124,sequence_19442,47.4,16
125,sequence_53077,43.5,15
126,sequence_19429,50.9,11
127,sequence_19416,49.4,0
128,sequence_20055,46.3,7
129,sequence_19388,48.4,0
130,sequence_20049,43.9,13
131,sequence_20059,52.3,20
132,sequence_19467,64.4,19
133,sequence_19373,53.1,4
134,sequence_19396,43.1,13
135,sequence_19527,50.1,0
136,sequence_19435,51.4,11
137,sequence_53069,50.9,9
138,sequence_19418,47.2,14
139,sequence_20075,54.9,10
140,sequence_19423,61.2,19
